i,j,k,I_scaled
0,1,2,-99
0,1,3,-109
0,1,4,38
0,1,5,-89
0,1,6,-95
0,1,7,-108
0,1,8,-157
0,1,9,-66
0,1,10,-44
0,1,11,-44
0,1,12,-67
0,1,13,-117
0,1,14,-119
0,1,15,-111
0,1,16,-160
0,1,17,-103
0,1,18,-12
0,1,19,-71
0,2,3,-314
0,2,4,-172
0,2,5,-253
0,2,6,-294
0,2,7,-275
0,2,8,-238
0,2,9,-268
0,2,10,-197
0,2,11,-179
0,2,12,-165
0,2,13,-225
0,2,14,-248
0,2,15,-280
0,2,16,-214
0,2,17,-272
0,2,18,-183
0,2,19,-183
0,3,4,-180
0,3,5,-324
0,3,6,-217
0,3,7,-246
0,3,8,-233
0,3,9,-222
0,3,10,-221
0,3,11,-124
0,3,12,-216
0,3,13,-244
0,3,14,-218
0,3,15,-236
0,3,16,-191
0,3,17,-235
0,3,18,-103
0,3,19,-230
0,4,5,-101
0,4,6,-153
0,4,7,-90
0,4,8,-176
0,4,9,-69
0,4,10,-60
0,4,11,-55
0,4,12,-69
0,4,13,-168
0,4,14,-177
0,4,15,-99
0,4,16,-94
0,4,17,-170
0,4,18,-51
0,4,19,-62
0,5,6,-220
0,5,7,-237
0,5,8,-220
0,5,9,-216
0,5,10,-176
0,5,11,-180
0,5,12,-155
0,5,13,-219
0,5,14,-244
0,5,15,-211
0,5,16,-207
0,5,17,-233
0,5,18,-165
0,5,19,-214
0,6,7,-213
0,6,8,-241
0,6,9,-188
0,6,10,-208
0,6,11,-169
0,6,12,-112
0,6,13,-239
0,6,14,-227
0,6,15,-245
0,6,16,-219
0,6,17,-292
0,6,18,-178
0,6,19,-129
0,7,8,-215
0,7,9,-223
0,7,10,-158
0,7,11,-104
0,7,12,-140
0,7,13,-237
0,7,14,-238
0,7,15,-227
0,7,16,-212
0,7,17,-243
0,7,18,-108
0,7,19,-176
0,8,9,-216
0,8,10,-205
0,8,11,-158
0,8,12,-167
0,8,13,-227
0,8,14,-235
0,8,15,-228
0,8,16,-224
0,8,17,-241
0,8,18,-199
0,8,19,-226
0,9,10,-168
0,9,11,-202
0,9,12,-187
0,9,13,-218
0,9,14,-221
0,9,15,-252
0,9,16,-257
0,9,17,-230
0,9,18,-115
0,9,19,-150
0,10,11,-54
0,10,12,-136
0,10,13,-116
0,10,14,-191
0,10,15,-227
0,10,16,-152
0,10,17,-204
0,10,18,-87
0,10,19,-126
0,11,12,-110
0,11,13,-184
0,11,14,-82
0,11,15,-137
0,11,16,-175
0,11,17,-157
0,11,18,-55
0,11,19,-61
0,12,13,-172
0,12,14,-154
0,12,15,-149
0,12,16,-170
0,12,17,-227
0,12,18,-63
0,12,19,-170
0,13,14,-208
0,13,15,-221
0,13,16,-214
0,13,17,-239
0,13,18,-169
0,13,19,-229
0,14,15,-232
0,14,16,-214
0,14,17,-232
0,14,18,-167
0,14,19,-186
0,15,16,-220
0,15,17,-277
0,15,18,-115
0,15,19,-109
0,16,17,-222
0,16,18,-105
0,16,19,-167
0,17,18,-171
0,17,19,-137
0,18,19,-86
1,2,3,-99
1,2,4,-35
1,2,5,-94
1,2,6,-154
1,2,7,-100
1,2,8,-155
1,2,9,-86
1,2,10,0
1,2,11,-77
1,2,12,-46
1,2,13,-89
1,2,14,-102
1,2,15,-78
1,2,16,-162
1,2,17,-102
1,2,18,-51
1,2,19,-56
1,3,4,-58
1,3,5,-134
1,3,6,-92
1,3,7,-53
1,3,8,-135
1,3,9,-87
1,3,10,-36
1,3,11,-34
1,3,12,-119
1,3,13,-90
1,3,14,-119
1,3,15,-93
1,3,16,-154
1,3,17,-82
1,3,18,13
1,3,19,-70
1,4,5,49
1,4,6,-53
1,4,7,50
1,4,8,-102
1,4,9,56
1,4,10,84
1,4,11,85
1,4,12,60
1,4,13,-41
1,4,14,1
1,4,15,34
1,4,16,-23
1,4,17,4
1,4,18,43
1,4,19,26
1,5,6,-94
1,5,7,-106
1,5,8,-147
1,5,9,-82
1,5,10,7
1,5,11,-60
1,5,12,-3
1,5,13,-115
1,5,14,-110
1,5,15,-85
1,5,16,-157
1,5,17,-89
1,5,18,-42
1,5,19,-105
1,6,7,-83
1,6,8,-204
1,6,9,-79
1,6,10,-17
1,6,11,-108
1,6,12,-34
1,6,13,-123
1,6,14,-174
1,6,15,-88
1,6,16,-145
1,6,17,-149
1,6,18,-80
1,6,19,-19
1,7,8,-118
1,7,9,-91
1,7,10,20
1,7,11,2
1,7,12,-18
1,7,13,-89
1,7,14,-112
1,7,15,-104
1,7,16,-145
1,7,17,-99
1,7,18,9
1,7,19,-40
1,8,9,-144
1,8,10,-98
1,8,11,-104
1,8,12,-123
1,8,13,-147
1,8,14,-153
1,8,15,-136
1,8,16,-207
1,8,17,-114
1,8,18,-122
1,8,19,-99
1,9,10,8
1,9,11,-75
1,9,12,-89
1,9,13,-84
1,9,14,-93
1,9,15,-83
1,9,16,-134
1,9,17,-85
1,9,18,-20
1,9,19,-21
1,10,11,44
1,10,12,-16
1,10,13,41
1,10,14,-27
1,10,15,-59
1,10,16,-56
1,10,17,-54
1,10,18,48
1,10,19,5
1,11,12,-42
1,11,13,-68
1,11,14,-50
1,11,15,-17
1,11,16,-149
1,11,17,-46
1,11,18,6
1,11,19,2
1,12,13,-53
1,12,14,-59
1,12,15,-5
1,12,16,-147
1,12,17,-81
1,12,18,23
