i,j,k,I_scaled
0,1,2,-232
0,1,3,-64
0,1,4,-215
0,1,5,-121
0,1,6,-223
0,1,7,-259
0,1,8,-209
0,1,9,-207
0,1,10,-130
0,1,11,-242
0,1,12,-154
0,1,13,-209
0,1,14,-142
0,2,3,-101
0,2,4,-267
0,2,5,-120
0,2,6,-227
0,2,7,-241
0,2,8,-215
0,2,9,-289
0,2,10,-120
0,2,11,-219
0,2,12,-203
0,2,13,-246
0,2,14,-90
0,3,4,-82
0,3,5,-11
0,3,6,-53
0,3,7,-50
0,3,8,-87
0,3,9,-79
0,3,10,-40
0,3,11,-119
0,3,12,-35
0,3,13,-151
0,3,14,8
0,4,5,-102
0,4,6,-229
0,4,7,-269
0,4,8,-252
0,4,9,-228
0,4,10,-167
0,4,11,-241
0,4,12,-242
0,4,13,-217
0,4,14,-104
0,5,6,-190
0,5,7,-151
0,5,8,-111
0,5,9,-120
0,5,10,-22
0,5,11,-124
0,5,12,-31
0,5,13,-139
0,5,14,-47
0,6,7,-232
0,6,8,-244
0,6,9,-239
0,6,10,-101
0,6,11,-209
0,6,12,-224
0,6,13,-237
0,6,14,-85
0,7,8,-351
0,7,9,-262
0,7,10,-120
0,7,11,-241
0,7,12,-179
0,7,13,-256
0,7,14,-89
0,8,9,-179
0,8,10,-148
0,8,11,-213
0,8,12,-261
0,8,13,-210
0,8,14,-101
0,9,10,-223
0,9,11,-224
0,9,12,-239
0,9,13,-250
0,9,14,-92
0,10,11,-193
0,10,12,-99
0,10,13,-126
0,10,14,-80
0,11,12,-232
0,11,13,-242
0,11,14,-105
0,12,13,-133
0,12,14,-63
0,13,14,-213
1,2,3,-83
1,2,4,-221
1,2,5,-132
1,2,6,-211
1,2,7,-242
1,2,8,-217
1,2,9,-230
1,2,10,-90
1,2,11,-243
1,2,12,-214
1,2,13,-224
1,2,14,-134
1,3,4,-92
1,3,5,-32
1,3,6,-77
1,3,7,-68
1,3,8,-87
1,3,9,-62
1,3,10,-8
1,3,11,-162
1,3,12,-25
1,3,13,-163
1,3,14,-56
1,4,5,-118
1,4,6,-196
1,4,7,-244
1,4,8,-225
1,4,9,-226
1,4,10,-87
1,4,11,-240
1,4,12,-168
1,4,13,-217
1,4,14,-111
1,5,6,-148
1,5,7,-166
1,5,8,-106
1,5,9,-60
1,5,10,50
1,5,11,-107
1,5,12,-13
1,5,13,-82
1,5,14,-34
1,6,7,-243
1,6,8,-221
1,6,9,-217
1,6,10,-96
1,6,11,-245
1,6,12,-125
1,6,13,-213
1,6,14,-105
1,7,8,-324
1,7,9,-231
1,7,10,-98
1,7,11,-249
1,7,12,-167
1,7,13,-260
1,7,14,-129
1,8,9,-182
1,8,10,-85
1,8,11,-202
1,8,12,-183
1,8,13,-225
1,8,14,-131
1,9,10,-145
1,9,11,-267
1,9,12,-149
1,9,13,-220
1,9,14,-89
1,10,11,-160
1,10,12,-45
1,10,13,-95
1,10,14,-45
1,11,12,-196
1,11,13,-221
1,11,14,-123
1,12,13,-105
1,12,14,-11
1,13,14,-173
2,3,4,-92
2,3,5,-50
2,3,6,-78
2,3,7,-97
2,3,8,-87
2,3,9,-118
2,3,10,-29
2,3,11,-196
2,3,12,-75
2,3,13,-158
2,3,14,-56
2,4,5,-134
2,4,6,-188
2,4,7,-237
2,4,8,-219
