0,10,19,5,6,9,2,10,2,-1,3,14,7,3,4,3,6,0,7,6
10,0,2,0,9,7,7,8,2,1,9,5,5,7,14,9,5,7,7,1
19,2,0,3,12,3,9,1,4,9,7,11,4,6,9,10,1,7,6,3
5,0,3,0,5,2,12,4,5,3,5,8,11,1,10,10,7,1,4,3
6,9,12,5,0,11,9,6,10,8,11,16,2,5,5,1,3,2,5,3
9,7,3,2,11,0,4,7,4,6,7,5,7,4,1,10,6,4,9,4
2,7,9,12,9,4,0,5,3,5,8,4,5,6,0,8,3,6,7,6
10,8,1,4,6,7,5,0,4,9,8,5,4,13,2,4,6,7,4,7
2,2,4,5,10,4,3,4,0,8,7,11,9,4,6,1,3,3,0,7
-1,1,9,3,8,6,5,9,8,0,3,24,7,8,8,8,6,8,9,4
3,9,7,5,11,7,8,8,7,3,0,7,5,9,6,10,3,4,2,3
14,5,11,8,16,5,4,5,11,24,7,0,8,6,9,5,3,2,8,6
7,5,4,11,2,7,5,4,9,7,5,8,0,5,4,4,8,2,5,4
3,7,6,1,5,4,6,13,4,8,9,6,5,0,5,3,5,10,6,5
4,14,9,10,5,1,0,2,6,8,6,9,4,5,0,4,7,16,13,8
3,9,10,10,1,10,8,4,1,8,10,5,4,3,4,0,7,8,6,4
6,5,1,7,3,6,3,6,3,6,3,3,8,5,7,7,0,4,4,3
0,7,7,1,2,4,6,7,3,8,4,2,2,10,16,8,4,0,7,4
7,7,6,4,5,9,7,4,0,9,2,8,5,6,13,6,4,7,0,3
6,1,3,3,3,4,6,7,7,4,3,6,4,5,8,4,3,4,3,0
