i,j,k,I_scaled
0,1,2,-257
0,1,3,-272
0,1,4,-217
0,1,5,-126
0,1,6,-203
0,1,7,-239
0,1,8,-155
0,1,9,-209
0,1,10,-130
0,1,11,-268
0,1,12,-83
0,1,13,-104
0,1,14,-211
0,1,15,-99
0,1,16,-259
0,1,17,-264
0,1,18,-84
0,1,19,-76
0,2,3,-255
0,2,4,-222
0,2,5,-42
0,2,6,-277
0,2,7,-271
0,2,8,-216
0,2,9,-223
0,2,10,-188
0,2,11,-200
0,2,12,-173
0,2,13,-168
0,2,14,-219
0,2,15,-83
0,2,16,-250
0,2,17,-223
0,2,18,-95
0,2,19,-118
0,3,4,-220
0,3,5,-113
0,3,6,-214
0,3,7,-232
0,3,8,-148
0,3,9,-235
0,3,10,-177
0,3,11,-232
0,3,12,-165
0,3,13,-163
0,3,14,-230
0,3,15,-117
0,3,16,-256
0,3,17,-263
0,3,18,-111
0,3,19,-144
0,4,5,-69
0,4,6,-234
0,4,7,-208
0,4,8,-131
0,4,9,-228
0,4,10,-166
0,4,11,-216
0,4,12,-152
0,4,13,-95
0,4,14,-203
0,4,15,-84
0,4,16,-216
0,4,17,-216
0,4,18,-78
0,4,19,-92
0,5,6,-95
0,5,7,-65
0,5,8,8
0,5,9,-136
0,5,10,-27
0,5,11,-171
0,5,12,8
0,5,13,1
0,5,14,-108
0,5,15,55
0,5,16,-101
0,5,17,-81
0,5,18,29
0,5,19,27
0,6,7,-228
0,6,8,-130
0,6,9,-202
0,6,10,-158
0,6,11,-224
0,6,12,-79
0,6,13,-102
0,6,14,-236
0,6,15,-133
0,6,16,-201
0,6,17,-211
0,6,18,-75
0,6,19,-110
0,7,8,-156
0,7,9,-254
0,7,10,-173
0,7,11,-223
0,7,12,-157
0,7,13,-167
0,7,14,-236
0,7,15,-95
0,7,16,-262
0,7,17,-199
0,7,18,-78
0,7,19,-82
0,8,9,-209
0,8,10,-60
0,8,11,-174
0,8,12,-44
0,8,13,-28
0,8,14,-112
0,8,15,-47
0,8,16,-164
0,8,17,-146
0,8,18,-81
0,8,19,-17
0,9,10,-173
0,9,11,-192
0,9,12,-86
0,9,13,-181
0,9,14,-209
0,9,15,-149
0,9,16,-241
0,9,17,-211
0,9,18,-82
0,9,19,-152
0,10,11,-187
0,10,12,-73
0,10,13,-59
0,10,14,-168
0,10,15,-120
0,10,16,-214
0,10,17,-224
0,10,18,-99
0,10,19,-127
0,11,12,-130
0,11,13,-213
0,11,14,-197
0,11,15,-133
0,11,16,-202
0,11,17,-240
0,11,18,-124
0,11,19,-129
0,12,13,-10
0,12,14,-87
0,12,15,-37
0,12,16,-196
0,12,17,-178
0,12,18,-22
0,12,19,5
0,13,14,-160
0,13,15,-40
0,13,16,-134
0,13,17,-172
0,13,18,-45
0,13,19,-30
0,14,15,-116
0,14,16,-247
0,14,17,-233
0,14,18,-86
0,14,19,-166
0,15,16,-156
0,15,17,-102
0,15,18,-30
0,15,19,-25
0,16,17,-238
0,16,18,-101
0,16,19,-169
0,17,18,-85
0,17,19,-90
0,18,19,-57
1,2,3,-248
1,2,4,-276
1,2,5,-104
1,2,6,-188
1,2,7,-315
1,2,8,-166
1,2,9,-223
1,2,10,-49
1,2,11,-242
