0,9,13,5,6,3,12,6,10,6,6,7,9,5,4,4,9,5,7,3
9,0,12,7,10,4,6,9,2,7,2,4,12,2,3,0,2,9,3,11
13,12,0,8,6,1,5,11,3,10,4,4,5,4,6,7,4,8,9,0
5,7,8,0,9,4,4,3,19,3,3,7,7,4,4,11,12,5,9,5
6,10,6,9,0,-1,9,5,2,7,11,5,4,10,10,3,10,5,-1,5
3,4,1,4,-1,0,7,10,5,3,5,4,11,3,3,3,4,3,10,2
12,6,5,4,9,7,0,11,5,7,4,2,8,6,4,22,5,8,4,4
6,9,11,3,5,10,11,0,6,13,7,6,2,9,6,3,9,3,10,5
10,2,3,19,2,5,5,6,0,14,5,8,1,7,13,18,7,5,6,7
6,7,10,3,7,3,7,13,14,0,6,13,5,5,6,6,1,10,14,9
6,2,4,3,11,5,4,7,5,6,0,6,4,3,7,0,6,5,6,7
7,4,4,7,5,4,2,6,8,13,6,0,14,8,5,10,9,5,6,5
9,12,5,7,4,11,8,2,1,5,4,14,0,11,2,8,2,16,1,8
5,2,4,4,10,3,6,9,7,5,3,8,11,0,10,8,3,7,6,5
4,3,6,4,10,3,4,6,13,6,7,5,2,10,0,2,3,-1,1,5
4,0,7,11,3,3,22,3,18,6,0,10,8,8,2,0,1,8,4,9
9,2,4,12,10,4,5,9,7,1,6,9,2,3,3,1,0,6,6,6
5,9,8,5,5,3,8,3,5,10,5,5,16,7,-1,8,6,0,10,20
7,3,9,9,-1,10,4,10,6,14,6,6,1,6,1,4,6,10,0,4
3,11,0,5,5,2,4,5,7,9,7,5,8,5,5,9,6,20,4,0
