0,10,3,5,2,4,4,1,2,3,6,10,8,22,6,3,4,2,7,11
10,0,5,4,7,8,9,7,7,2,9,0,2,10,11,11,11,3,10,11
3,5,0,7,4,2,4,9,4,7,3,4,5,5,7,1,7,3,5,5
5,4,7,0,8,6,5,6,4,2,5,11,1,4,8,4,4,2,7,11
2,7,4,8,0,9,1,5,2,7,6,5,4,2,4,7,10,7,8,5
4,8,2,6,9,0,8,7,5,13,3,16,8,3,5,7,-1,3,8,8
4,9,4,5,1,8,0,8,4,4,16,5,5,8,9,6,4,11,4,4
1,7,9,6,5,7,8,0,7,2,5,6,9,11,12,3,3,11,7,3
2,7,4,4,2,5,4,7,0,11,5,6,9,11,7,4,4,7,13,2
3,2,7,2,7,13,4,2,11,0,13,2,6,5,5,4,6,4,3,10
6,9,3,5,6,3,16,5,5,13,0,7,6,7,11,3,3,5,4,10
10,0,4,11,5,16,5,6,6,2,7,0,0,7,13,2,4,10,4,3
8,2,5,1,4,8,5,9,9,6,6,0,0,8,18,5,6,4,6,7
22,10,5,4,2,3,8,11,11,5,7,7,8,0,4,4,5,7,11,5
6,11,7,8,4,5,9,12,7,5,11,13,18,4,0,3,0,9,4,3
3,11,1,4,7,7,6,3,4,4,3,2,5,4,3,0,4,11,8,9
4,11,7,4,10,-1,4,3,4,6,3,4,6,5,0,4,0,14,6,5
2,3,3,2,7,3,11,11,7,4,5,10,4,7,9,11,14,0,5,-2
7,10,5,7,8,8,4,7,13,3,4,4,6,11,4,8,6,5,0,8
11,11,5,11,5,8,4,3,2,10,10,3,7,5,3,9,5,-2,8,0
