i,j,k,I_scaled
0,1,2,-131
0,1,3,-107
0,1,4,-93
0,1,5,-37
0,1,6,-225
0,1,7,22
0,1,8,-206
0,1,9,-126
0,1,10,-110
0,1,11,-85
0,1,12,-109
0,1,13,-105
0,1,14,-98
0,1,15,-92
0,1,16,-86
0,1,17,-83
0,1,18,-179
0,1,19,-46
0,2,3,-105
0,2,4,-140
0,2,5,-48
0,2,6,-192
0,2,7,-19
0,2,8,-206
0,2,9,-179
0,2,10,-154
0,2,11,-137
0,2,12,-100
0,2,13,-139
0,2,14,-90
0,2,15,-152
0,2,16,-98
0,2,17,-121
0,2,18,-172
0,2,19,-147
0,3,4,-42
0,3,5,2
0,3,6,-129
0,3,7,34
0,3,8,-128
0,3,9,-158
0,3,10,-90
0,3,11,-95
0,3,12,-64
0,3,13,-59
0,3,14,-15
0,3,15,-105
0,3,16,-1
0,3,17,-73
0,3,18,-162
0,3,19,-14
0,4,5,-55
0,4,6,-154
0,4,7,-29
0,4,8,-192
0,4,9,-223
0,4,10,-139
0,4,11,-134
0,4,12,-50
0,4,13,-137
0,4,14,-12
0,4,15,-111
0,4,16,-119
0,4,17,-109
0,4,18,-234
0,4,19,-49
0,5,6,-144
0,5,7,73
0,5,8,-122
0,5,9,-118
0,5,10,-43
0,5,11,-43
0,5,12,-53
0,5,13,-89
0,5,14,8
0,5,15,-77
0,5,16,3
0,5,17,-38
0,5,18,-157
0,5,19,11
0,6,7,4
0,6,8,-221
0,6,9,-198
0,6,10,-203
0,6,11,-158
0,6,12,-119
0,6,13,-140
0,6,14,-56
0,6,15,-192
0,6,16,-137
0,6,17,-172
0,6,18,-211
0,6,19,-127
0,7,8,-107
0,7,9,-9
0,7,10,19
0,7,11,-10
0,7,12,13
0,7,13,11
0,7,14,62
0,7,15,32
0,7,16,90
0,7,17,32
0,7,18,-13
0,7,19,53
0,8,9,-262
0,8,10,-235
0,8,11,-166
0,8,12,-146
0,8,13,-202
0,8,14,-138
0,8,15,-199
0,8,16,-139
0,8,17,-159
0,8,18,-207
0,8,19,-125
0,9,10,-154
0,9,11,-183
0,9,12,-102
0,9,13,-150
0,9,14,-59
0,9,15,-156
0,9,16,-143
0,9,17,-118
0,9,18,-237
0,9,19,-176
0,10,11,-88
0,10,12,-27
0,10,13,-101
0,10,14,-48
0,10,15,-101
0,10,16,8
0,10,17,-91
0,10,18,-135
0,10,19,-53
0,11,12,-43
0,11,13,-112
0,11,14,-82
0,11,15,-97
0,11,16,-81
0,11,17,-69
0,11,18,-140
0,11,19,-34
0,12,13,-53
0,12,14,-9
0,12,15,-55
0,12,16,12
0,12,17,-37
0,12,18,-98
0,12,19,32
0,13,14,-11
0,13,15,-84
0,13,16,-116
0,13,17,-105
0,13,18,-165
0,13,19,0
0,14,15,-23
0,14,16,18
0,14,17,-21
0,14,18,-131
0,14,19,-10
0,15,16,-47
0,15,17,-95
0,15,18,-215
0,15,19,-54
0,16,17,-61
0,16,18,-134
0,16,19,11
0,17,18,-150
0,17,19,-6
0,18,19,-155
1,2,3,-241
1,2,4,-241
1,2,5,-158
1,2,6,-318
1,2,7,-149
1,2,8,-248
1,2,9,-241
1,2,10,-248
1,2,11,-226
1,2,12,-234
1,2,13,-234
1,2,14,-246
1,2,15,-236
1,2,16,-272
1,2,17,-213
1,2,18,-234
1,2,19,-156
1,3,4,-145
1,3,5,-106
1,3,6,-256
1,3,7,-105
1,3,8,-247
1,3,9,-201
1,3,10,-278
1,3,11,-249
1,3,12,-139
1,3,13,-239
1,3,14,-109
1,3,15,-256
1,3,16,-139
1,3,17,-267
1,3,18,-249
1,3,19,-95
1,4,5,-112
1,4,6,-299
1,4,7,-143
1,4,8,-225
1,4,9,-309
1,4,10,-217
1,4,11,-218
1,4,12,-150
1,4,13,-200
1,4,14,-143
1,4,15,-255
1,4,16,-216
1,4,17,-217
1,4,18,-326
1,4,19,-73
1,5,6,-224
1,5,7,-58
1,5,8,-161
1,5,9,-138
1,5,10,-159
1,5,11,-120
1,5,12,-93
1,5,13,-158
1,5,14,-88
1,5,15,-104
1,5,16,-116
1,5,17,-105
1,5,18,-175
1,5,19,-46
1,6,7,-174
1,6,8,-315
1,6,9,-279
1,6,10,-289
1,6,11,-308
1,6,12,-279
1,6,13,-277
1,6,14,-198
1,6,15,-298
1,6,16,-267
1,6,17,-277
1,6,18,-294
1,6,19,-241
1,7,8,-174
1,7,9,-84
1,7,10,-126
1,7,11,-171
1,7,12,-91
1,7,13,-100
1,7,14,-73
1,7,15,-118
1,7,16,-35
1,7,17,-124
1,7,18,-117
1,7,19,-37
1,8,9,-294
1,8,10,-342
1,8,11,-220
1,8,12,-265
1,8,13,-233
1,8,14,-212
1,8,15,-263
1,8,16,-247
1,8,17,-231
1,8,18,-269
1,8,19,-171
1,9,10,-256
1,9,11,-300
1,9,12,-152
1,9,13,-233
1,9,14,-98
1,9,15,-209
1,9,16,-206
1,9,17,-251
1,9,18,-206
1,9,19,-132
1,10,11,-214
1,10,12,-159
1,10,13,-202
1,10,14,-157
1,10,15,-231
1,10,16,-216
1,10,17,-254
1,10,18,-235
1,10,19,-96
1,11,12,-154
1,11,13,-208
1,11,14,-237
1,11,15,-247
1,11,16,-256
1,11,17,-239
1,11,18,-222
1,11,19,-72
1,12,13,-130
1,12,14,-140
1,12,15,-209
1,12,16,-127
1,12,17,-188
1,12,18,-156
1,12,19,-18
1,13,14,-125
1,13,15,-200
1,13,16,-229
1,13,17,-217
1,13,18,-226
1,13,19,-70
1,14,15,-163
1,14,16,-140
1,14,17,-128
1,14,18,-158
1,14,19,-90
1,15,16,-162
1,15,17,-212
1,15,18,-293
1,15,19,-111
1,16,17,-213
1,16,18,-228
1,16,19,-94
1,17,18,-273
1,17,19,-65
1,18,19,-150
2,3,4,-164
2,3,5,-89
2,3,6,-292
2,3,7,-151
2,3,8,-228
2,3,9,-216
2,3,10,-249
2,3,11,-270
2,3,12,-142
2,3,13,-209
2,3,14,-173
2,3,15,-238
2,3,16,-151
2,3,17,-184
2,3,18,-224
2,3,19,-172
2,4,5,-136
2,4,6,-245
2,4,7,-239
2,4,8,-268
2,4,9,-269
2,4,10,-258
2,4,11,-264
2,4,12,-165
2,4,13,-201
2,4,14,-170
2,4,15,-250
2,4,16,-220
2,4,17,-212
2,4,18,-337
2,4,19,-179
2,5,6,-204
2,5,7,-82
2,5,8,-207
2,5,9,-126
2,5,10,-187
2,5,11,-190
2,5,12,-127
2,5,13,-155
2,5,14,-115
2,5,15,-152
2,5,16,-141
2,5,17,-140
2,5,18,-206
2,5,19,-97
2,6,7,-188
2,6,8,-267
2,6,9,-224
2,6,10,-262
2,6,11,-229
2,6,12,-258
2,6,13,-243
2,6,14,-184
2,6,15,-266
2,6,16,-285
2,6,17,-215
2,6,18,-238
2,6,19,-276
2,7,8,-232
2,7,9,-168
2,7,10,-193
2,7,11,-292
2,7,12,-126
2,7,13,-140
2,7,14,-163
2,7,15,-189
2,7,16,-69
2,7,17,-158
2,7,18,-140
2,7,19,-148
2,8,9,-320
2,8,10,-360
2,8,11,-265
2,8,12,-240
2,8,13,-273
2,8,14,-217
2,8,15,-293
2,8,16,-228
2,8,17,-254
2,8,18,-245
2,8,19,-242
2,9,10,-262
2,9,11,-319
2,9,12,-158
2,9,13,-236
2,9,14,-192
2,9,15,-251
2,9,16,-210
2,9,17,-243
2,9,18,-244
2,9,19,-228
2,10,11,-259
2,10,12,-214
2,10,13,-252
2,10,14,-181
2,10,15,-250
2,10,16,-216
2,10,17,-231
2,10,18,-273
2,10,19,-222
2,11,12,-189
2,11,13,-256
2,11,14,-294
2,11,15,-277
2,11,16,-292
2,11,17,-255
2,11,18,-275
2,11,19,-219
2,12,13,-172
2,12,14,-175
2,12,15,-221
2,12,16,-145
2,12,17,-166
2,12,18,-146
2,12,19,-100
2,13,14,-183
2,13,15,-253
2,13,16,-260
2,13,17,-201
2,13,18,-240
2,13,19,-176
2,14,15,-235
2,14,16,-155
2,14,17,-170
2,14,18,-241
2,14,19,-194
2,15,16,-175
2,15,17,-242
2,15,18,-255
2,15,19,-261
2,16,17,-174
2,16,18,-232
2,16,19,-181
2,17,18,-231
2,17,19,-180
2,18,19,-222
3,4,5,-11
3,4,6,-160
3,4,7,-64
3,4,8,-174
3,4,9,-220
3,4,10,-162
3,4,11,-164
3,4,12,-18
3,4,13,-161
3,4,14,-30
3,4,15,-109
3,4,16,-110
3,4,17,-152
3,4,18,-247
3,4,19,-13
3,5,6,-111
3,5,7,17
3,5,8,-127
3,5,9,-92
3,5,10,-111
3,5,11,-93
3,5,12,-6
3,5,13,-121
3,5,14,-10
3,5,15,-54
3,5,16,6
3,5,17,-47
3,5,18,-135
3,5,19,11
3,6,7,-70
3,6,8,-210
3,6,9,-212
3,6,10,-205
3,6,11,-171
3,6,12,-125
3,6,13,-161
3,6,14,-43
3,6,15,-207
3,6,16,-125
3,6,17,-155
3,6,18,-203
3,6,19,-143
3,7,8,-127
3,7,9,-103
3,7,10,-92
3,7,11,-132
3,7,12,-7
3,7,13,-60
3,7,14,-12
3,7,15,-79
3,7,16,60
3,7,17,-88
3,7,18,-69
3,7,19,4
3,8,9,-258
3,8,10,-265
3,8,11,-231
3,8,12,-158
3,8,13,-197
3,8,14,-151
3,8,15,-191
3,8,16,-143
3,8,17,-228
3,8,18,-209
3,8,19,-122
3,9,10,-229
3,9,11,-229
3,9,12,-101
3,9,13,-200
3,9,14,-105
3,9,15,-205
3,9,16,-143
3,9,17,-208
3,9,18,-204
3,9,19,-129
3,10,11,-210
3,10,12,-52
3,10,13,-202
3,10,14,-63
3,10,15,-224
3,10,16,-58
3,10,17,-245
3,10,18,-231
3,10,19,-82
3,11,12,-115
3,11,13,-163
3,11,14,-125
3,11,15,-212
3,11,16,-122
3,11,17,-214
3,11,18,-206
3,11,19,-54
3,12,13,-66
3,12,14,-6
3,12,15,-64
3,12,16,-15
3,12,17,-69
3,12,18,-81
3,12,19,59
3,13,14,-68
3,13,15,-166
3,13,16,-130
3,13,17,-239
3,13,18,-238
3,13,19,-59
3,14,15,-33
3,14,16,-9
3,14,17,-42
3,14,18,-118
3,14,19,-8
3,15,16,-84
3,15,17,-147
3,15,18,-232
3,15,19,-53
3,16,17,-52
3,16,18,-151
3,16,19,13
3,17,18,-176
3,17,19,-44
3,18,19,-138
4,5,6,-152
4,5,7,-79
4,5,8,-163
4,5,9,-205
4,5,10,-148
4,5,11,-163
4,5,12,-43
4,5,13,-148
4,5,14,-41
4,5,15,-108
4,5,16,-65
4,5,17,-104
4,5,18,-228
4,5,19,-35
4,6,7,-157
4,6,8,-243
4,6,9,-254
