i,j,k,I_scaled
0,1,2,-88
0,1,3,-4
0,1,4,-192
0,1,5,-111
0,1,6,-122
0,1,7,-53
0,1,8,-129
0,1,9,-51
0,1,10,-107
0,1,11,-52
0,1,12,-22
0,1,13,-101
0,1,14,-152
0,1,15,-103
0,1,16,-132
0,1,17,-11
0,1,18,-33
0,1,19,-120
0,2,3,-58
0,2,4,-210
0,2,5,-80
0,2,6,-75
0,2,7,-56
0,2,8,-172
0,2,9,-40
0,2,10,-107
0,2,11,-28
0,2,12,2
0,2,13,-80
0,2,14,-88
0,2,15,-85
0,2,16,-103
0,2,17,-82
0,2,18,-67
0,2,19,-90
0,3,4,-76
0,3,5,-22
0,3,6,-31
0,3,7,-5
0,3,8,-64
0,3,9,-1
0,3,10,-77
0,3,11,-4
0,3,12,-9
0,3,13,-28
0,3,14,-39
0,3,15,17
0,3,16,-43
0,3,17,-27
0,3,18,-21
0,3,19,15
0,4,5,-186
0,4,6,-216
0,4,7,-136
0,4,8,-222
0,4,9,-110
0,4,10,-174
0,4,11,-109
0,4,12,-64
0,4,13,-156
0,4,14,-225
0,4,15,-137
0,4,16,-144
0,4,17,-114
0,4,18,-109
0,4,19,-203
0,5,6,-93
0,5,7,-65
0,5,8,-180
0,5,9,-19
0,5,10,-88
0,5,11,-50
0,5,12,-12
0,5,13,-37
0,5,14,-113
0,5,15,-87
0,5,16,-110
0,5,17,-44
0,5,18,-57
0,5,19,-111
0,6,7,-41
0,6,8,-138
0,6,9,-12
0,6,10,-93
0,6,11,-14
0,6,12,10
0,6,13,-112
0,6,14,-101
0,6,15,-100
0,6,16,-95
0,6,17,-47
0,6,18,-31
0,6,19,-85
0,7,8,-104
0,7,9,-15
0,7,10,-66
0,7,11,-24
0,7,12,43
0,7,13,-36
0,7,14,-51
0,7,15,-41
0,7,16,-73
0,7,17,-33
0,7,18,-32
0,7,19,-63
0,8,9,-128
0,8,10,-182
0,8,11,-119
0,8,12,-104
0,8,13,-184
0,8,14,-175
0,8,15,-176
0,8,16,-198
0,8,17,-129
0,8,18,-140
0,8,19,-173
0,9,10,-60
0,9,11,-5
0,9,12,0
0,9,13,-22
0,9,14,-12
0,9,15,-64
0,9,16,-48
0,9,17,-20
0,9,18,44
0,9,19,-85
0,10,11,-46
0,10,12,12
0,10,13,-101
0,10,14,-97
0,10,15,-148
0,10,16,-176
0,10,17,-106
0,10,18,-129
0,10,19,-175
0,11,12,4
0,11,13,-22
0,11,14,-5
0,11,15,3
0,11,16,-84
0,11,17,47
0,11,18,-32
0,11,19,-121
0,12,13,-43
0,12,14,34
0,12,15,-75
0,12,16,-17
0,12,17,-6
0,12,18,55
0,12,19,-8
0,13,14,-97
0,13,15,-91
0,13,16,-106
0,13,17,-5
0,13,18,-47
0,13,19,-102
0,14,15,-138
0,14,16,-135
0,14,17,-16
0,14,18,-46
0,14,19,-112
0,15,16,-76
0,15,17,4
0,15,18,-22
0,15,19,-104
0,16,17,-43
0,16,18,-56
0,16,19,-125
0,17,18,50
0,17,19,-127
0,18,19,-39
1,2,3,-74
1,2,4,-231
1,2,5,-170
1,2,6,-234
1,2,7,-76
1,2,8,-223
1,2,9,-154
1,2,10,-221
1,2,11,-91
1,2,12,-52
1,2,13,-227
1,2,14,-223
1,2,15,-213
1,2,16,-205
1,2,17,-150
1,2,18,-115
1,2,19,-226
1,3,4,-83
1,3,5,-66
1,3,6,-99
1,3,7,-15
1,3,8,-80
1,3,9,-29
1,3,10,-155
1,3,11,12
1,3,12,-12
1,3,13,-79
1,3,14,-92
1,3,15,-85
1,3,16,-95
1,3,17,-7
1,3,18,-29
1,3,19,-78
1,4,5,-250
1,4,6,-312
1,4,7,-110
1,4,8,-253
1,4,9,-109
1,4,10,-241
1,4,11,-131
1,4,12,-92
1,4,13,-225
1,4,14,-255
1,4,15,-276
1,4,16,-283
1,4,17,-144
1,4,18,-119
1,4,19,-233
1,5,6,-236
1,5,7,-102
1,5,8,-272
1,5,9,-87
1,5,10,-197
1,5,11,-74
1,5,12,-60
1,5,13,-151
1,5,14,-274
1,5,15,-192
1,5,16,-245
1,5,17,-92
1,5,18,-70
1,5,19,-213
1,6,7,-109
1,6,8,-235
1,6,9,-105
1,6,10,-208
1,6,11,-97
1,6,12,-83
1,6,13,-207
1,6,14,-250
1,6,15,-229
1,6,16,-244
1,6,17,-124
1,6,18,-142
1,6,19,-233
1,7,8,-105
1,7,9,-31
1,7,10,-154
1,7,11,-5
1,7,12,36
1,7,13,-82
1,7,14,-141
1,7,15,-95
1,7,16,-117
1,7,17,-38
1,7,18,-48
1,7,19,-91
1,8,9,-94
