0,5,7,8,8,5,5,3,2,3,3,3,8,6,11,11,3,9,5,6
5,0,5,8,13,6,6,10,6,10,3,5,5,15,2,6,6,6,10,10
7,5,0,15,9,8,4,3,3,7,5,1,2,6,21,6,4,15,17,4
8,8,15,0,4,5,5,7,6,6,10,14,7,7,7,4,3,14,6,16
8,13,9,4,0,8,8,10,3,9,8,2,7,5,5,5,4,4,1,5
5,6,8,5,8,0,2,9,15,6,3,3,11,9,10,12,5,5,3,7
5,6,4,5,8,2,0,0,2,6,5,8,7,10,3,4,3,6,4,15
3,10,3,7,10,9,0,0,8,6,7,10,7,13,8,6,6,8,4,5
2,6,3,6,3,15,2,8,0,16,3,5,6,7,6,3,14,4,6,3
3,10,7,6,9,6,6,6,16,0,6,6,9,9,6,6,21,6,9,2
3,3,5,10,8,3,5,7,3,6,0,4,0,3,13,10,2,7,6,13
3,5,1,14,2,3,8,10,5,6,4,0,6,4,6,6,7,2,2,2
8,5,2,7,7,11,7,7,6,9,0,6,0,8,6,4,1,12,7,14
6,15,6,7,5,9,10,13,7,9,3,4,8,0,9,3,4,4,3,4
11,2,21,7,5,10,3,8,6,6,13,6,6,9,0,2,4,5,6,9
11,6,6,4,5,12,4,6,3,6,10,6,4,3,2,0,3,7,7,4
3,6,4,3,4,5,3,6,14,21,2,7,1,4,4,3,0,7,6,6
9,6,15,14,4,5,6,8,4,6,7,2,12,4,5,7,7,0,16,6
5,10,17,6,1,3,4,4,6,9,6,2,7,3,6,7,6,16,0,5
6,10,4,16,5,7,15,5,3,2,13,2,14,4,9,4,6,6,5,0
