i,j,k,I_scaled
0,1,2,-86
0,1,3,-179
0,1,4,-182
0,1,5,-57
0,1,6,-197
0,1,7,-168
0,1,8,-95
0,1,9,-82
0,1,10,-276
0,1,11,-68
0,1,12,-195
0,1,13,-171
0,1,14,-163
0,1,15,-188
0,1,16,-134
0,1,17,-216
0,1,18,-134
0,1,19,-252
0,2,3,-79
0,2,4,-167
0,2,5,0
0,2,6,-139
0,2,7,-147
0,2,8,-33
0,2,9,1
0,2,10,-211
0,2,11,-14
0,2,12,-146
0,2,13,-67
0,2,14,-164
0,2,15,-86
0,2,16,-64
0,2,17,-194
0,2,18,-70
0,2,19,-218
0,3,4,-196
0,3,5,-148
0,3,6,-282
0,3,7,-180
0,3,8,-93
0,3,9,-123
0,3,10,-246
0,3,11,-54
0,3,12,-189
0,3,13,-167
0,3,14,-203
0,3,15,-172
0,3,16,-85
0,3,17,-237
0,3,18,-188
0,3,19,-230
0,4,5,-156
0,4,6,-231
0,4,7,-227
0,4,8,-195
0,4,9,-167
0,4,10,-383
0,4,11,-103
0,4,12,-251
0,4,13,-206
0,4,14,-213
0,4,15,-186
0,4,16,-158
0,4,17,-249
0,4,18,-123
0,4,19,-335
0,5,6,-67
0,5,7,-46
0,5,8,4
0,5,9,48
0,5,10,-167
0,5,11,-12
0,5,12,-85
0,5,13,-29
0,5,14,-118
0,5,15,-88
0,5,16,19
0,5,17,-86
0,5,18,-48
0,5,19,-117
0,6,7,-207
0,6,8,-135
0,6,9,-81
0,6,10,-279
0,6,11,-133
0,6,12,-236
0,6,13,-198
0,6,14,-245
0,6,15,-187
0,6,16,-163
0,6,17,-268
0,6,18,-169
0,6,19,-244
0,7,8,-152
0,7,9,-89
0,7,10,-336
0,7,11,-133
0,7,12,-210
0,7,13,-194
0,7,14,-197
0,7,15,-197
0,7,16,-176
0,7,17,-253
0,7,18,-177
0,7,19,-280
0,8,9,-17
0,8,10,-228
0,8,11,-22
0,8,12,-100
0,8,13,-121
0,8,14,-142
0,8,15,-51
0,8,16,-77
0,8,17,-141
0,8,18,-69
0,8,19,-159
0,9,10,-95
0,9,11,-29
0,9,12,-135
0,9,13,-57
0,9,14,-118
0,9,15,-58
0,9,16,-52
0,9,17,-103
0,9,18,-43
0,9,19,-130
0,10,11,-152
0,10,12,-268
0,10,13,-248
0,10,14,-252
0,10,15,-351
0,10,16,-231
0,10,17,-320
0,10,18,-177
0,10,19,-349
0,11,12,-141
0,11,13,-62
0,11,14,-81
0,11,15,-47
0,11,16,-12
0,11,17,-127
0,11,18,-27
0,11,19,-113
0,12,13,-203
0,12,14,-229
0,12,15,-221
0,12,16,-159
0,12,17,-272
0,12,18,-180
0,12,19,-279
0,13,14,-185
0,13,15,-169
0,13,16,-137
0,13,17,-257
0,13,18,-165
0,13,19,-274
0,14,15,-190
0,14,16,-159
0,14,17,-248
0,14,18,-133
0,14,19,-243
0,15,16,-224
0,15,17,-222
0,15,18,-103
0,15,19,-204
0,16,17,-158
0,16,18,-101
0,16,19,-176
0,17,18,-153
0,17,19,-334
0,18,19,-202
1,2,3,-84
1,2,4,-161
1,2,5,-55
1,2,6,-151
1,2,7,-158
1,2,8,52
1,2,9,0
1,2,10,-167
1,2,11,-22
1,2,12,-151
1,2,13,-95
1,2,14,-187
1,2,15,-93
1,2,16,-48
1,2,17,-153
1,2,18,-36
1,2,19,-159
1,3,4,-195
1,3,5,-203
1,3,6,-250
1,3,7,-178
1,3,8,-33
1,3,9,-104
1,3,10,-180
1,3,11,-71
1,3,12,-170
1,3,13,-225
1,3,14,-207
1,3,15,-176
1,3,16,-112
1,3,17,-203
1,3,18,-143
1,3,19,-196
1,4,5,-169
1,4,6,-234
1,4,7,-229
1,4,8,-133
1,4,9,-196
1,4,10,-307
1,4,11,-105
1,4,12,-212
1,4,13,-221
1,4,14,-215
1,4,15,-211
1,4,16,-94
1,4,17,-197
1,4,18,-110
1,4,19,-274
1,5,6,-106
1,5,7,-118
1,5,8,65
1,5,9,27
1,5,10,-185
1,5,11,-39
1,5,12,-104
1,5,13,-127
1,5,14,-146
1,5,15,-192
1,5,16,28
1,5,17,-103
1,5,18,-104
1,5,19,-74
1,6,7,-224
1,6,8,-72
1,6,9,-119
1,6,10,-223
1,6,11,-164
1,6,12,-222
1,6,13,-228
1,6,14,-220
1,6,15,-239
1,6,16,-127
1,6,17,-259
1,6,18,-128
1,6,19,-227
1,7,8,-135
1,7,9,-96
1,7,10,-347
1,7,11,-133
1,7,12,-201
1,7,13,-204
1,7,14,-228
1,7,15,-230
1,7,16,-168
1,7,17,-240
1,7,18,-153
1,7,19,-207
1,8,9,49
1,8,10,-129
1,8,11,53
1,8,12,-50
1,8,13,-54
1,8,14,-130
1,8,15,-40
1,8,16,-3
1,8,17,-68
1,8,18,-46
1,8,19,-64
1,9,10,-116
1,9,11,-20
1,9,12,-127
1,9,13,-99
1,9,14,-200
1,9,15,-78
1,9,16,-54
1,9,17,-106
1,9,18,-10
1,9,19,-113
1,10,11,-113
1,10,12,-217
1,10,13,-239
1,10,14,-236
1,10,15,-300
1,10,16,-159
1,10,17,-225
1,10,18,-135
1,10,19,-197
1,11,12,-142
1,11,13,-75
1,11,14,-84
1,11,15,-91
1,11,16,40
1,11,17,-99
1,11,18,-36
1,11,19,-55
1,12,13,-250
1,12,14,-237
1,12,15,-225
1,12,16,-89
1,12,17,-205
1,12,18,-171
1,12,19,-176
1,13,14,-231
1,13,15,-225
1,13,16,-76
1,13,17,-221
1,13,18,-218
1,13,19,-217
1,14,15,-238
1,14,16,-143
1,14,17,-205
1,14,18,-95
1,14,19,-198
1,15,16,-166
1,15,17,-229
1,15,18,-101
1,15,19,-171
1,16,17,-77
1,16,18,-89
1,16,19,-91
1,17,18,-102
1,17,19,-188
1,18,19,-121
2,3,4,-136
2,3,5,-121
2,3,6,-211
2,3,7,-137
2,3,8,-41
2,3,9,-93
2,3,10,-155
2,3,11,-41
2,3,12,-157
2,3,13,-141
2,3,14,-168
2,3,15,-104
2,3,16,-59
2,3,17,-173
2,3,18,-82
2,3,19,-165
2,4,5,-129
2,4,6,-204
2,4,7,-222
2,4,8,-108
2,4,9,-138
2,4,10,-279
2,4,11,-91
2,4,12,-210
2,4,13,-148
2,4,14,-192
2,4,15,-170
2,4,16,-102
2,4,17,-170
2,4,18,-41
2,4,19,-268
2,5,6,-51
2,5,7,-53
2,5,8,81
2,5,9,78
2,5,10,-125
2,5,11,24
2,5,12,-47
2,5,13,-6
2,5,14,-128
2,5,15,-107
2,5,16,77
2,5,17,-30
2,5,18,24
2,5,19,-62
2,6,7,-223
2,6,8,-55
2,6,9,-44
2,6,10,-196
2,6,11,-112
2,6,12,-190
2,6,13,-139
2,6,14,-217
2,6,15,-148
2,6,16,-60
2,6,17,-165
2,6,18,-30
2,6,19,-191
2,7,8,-115
2,7,9,-72
2,7,10,-279
2,7,11,-112
2,7,12,-226
2,7,13,-187
2,7,14,-186
2,7,15,-179
2,7,16,-129
2,7,17,-198
2,7,18,-105
2,7,19,-199
2,8,9,18
2,8,10,-80
2,8,11,23
2,8,12,-62
2,8,13,-14
2,8,14,-102
2,8,15,17
2,8,16,15
2,8,17,-68
2,8,18,47
2,8,19,-27
2,9,10,-69
2,9,11,-11
2,9,12,-130
2,9,13,-12
2,9,14,-135
2,9,15,-11
2,9,16,3
2,9,17,-23
2,9,18,30
2,9,19,-54
2,10,11,-61
2,10,12,-217
2,10,13,-141
2,10,14,-227
2,10,15,-207
2,10,16,-116
2,10,17,-166
2,10,18,-54
2,10,19,-212
2,11,12,-87
2,11,13,-17
2,11,14,-82
2,11,15,-52
2,11,16,36
2,11,17,-28
2,11,18,35
2,11,19,-69
2,12,13,-165
2,12,14,-179
2,12,15,-146
2,12,16,-96
2,12,17,-167
2,12,18,-73
2,12,19,-228
2,13,14,-103
2,13,15,-124
2,13,16,-47
2,13,17,-156
2,13,18,-43
2,13,19,-194
2,14,15,-126
2,14,16,-120
2,14,17,-201
2,14,18,-49
2,14,19,-226
2,15,16,-94
2,15,17,-152
2,15,18,12
2,15,19,-139
2,16,17,-53
2,16,18,14
2,16,19,-77
2,17,18,-37
2,17,19,-228
2,18,19,-86
3,4,5,-211
3,4,6,-266
3,4,7,-192
3,4,8,-127
3,4,9,-174
3,4,10,-276
3,4,11,-79
3,4,12,-198
3,4,13,-210
3,4,14,-209
3,4,15,-195
3,4,16,-92
3,4,17,-219
3,4,18,-120
3,4,19,-245
3,5,6,-258
3,5,7,-162
3,5,8,-64
3,5,9,-69
3,5,10,-224
3,5,11,-96
3,5,12,-146
3,5,13,-184
3,5,14,-208
3,5,15,-268
3,5,16,-12
3,5,17,-191
3,5,18,-141
3,5,19,-183
3,6,7,-270
3,6,8,-133
3,6,9,-180
3,6,10,-240
3,6,11,-186
3,6,12,-250
3,6,13,-297
3,6,14,-263
3,6,15,-248
3,6,16,-159
3,6,17,-234
3,6,18,-195
3,6,19,-260
3,7,8,-148
3,7,9,-138
3,7,10,-279
3,7,11,-114
3,7,12,-201
3,7,13,-193
3,7,14,-224
3,7,15,-206
3,7,16,-161
3,7,17,-215
3,7,18,-195
3,7,19,-206
3,8,9,-17
3,8,10,-115
3,8,11,17
3,8,12,-56
3,8,13,-68
3,8,14,-158
3,8,15,-60
3,8,16,-13
3,8,17,-58
3,8,18,-62
3,8,19,-57
3,9,10,-149
3,9,11,-77
3,9,12,-193
3,9,13,-160
3,9,14,-185
3,9,15,-157
3,9,16,-86
3,9,17,-139
3,9,18,-116
3,9,19,-115
3,10,11,-102
3,10,12,-208
3,10,13,-213
3,10,14,-228
3,10,15,-276
3,10,16,-148
3,10,17,-168
3,10,18,-93
3,10,19,-184
3,11,12,-149
3,11,13,-57
3,11,14,-74
3,11,15,-59
3,11,16,43
3,11,17,-63
3,11,18,-53
3,11,19,-43
3,12,13,-241
3,12,14,-226
3,12,15,-202
3,12,16,-74
3,12,17,-201
3,12,18,-167
3,12,19,-165
3,13,14,-242
3,13,15,-188
3,13,16,-87
3,13,17,-239
3,13,18,-219
3,13,19,-216
3,14,15,-205
3,14,16,-159
3,14,17,-230
3,14,18,-160
3,14,19,-224
3,15,16,-186
3,15,17,-215
3,15,18,-183
3,15,19,-177
3,16,17,-89
3,16,18,-57
3,16,19,-70
3,17,18,-153
3,17,19,-199
3,18,19,-130
4,5,6,-177
4,5,7,-157
4,5,8,-108
4,5,9,-67
4,5,10,-314
4,5,11,-87
4,5,12,-155
4,5,13,-172
4,5,14,-223
4,5,15,-210
4,5,16,-35
4,5,17,-139
4,5,18,-66
4,5,19,-248
4,6,7,-225
4,6,8,-174
4,6,9,-152
4,6,10,-297
4,6,11,-133
4,6,12,-243
4,6,13,-250
4,6,14,-230
4,6,15,-212
4,6,16,-112
4,6,17,-212
4,6,18,-114
4,6,19,-263
4,7,8,-206
4,7,9,-187
4,7,10,-397
4,7,11,-147
4,7,12,-234
4,7,13,-245
4,7,14,-241
4,7,15,-239
4,7,16,-172
4,7,17,-243
4,7,18,-174
4,7,19,-283
4,8,9,-112
4,8,10,-249
4,8,11,-45
4,8,12,-139
4,8,13,-157
4,8,14,-221
4,8,15,-133
4,8,16,-61
4,8,17,-149
4,8,18,-24
4,8,19,-195
4,9,10,-207
4,9,11,-90
4,9,12,-257
4,9,13,-176
4,9,14,-184
4,9,15,-152
4,9,16,-89
4,9,17,-150
4,9,18,-45
4,9,19,-210
4,10,11,-167
4,10,12,-310
4,10,13,-319
4,10,14,-314
4,10,15,-347
4,10,16,-254
4,10,17,-289
4,10,18,-179
4,10,19,-365
4,11,12,-162
4,11,13,-102
4,11,14,-89
4,11,15,-102
4,11,16,18
4,11,17,-113
4,11,18,-44
4,11,19,-175
4,12,13,-222
4,12,14,-241
4,12,15,-230
4,12,16,-109
4,12,17,-202
4,12,18,-143
4,12,19,-323
4,13,14,-238
4,13,15,-252
4,13,16,-109
4,13,17,-232
4,13,18,-169
4,13,19,-299
4,14,15,-219
4,14,16,-163
4,14,17,-207
4,14,18,-81
4,14,19,-330
4,15,16,-180
4,15,17,-227
4,15,18,-105
4,15,19,-298
4,16,17,-94
4,16,18,-41
4,16,19,-174
4,17,18,-100
