i,j,k,I_scaled
0,1,2,-59
0,1,3,-110
0,1,4,6
0,1,5,62
0,1,6,-114
0,1,7,-3
0,1,8,-84
0,1,9,-116
0,1,10,14
0,1,11,-54
0,1,12,79
0,1,13,-3
0,1,14,30
0,1,15,-1
0,1,16,-117
0,1,17,-98
0,1,18,-113
0,1,19,-93
0,2,3,-162
0,2,4,-87
0,2,5,42
0,2,6,-151
0,2,7,-11
0,2,8,-159
0,2,9,-128
0,2,10,-88
0,2,11,-83
0,2,12,37
0,2,13,-124
0,2,14,-25
0,2,15,-30
0,2,16,-131
0,2,17,-127
0,2,18,-149
0,2,19,-141
0,3,4,-54
0,3,5,-15
0,3,6,-184
0,3,7,-139
0,3,8,-202
0,3,9,-168
0,3,10,-95
0,3,11,-167
0,3,12,-43
0,3,13,-150
0,3,14,-106
0,3,15,-117
0,3,16,-177
0,3,17,-198
0,3,18,-218
0,3,19,-189
0,4,5,49
0,4,6,-128
0,4,7,-7
0,4,8,-38
0,4,9,-99
0,4,10,67
0,4,11,5
0,4,12,82
0,4,13,-27
0,4,14,-5
0,4,15,11
0,4,16,-109
0,4,17,-48
0,4,18,-61
0,4,19,-37
0,5,6,-19
0,5,7,22
0,5,8,-57
0,5,9,1
0,5,10,38
0,5,11,68
0,5,12,149
0,5,13,62
0,5,14,28
0,5,15,41
0,5,16,-81
0,5,17,-13
0,5,18,-80
0,5,19,-9
0,6,7,-76
0,6,8,-167
0,6,9,-186
0,6,10,-146
0,6,11,-161
0,6,12,-17
0,6,13,-188
0,6,14,-107
0,6,15,-109
0,6,16,-173
0,6,17,-187
0,6,18,-223
0,6,19,-174
0,7,8,-89
0,7,9,-114
0,7,10,11
0,7,11,-88
0,7,12,18
0,7,13,-37
0,7,14,-28
0,7,15,13
0,7,16,-143
0,7,17,-140
0,7,18,-147
0,7,19,-148
0,8,9,-180
0,8,10,-112
0,8,11,-140
0,8,12,-7
0,8,13,-129
0,8,14,-94
0,8,15,-50
0,8,16,-150
0,8,17,-183
0,8,18,-195
0,8,19,-152
0,9,10,-86
0,9,11,-148
0,9,12,-33
0,9,13,-157
0,9,14,-78
0,9,15,-62
0,9,16,-168
0,9,17,-176
0,9,18,-176
0,9,19,-170
0,10,11,-78
0,10,12,53
0,10,13,-23
0,10,14,3
0,10,15,-4
0,10,16,-144
0,10,17,-115
0,10,18,-135
0,10,19,-28
0,11,12,26
0,11,13,-128
0,11,14,-14
0,11,15,-60
0,11,16,-158
0,11,17,-135
