i,j,k,I_scaled
0,1,2,17
0,1,3,47
0,1,4,43
0,1,5,9
0,1,6,26
0,1,7,8
0,1,8,-124
0,1,9,65
0,1,10,19
0,1,11,0
0,1,12,-102
0,1,13,-69
0,1,14,-108
0,2,3,25
0,2,4,17
0,2,5,58
0,2,6,57
0,2,7,-13
0,2,8,-117
0,2,9,15
0,2,10,0
0,2,11,-13
0,2,12,-120
0,2,13,-132
0,2,14,-127
0,3,4,35
0,3,5,28
0,3,6,35
0,3,7,12
0,3,8,-51
0,3,9,128
0,3,10,34
0,3,11,22
0,3,12,-47
0,3,13,-66
0,3,14,-57
0,4,5,49
0,4,6,81
0,4,7,-29
0,4,8,-123
0,4,9,38
0,4,10,29
0,4,11,7
0,4,12,-120
0,4,13,-49
0,4,14,-45
0,5,6,63
0,5,7,-65
0,5,8,-136
0,5,9,2
0,5,10,15
0,5,11,38
0,5,12,-122
0,5,13,-76
0,5,14,-80
0,6,7,-45
0,6,8,-53
0,6,9,1
0,6,10,0
0,6,11,-25
0,6,12,-117
0,6,13,-62
0,6,14,-51
0,7,8,-156
0,7,9,-24
0,7,10,-26
0,7,11,-24
0,7,12,-73
0,7,13,-79
0,7,14,-167
0,8,9,-101
0,8,10,-127
0,8,11,-146
0,8,12,-195
0,8,13,-206
0,8,14,-220
0,9,10,17
0,9,11,19
0,9,12,-97
0,9,13,-22
0,9,14,-99
0,10,11,-2
0,10,12,-94
0,10,13,-100
0,10,14,-125
0,11,12,-99
0,11,13,-95
0,11,14,-206
0,12,13,-189
0,12,14,-182
0,13,14,-195
1,2,3,-13
1,2,4,-3
1,2,5,33
1,2,6,12
1,2,7,-34
1,2,8,-116
1,2,9,47
1,2,10,-13
1,2,11,-29
1,2,12,-187
1,2,13,-59
1,2,14,-142
1,3,4,15
1,3,5,-27
1,3,6,28
1,3,7,5
1,3,8,-107
1,3,9,120
1,3,10,-13
1,3,11,-42
1,3,12,-50
1,3,13,-44
1,3,14,-107
1,4,5,-19
1,4,6,78
1,4,7,-43
1,4,8,-124
1,4,9,72
1,4,10,-49
1,4,11,13
1,4,12,-129
1,4,13,-15
1,4,14,-89
1,5,6,62
1,5,7,-40
1,5,8,-148
1,5,9,56
1,5,10,-5
1,5,11,-55
1,5,12,-139
1,5,13,-16
1,5,14,-74
1,6,7,-32
1,6,8,-45
1,6,9,55
1,6,10,3
1,6,11,-49
1,6,12,-117
1,6,13,1
1,6,14,-76
1,7,8,-134
1,7,9,32
1,7,10,-20
1,7,11,-51
1,7,12,-77
1,7,13,-42
1,7,14,-217
1,8,9,-75
1,8,10,-123
1,8,11,-164
1,8,12,-219
1,8,13,-165
1,8,14,-237
1,9,10,57
1,9,11,50
1,9,12,-53
1,9,13,38
1,9,14,-61
1,10,11,-40
1,10,12,-134
1,10,13,-56
1,10,14,-152
1,11,12,-166
1,11,13,-80
1,11,14,-232
1,12,13,-129
1,12,14,-190
1,13,14,-132
2,3,4,4
2,3,5,53
2,3,6,9
2,3,7,6
2,3,8,-97
2,3,9,81
2,3,10,6
2,3,11,-76
2,3,12,-82
2,3,13,-93
2,3,14,-102
2,4,5,64
2,4,6,53
2,4,7,-25
2,4,8,-128
2,4,9,25
2,4,10,3
2,4,11,6
2,4,12,-140
2,4,13,-56
2,4,14,-87
2,5,6,110
2,5,7,75
2,5,8,-87
2,5,9,52
2,5,10,66
2,5,11,36
2,5,12,-97
2,5,13,-35
2,5,14,-38
2,6,7,7
2,6,8,-46
2,6,9,0
2,6,10,17
2,6,11,-120
2,6,12,-146
2,6,13,-43
2,6,14,-77
2,7,8,-163
2,7,9,-19
2,7,10,17
2,7,11,-47
2,7,12,-98
2,7,13,-81
2,7,14,-167
2,8,9,-108
2,8,10,-126
2,8,11,-164
2,8,12,-236
2,8,13,-240
2,8,14,-236
2,9,10,-11
2,9,11,-5
2,9,12,-149
2,9,13,-61
2,9,14,-120
2,10,11,-37
2,10,12,-127
2,10,13,-141
2,10,14,-133
2,11,12,-123
2,11,13,-154
2,11,14,-262
2,12,13,-214
2,12,14,-227
2,13,14,-209
3,4,5,-17
3,4,6,68
3,4,7,-38
3,4,8,-105
3,4,9,108
3,4,10,15
3,4,11,-52
3,4,12,-97
3,4,13,-53
3,4,14,-51
3,5,6,69
3,5,7,-3
3,5,8,-71
3,5,9,82
3,5,10,-12
3,5,11,-18
3,5,12,-73
3,5,13,-21
3,5,14,0
3,6,7,22
3,6,8,7
3,6,9,102
3,6,10,17
3,6,11,-97
3,6,12,-43
3,6,13,-46
3,6,14,-40
3,7,8,-116
3,7,9,102
3,7,10,18
3,7,11,-11
3,7,12,0
3,7,13,3
3,7,14,-70
3,8,9,-5
3,8,10,-57
3,8,11,-88
3,8,12,-109
3,8,13,-108
3,8,14,-123
3,9,10,104
3,9,11,87
3,9,12,-13
3,9,13,54
3,9,14,-10
3,10,11,-14
3,10,12,-51
3,10,13,-67
3,10,14,-70
3,11,12,-82
3,11,13,-76
3,11,14,-195
3,12,13,-73
