i,j,k,I_scaled
0,1,2,-214
0,1,3,-324
0,1,4,-157
0,1,5,-354
0,1,6,-234
0,1,7,-149
0,1,8,-214
0,1,9,-323
0,1,10,-239
0,1,11,-213
0,1,12,-197
0,1,13,-236
0,1,14,-180
0,1,15,-178
0,1,16,-262
0,1,17,-206
0,1,18,-183
0,1,19,-122
0,2,3,-327
0,2,4,-102
0,2,5,-296
0,2,6,-219
0,2,7,-255
0,2,8,-232
0,2,9,-316
0,2,10,-216
0,2,11,-221
0,2,12,-239
0,2,13,-252
0,2,14,-192
0,2,15,-242
0,2,16,-300
0,2,17,-280
0,2,18,-159
0,2,19,-127
0,3,4,-214
0,3,5,-320
0,3,6,-298
0,3,7,-232
0,3,8,-379
0,3,9,-357
0,3,10,-295
0,3,11,-332
0,3,12,-344
0,3,13,-351
0,3,14,-285
0,3,15,-292
0,3,16,-330
0,3,17,-353
0,3,18,-265
0,3,19,-205
0,4,5,-181
0,4,6,-54
0,4,7,-111
0,4,8,-165
0,4,9,-199
0,4,10,-75
0,4,11,-151
0,4,12,-65
0,4,13,-161
0,4,14,-144
0,4,15,-88
0,4,16,-111
0,4,17,-118
0,4,18,-90
0,4,19,-35
0,5,6,-272
0,5,7,-252
0,5,8,-338
0,5,9,-361
0,5,10,-242
0,5,11,-354
0,5,12,-265
0,5,13,-322
0,5,14,-243
0,5,15,-280
0,5,16,-366
0,5,17,-350
0,5,18,-194
0,5,19,-245
0,6,7,-208
0,6,8,-303
0,6,9,-362
0,6,10,-225
0,6,11,-214
0,6,12,-194
0,6,13,-213
0,6,14,-183
0,6,15,-217
0,6,16,-283
0,6,17,-214
0,6,18,-147
0,6,19,-110
0,7,8,-157
0,7,9,-261
0,7,10,-138
0,7,11,-158
0,7,12,-117
0,7,13,-160
0,7,14,-144
0,7,15,-150
0,7,16,-172
0,7,17,-136
0,7,18,-149
0,7,19,-112
0,8,9,-304
0,8,10,-188
0,8,11,-286
0,8,12,-220
0,8,13,-250
0,8,14,-192
0,8,15,-259
0,8,16,-275
0,8,17,-308
0,8,18,-219
0,8,19,-238
0,9,10,-280
0,9,11,-298
0,9,12,-279
0,9,13,-308
0,9,14,-330
0,9,15,-313
0,9,16,-363
0,9,17,-318
0,9,18,-268
0,9,19,-223
0,10,11,-219
0,10,12,-143
0,10,13,-243
0,10,14,-209
0,10,15,-111
0,10,16,-244
0,10,17,-154
0,10,18,-146
0,10,19,-124
0,11,12,-221
0,11,13,-208
0,11,14,-187
0,11,15,-192
0,11,16,-265
0,11,17,-226
0,11,18,-249
0,11,19,-149
0,12,13,-237
0,12,14,-171
0,12,15,-195
0,12,16,-302
0,12,17,-239
0,12,18,-148
0,12,19,-124
0,13,14,-220
0,13,15,-231
0,13,16,-248
0,13,17,-288
0,13,18,-197
0,13,19,-153
0,14,15,-204
0,14,16,-235
0,14,17,-191
0,14,18,-106
0,14,19,-191
0,15,16,-325
0,15,17,-229
0,15,18,-208
0,15,19,-117
0,16,17,-309
0,16,18,-246
0,16,19,-192
0,17,18,-196
0,17,19,-189
0,18,19,-125
1,2,3,-249
1,2,4,-156
1,2,5,-308
1,2,6,-231
1,2,7,-162
1,2,8,-226
1,2,9,-230
1,2,10,-238
1,2,11,-212
1,2,12,-230
1,2,13,-220
1,2,14,-202
1,2,15,-209
1,2,16,-229
1,2,17,-236
1,2,18,-139
1,2,19,-99
1,3,4,-194
1,3,5,-286
1,3,6,-211
1,3,7,-84
1,3,8,-324
1,3,9,-224
1,3,10,-231
1,3,11,-225
1,3,12,-228
1,3,13,-239
1,3,14,-194
1,3,15,-199
1,3,16,-212
1,3,17,-222
1,3,18,-188
1,3,19,-74
1,4,5,-253
1,4,6,-161
1,4,7,-61
1,4,8,-235
1,4,9,-205
1,4,10,-122
1,4,11,-183
1,4,12,-141
1,4,13,-208
1,4,14,-213
1,4,15,-154
1,4,16,-154
1,4,17,-160
1,4,18,-132
1,4,19,-52
1,5,6,-285
1,5,7,-215
1,5,8,-326
1,5,9,-310
1,5,10,-265
1,5,11,-348
1,5,12,-286
1,5,13,-309
1,5,14,-301
1,5,15,-280
1,5,16,-287
1,5,17,-309
1,5,18,-220
1,5,19,-177
1,6,7,-147
1,6,8,-270
1,6,9,-272
1,6,10,-240
1,6,11,-220
1,6,12,-207
1,6,13,-231
1,6,14,-203
1,6,15,-202
1,6,16,-227
1,6,17,-237
1,6,18,-166
1,6,19,-83
1,7,8,-98
1,7,9,-130
1,7,10,-104
1,7,11,-76
1,7,12,-75
1,7,13,-82
1,7,14,-106
1,7,15,-94
1,7,16,-87
1,7,17,-98
1,7,18,-62
1,7,19,-16
1,8,9,-212
1,8,10,-232
1,8,11,-311
1,8,12,-228
1,8,13,-232
1,8,14,-198
1,8,15,-217
1,8,16,-212
1,8,17,-334
1,8,18,-175
1,8,19,-163
1,9,10,-178
1,9,11,-209
1,9,12,-243
1,9,13,-211
1,9,14,-319
1,9,15,-204
1,9,16,-201
1,9,17,-271
1,9,18,-205
1,9,19,-97
1,10,11,-203
1,10,12,-143
1,10,13,-209
1,10,14,-187
1,10,15,-158
1,10,16,-224
1,10,17,-188
1,10,18,-114
1,10,19,-108
1,11,12,-220
1,11,13,-229
1,11,14,-214
1,11,15,-178
1,11,16,-206
1,11,17,-193
1,11,18,-203
1,11,19,-94
1,12,13,-287
1,12,14,-199
1,12,15,-203
1,12,16,-211
1,12,17,-212
1,12,18,-128
1,12,19,-58
1,13,14,-203
1,13,15,-226
1,13,16,-194
1,13,17,-229
1,13,18,-218
1,13,19,-88
1,14,15,-162
1,14,16,-177
1,14,17,-183
1,14,18,-147
1,14,19,-133
1,15,16,-207
1,15,17,-207
1,15,18,-191
1,15,19,-42
1,16,17,-213
1,16,18,-208
1,16,19,-95
1,17,18,-156
1,17,19,-89
1,18,19,-79
2,3,4,-146
2,3,5,-249
2,3,6,-239
2,3,7,-175
2,3,8,-323
2,3,9,-232
2,3,10,-234
2,3,11,-240
2,3,12,-308
2,3,13,-250
2,3,14,-251
2,3,15,-332
2,3,16,-240
2,3,17,-268
2,3,18,-137
2,3,19,-101
2,4,5,-173
2,4,6,-120
2,4,7,-89
2,4,8,-173
2,4,9,-187
2,4,10,-80
2,4,11,-185
2,4,12,-103
2,4,13,-193
2,4,14,-124
2,4,15,-132
2,4,16,-113
2,4,17,-159
2,4,18,-10
2,4,19,-17
2,5,6,-229
2,5,7,-179
2,5,8,-272
2,5,9,-246
2,5,10,-235
2,5,11,-268
2,5,12,-240
2,5,13,-264
2,5,14,-206
2,5,15,-251
2,5,16,-226
2,5,17,-278
2,5,18,-120
2,5,19,-167
2,6,7,-215
2,6,8,-311
2,6,9,-323
2,6,10,-240
2,6,11,-219
2,6,12,-289
2,6,13,-251
2,6,14,-180
2,6,15,-240
2,6,16,-236
2,6,17,-296
2,6,18,-105
2,6,19,-94
2,7,8,-138
2,7,9,-187
2,7,10,-102
2,7,11,-122
2,7,12,-149
2,7,13,-158
2,7,14,-144
2,7,15,-167
2,7,16,-170
2,7,17,-160
2,7,18,-68
2,7,19,-84
2,8,9,-225
2,8,10,-208
2,8,11,-252
2,8,12,-273
2,8,13,-304
2,8,14,-200
2,8,15,-240
2,8,16,-242
2,8,17,-360
2,8,18,-176
2,8,19,-177
2,9,10,-209
2,9,11,-220
2,9,12,-253
2,9,13,-247
2,9,14,-258
2,9,15,-254
2,9,16,-230
2,9,17,-284
2,9,18,-188
2,9,19,-72
2,10,11,-221
2,10,12,-176
2,10,13,-214
2,10,14,-178
2,10,15,-192
2,10,16,-224
2,10,17,-179
2,10,18,-73
2,10,19,-86
2,11,12,-269
2,11,13,-195
2,11,14,-213
2,11,15,-225
2,11,16,-219
2,11,17,-232
2,11,18,-164
2,11,19,-82
2,12,13,-294
2,12,14,-253
2,12,15,-280
2,12,16,-281
2,12,17,-249
2,12,18,-135
2,12,19,-98
2,13,14,-246
2,13,15,-226
2,13,16,-243
2,13,17,-266
2,13,18,-175
2,13,19,-92
2,14,15,-204
2,14,16,-206
2,14,17,-208
2,14,18,-94
2,14,19,-106
2,15,16,-242
2,15,17,-248
2,15,18,-216
2,15,19,-95
2,16,17,-255
2,16,18,-174
2,16,19,-90
2,17,18,-166
2,17,19,-116
2,18,19,-24
3,4,5,-209
3,4,6,-139
3,4,7,-97
3,4,8,-321
3,4,9,-220
3,4,10,-145
3,4,11,-262
3,4,12,-187
3,4,13,-267
3,4,14,-201
3,4,15,-179
3,4,16,-165
3,4,17,-178
3,4,18,-137
3,4,19,-84
3,5,6,-226
3,5,7,-120
3,5,8,-322
3,5,9,-236
3,5,10,-210
3,5,11,-291
3,5,12,-237
3,5,13,-256
3,5,14,-211
3,5,15,-209
3,5,16,-247
3,5,17,-293
3,5,18,-136
3,5,19,-169
3,6,7,-149
3,6,8,-321
3,6,9,-295
3,6,10,-229
3,6,11,-219
3,6,12,-217
3,6,13,-210
3,6,14,-210
3,6,15,-259
3,6,16,-224
3,6,17,-228
3,6,18,-187
3,6,19,-84
3,7,8,-119
3,7,9,-118
