i,j,k,I_scaled
0,1,2,-184
0,1,3,-63
0,1,4,-200
0,1,5,-75
0,1,6,-230
0,1,7,-217
0,1,8,-76
0,1,9,-182
0,1,10,-103
0,1,11,-238
0,1,12,-41
0,1,13,-185
0,1,14,-63
0,1,15,-53
0,1,16,-206
0,1,17,-274
0,1,18,-225
0,1,19,-219
0,2,3,40
0,2,4,-90
0,2,5,-40
0,2,6,-94
0,2,7,-193
0,2,8,22
0,2,9,-101
0,2,10,-34
0,2,11,-137
0,2,12,-1
0,2,13,-94
0,2,14,-35
0,2,15,-6
0,2,16,-220
0,2,17,-191
0,2,18,-102
0,2,19,-118
0,3,4,-163
0,3,5,52
0,3,6,-120
0,3,7,-175
0,3,8,28
0,3,9,-82
0,3,10,-29
0,3,11,-176
0,3,12,38
0,3,13,-76
0,3,14,70
0,3,15,53
0,3,16,-162
0,3,17,-52
0,3,18,-80
0,3,19,-73
0,4,5,-166
0,4,6,-319
0,4,7,-245
0,4,8,-170
0,4,9,-225
0,4,10,-172
0,4,11,-238
0,4,12,-141
0,4,13,-226
0,4,14,-82
0,4,15,-144
0,4,16,-219
0,4,17,-231
0,4,18,-279
0,4,19,-343
0,5,6,-99
0,5,7,-135
0,5,8,-50
0,5,9,-84
0,5,10,40
0,5,11,-99
0,5,12,6
0,5,13,-78
0,5,14,-20
0,5,15,53
0,5,16,-77
0,5,17,-130
0,5,18,-73
0,5,19,-69
0,6,7,-292
0,6,8,-123
0,6,9,-231
0,6,10,-130
0,6,11,-284
0,6,12,-174
0,6,13,-223
0,6,14,-107
0,6,15,-70
0,6,16,-244
0,6,17,-259
0,6,18,-231
0,6,19,-281
0,7,8,-151
0,7,9,-321
0,7,10,-154
0,7,11,-275
0,7,12,-51
0,7,13,-218
0,7,14,-186
0,7,15,-160
0,7,16,-287
0,7,17,-224
0,7,18,-228
0,7,19,-219
0,8,9,-106
0,8,10,-43
0,8,11,-153
0,8,12,-13
0,8,13,-94
0,8,14,-11
0,8,15,39
0,8,16,-108
0,8,17,-174
0,8,18,-87
0,8,19,-154
0,9,10,-151
0,9,11,-195
0,9,12,-59
0,9,13,-210
0,9,14,-69
0,9,15,-153
0,9,16,-220
0,9,17,-227
0,9,18,-236
0,9,19,-242
0,10,11,-167
0,10,12,-9
0,10,13,-189
0,10,14,-28
0,10,15,10
0,10,16,-126
0,10,17,-237
0,10,18,-97
0,10,19,-119
0,11,12,-73
0,11,13,-266
0,11,14,-53
0,11,15,-65
0,11,16,-212
0,11,17,-228
0,11,18,-270
0,11,19,-220
0,12,13,-109
0,12,14,-20
0,12,15,1
0,12,16,-145
0,12,17,-58
0,12,18,-113
0,12,19,-156
0,13,14,-72
0,13,15,-135
0,13,16,-288
0,13,17,-224
0,13,18,-227
0,13,19,-234
0,14,15,-4
0,14,16,-197
0,14,17,-204
0,14,18,-88
0,14,19,-84
0,15,16,-86
0,15,17,-89
0,15,18,-68
0,15,19,-131
0,16,17,-300
0,16,18,-214
0,16,19,-208
0,17,18,-214
0,17,19,-191
0,18,19,-270
1,2,3,16
1,2,4,-198
1,2,5,-118
1,2,6,-164
1,2,7,-206
1,2,8,-34
1,2,9,-109
1,2,10,-91
1,2,11,-147
1,2,12,-36
1,2,13,-159
1,2,14,-49
1,2,15,-80
1,2,16,-250
1,2,17,-284
