i,j,k,I_scaled
0,1,2,-210
0,1,3,-223
0,1,4,-239
0,1,5,-223
0,1,6,-87
0,1,7,-247
0,1,8,-251
0,1,9,-115
0,1,10,-169
0,1,11,-189
0,1,12,-237
0,1,13,-248
0,1,14,-176
0,1,15,-320
0,1,16,-240
0,1,17,-257
0,1,18,-272
0,1,19,-190
0,2,3,-260
0,2,4,-238
0,2,5,-182
0,2,6,-46
0,2,7,-218
0,2,8,-212
0,2,9,-76
0,2,10,-101
0,2,11,-210
0,2,12,-228
0,2,13,-201
0,2,14,-224
0,2,15,-292
0,2,16,-206
0,2,17,-224
0,2,18,-200
0,2,19,-229
0,3,4,-227
0,3,5,-224
0,3,6,-80
0,3,7,-224
0,3,8,-195
0,3,9,-78
0,3,10,-112
0,3,11,-121
0,3,12,-224
0,3,13,-222
0,3,14,-204
0,3,15,-274
0,3,16,-222
0,3,17,-181
0,3,18,-228
0,3,19,-142
0,4,5,-190
0,4,6,-72
0,4,7,-215
0,4,8,-216
0,4,9,-107
0,4,10,-132
0,4,11,-178
0,4,12,-236
0,4,13,-211
0,4,14,-168
0,4,15,-279
0,4,16,-221
0,4,17,-234
0,4,18,-248
0,4,19,-149
0,5,6,-51
0,5,7,-237
0,5,8,-236
0,5,9,-98
0,5,10,-103
0,5,11,-128
0,5,12,-145
0,5,13,-187
0,5,14,-90
0,5,15,-276
0,5,16,-153
0,5,17,-223
0,5,18,-230
0,5,19,-122
0,6,7,-95
0,6,8,-81
0,6,9,61
0,6,10,90
0,6,11,-17
0,6,12,-73
0,6,13,-19
0,6,14,-36
0,6,15,-172
0,6,16,-18
0,6,17,-77
0,6,18,-61
0,6,19,-44
0,7,8,-213
0,7,9,-158
0,7,10,-134
0,7,11,-137
0,7,12,-173
0,7,13,-200
0,7,14,-199
0,7,15,-285
0,7,16,-213
0,7,17,-196
0,7,18,-224
0,7,19,-200
0,8,9,-94
0,8,10,-103
0,8,11,-140
0,8,12,-246
0,8,13,-210
0,8,14,-190
0,8,15,-323
0,8,16,-206
0,8,17,-197
0,8,18,-220
0,8,19,-230
0,9,10,30
0,9,11,-53
0,9,12,-169
0,9,13,-146
0,9,14,-71
0,9,15,-192
0,9,16,-103
0,9,17,-164
0,9,18,-152
0,9,19,-90
0,10,11,-65
0,10,12,-81
0,10,13,-100
0,10,14,-60
0,10,15,-148
0,10,16,-105
0,10,17,-103
0,10,18,-113
0,10,19,-56
0,11,12,-174
0,11,13,-188
0,11,14,-126
0,11,15,-257
0,11,16,-189
0,11,17,-181
0,11,18,-237
0,11,19,-109
0,12,13,-213
0,12,14,-162
0,12,15,-282
0,12,16,-222
0,12,17,-265
0,12,18,-227
0,12,19,-210
0,13,14,-167
0,13,15,-275
0,13,16,-186
0,13,17,-266
0,13,18,-256
0,13,19,-204
0,14,15,-183
0,14,16,-162
0,14,17,-164
0,14,18,-207
0,14,19,-113
0,15,16,-322
0,15,17,-253
0,15,18,-290
0,15,19,-220
0,16,17,-191
0,16,18,-187
0,16,19,-133
0,17,18,-233
0,17,19,-167
0,18,19,-215
1,2,3,-265
1,2,4,-233
1,2,5,-138
1,2,6,-57
1,2,7,-210
1,2,8,-216
1,2,9,-54
1,2,10,-92
1,2,11,-114
1,2,12,-208
1,2,13,-204
1,2,14,-162
1,2,15,-236
1,2,16,-195
1,2,17,-222
1,2,18,-216
1,2,19,-169
1,3,4,-216
1,3,5,-149
1,3,6,-86
1,3,7,-260
1,3,8,-229
1,3,9,-81
1,3,10,-133
1,3,11,-80
1,3,12,-220
1,3,13,-232
1,3,14,-153
1,3,15,-205
1,3,16,-240
1,3,17,-225
1,3,18,-248
1,3,19,-105
1,4,5,-87
1,4,6,-63
1,4,7,-201
1,4,8,-210
1,4,9,-71
1,4,10,-131
1,4,11,-121
1,4,12,-245
1,4,13,-218
1,4,14,-70
1,4,15,-229
1,4,16,-188
1,4,17,-228
1,4,18,-210
1,4,19,-67
1,5,6,-63
1,5,7,-170
1,5,8,-192
1,5,9,-30
1,5,10,-55
1,5,11,-15
1,5,12,-102
1,5,13,-154
1,5,14,-13
1,5,15,-222
1,5,16,-129
1,5,17,-212
1,5,18,-216
1,5,19,-64
1,6,7,-73
1,6,8,-84
1,6,9,72
1,6,10,33
