i,j,k,I_scaled
0,1,2,-236
0,1,3,-281
0,1,4,-93
0,1,5,-222
0,1,6,-385
0,1,7,-73
0,1,8,-248
0,1,9,-206
0,1,10,-304
0,1,11,-214
0,1,12,-108
0,1,13,-249
0,1,14,-223
0,1,15,-244
0,1,16,-142
0,1,17,-149
0,1,18,-325
0,1,19,-254
0,2,3,-263
0,2,4,-89
0,2,5,-153
0,2,6,-276
0,2,7,-92
0,2,8,-224
0,2,9,-220
0,2,10,-335
0,2,11,-217
0,2,12,-164
0,2,13,-258
0,2,14,-223
0,2,15,-215
0,2,16,-141
0,2,17,-108
0,2,18,-288
0,2,19,-237
0,3,4,-182
0,3,5,-256
0,3,6,-418
0,3,7,-116
0,3,8,-243
0,3,9,-285
0,3,10,-306
0,3,11,-274
0,3,12,-181
0,3,13,-317
0,3,14,-268
0,3,15,-242
0,3,16,-164
0,3,17,-181
0,3,18,-341
0,3,19,-311
0,4,5,-107
0,4,6,-232
0,4,7,32
0,4,8,-113
0,4,9,-78
0,4,10,-154
0,4,11,-82
0,4,12,-83
0,4,13,-123
0,4,14,-102
0,4,15,-100
0,4,16,-18
0,4,17,25
0,4,18,-227
0,4,19,-108
0,5,6,-216
0,5,7,-92
0,5,8,-184
0,5,9,-137
0,5,10,-272
0,5,11,-196
0,5,12,-133
0,5,13,-172
0,5,14,-174
0,5,15,-194
0,5,16,-99
0,5,17,-88
0,5,18,-281
0,5,19,-217
0,6,7,-120
0,6,8,-288
0,6,9,-291
0,6,10,-347
0,6,11,-416
0,6,12,-229
0,6,13,-288
0,6,14,-296
0,6,15,-305
0,6,16,-149
0,6,17,-167
0,6,18,-307
0,6,19,-320
0,7,8,-80
0,7,9,-141
0,7,10,-169
0,7,11,-98
0,7,12,-86
0,7,13,-97
0,7,14,-88
0,7,15,-110
0,7,16,-52
0,7,17,-45
0,7,18,-174
0,7,19,-105
0,8,9,-214
0,8,10,-271
0,8,11,-243
0,8,12,-156
0,8,13,-230
0,8,14,-224
0,8,15,-256
0,8,16,-86
0,8,17,-113
0,8,18,-290
0,8,19,-277
0,9,10,-281
0,9,11,-211
0,9,12,-141
0,9,13,-284
0,9,14,-214
0,9,15,-241
0,9,16,-81
0,9,17,-101
0,9,18,-258
0,9,19,-229
0,10,11,-301
0,10,12,-195
0,10,13,-322
0,10,14,-301
0,10,15,-294
0,10,16,-221
0,10,17,-171
0,10,18,-383
0,10,19,-295
0,11,12,-212
0,11,13,-247
0,11,14,-194
0,11,15,-282
0,11,16,-85
0,11,17,-107
0,11,18,-287
0,11,19,-234
0,12,13,-163
0,12,14,-248
0,12,15,-156
0,12,16,-91
0,12,17,-77
0,12,18,-203
0,12,19,-159
0,13,14,-240
0,13,15,-241
0,13,16,-90
0,13,17,-102
0,13,18,-354
0,13,19,-290
0,14,15,-240
0,14,16,-89
0,14,17,-78
0,14,18,-343
0,14,19,-241
0,15,16,-51
0,15,17,-76
0,15,18,-319
0,15,19,-247
0,16,17,-47
0,16,18,-172
0,16,19,-118
0,17,18,-188
0,17,19,-111
0,18,19,-320
1,2,3,-209
1,2,4,-74
1,2,5,-152
1,2,6,-306
1,2,7,-47
1,2,8,-206
1,2,9,-202
1,2,10,-288
1,2,11,-187
1,2,12,-63
1,2,13,-183
1,2,14,-186
1,2,15,-203
1,2,16,-184
1,2,17,-162
1,2,18,-202
1,2,19,-197
1,3,4,-145
1,3,5,-246
1,3,6,-399
1,3,7,-87
1,3,8,-214
1,3,9,-224
1,3,10,-235
1,3,11,-217
1,3,12,-89
1,3,13,-217
1,3,14,-206
1,3,15,-178
1,3,16,-133
1,3,17,-220
1,3,18,-213
1,3,19,-285
1,4,5,-104
1,4,6,-268
1,4,7,14
1,4,8,-89
1,4,9,-48
1,4,10,-141
1,4,11,-97
1,4,12,-17
1,4,13,-87
1,4,14,-100
1,4,15,-80
1,4,16,-29
1,4,17,-27
1,4,18,-161
1,4,19,-94
1,5,6,-209
1,5,7,-51
1,5,8,-146
1,5,9,-105
1,5,10,-202
1,5,11,-186
1,5,12,-56
1,5,13,-192
1,5,14,-151
1,5,15,-243
