i,j,k,I_scaled
0,1,2,-216
0,1,3,-211
0,1,4,-67
0,1,5,-228
0,1,6,-71
0,1,7,-221
0,1,8,-48
0,1,9,-253
0,1,10,-91
0,1,11,-165
0,1,12,-257
0,1,13,-214
0,1,14,-205
0,1,15,-168
0,1,16,-80
0,1,17,-60
0,1,18,-169
0,1,19,-225
0,2,3,-232
0,2,4,-178
0,2,5,-255
0,2,6,-201
0,2,7,-216
0,2,8,-134
0,2,9,-198
0,2,10,-81
0,2,11,-157
0,2,12,-296
0,2,13,-191
0,2,14,-211
0,2,15,-295
0,2,16,-203
0,2,17,-81
0,2,18,-202
0,2,19,-204
0,3,4,-93
0,3,5,-212
0,3,6,-194
0,3,7,-209
0,3,8,-91
0,3,9,-244
0,3,10,-121
0,3,11,-191
0,3,12,-291
0,3,13,-225
0,3,14,-189
0,3,15,-234
0,3,16,-165
0,3,17,-169
0,3,18,-215
0,3,19,-224
0,4,5,-153
0,4,6,-77
0,4,7,-163
0,4,8,-57
0,4,9,-116
0,4,10,-45
0,4,11,-141
0,4,12,-102
0,4,13,-93
0,4,14,-163
0,4,15,-117
0,4,16,-67
0,4,17,-42
0,4,18,-146
0,4,19,-137
0,5,6,-183
0,5,7,-266
0,5,8,-88
0,5,9,-224
0,5,10,-118
0,5,11,-195
0,5,12,-240
0,5,13,-245
0,5,14,-204
0,5,15,-250
0,5,16,-122
0,5,17,-201
0,5,18,-223
0,5,19,-233
0,6,7,-157
0,6,8,-83
0,6,9,-128
0,6,10,-65
0,6,11,-144
0,6,12,-129
0,6,13,-158
0,6,14,-181
0,6,15,-178
0,6,16,-91
0,6,17,-61
0,6,18,-137
0,6,19,-235
0,7,8,-89
0,7,9,-222
0,7,10,-80
0,7,11,-197
0,7,12,-210
0,7,13,-273
0,7,14,-192
0,7,15,-322
0,7,16,-83
0,7,17,-75
0,7,18,-220
0,7,19,-232
0,8,9,-89
0,8,10,35
0,8,11,-68
0,8,12,-96
0,8,13,-97
0,8,14,-81
0,8,15,-129
0,8,16,-39
0,8,17,15
0,8,18,-126
0,8,19,-94
0,9,10,-147
0,9,11,-217
0,9,12,-238
0,9,13,-218
0,9,14,-225
0,9,15,-238
0,9,16,-111
0,9,17,-174
0,9,18,-219
0,9,19,-205
0,10,11,-143
0,10,12,-106
0,10,13,-135
0,10,14,-140
0,10,15,-121
0,10,16,25
0,10,17,47
0,10,18,-123
0,10,19,-103
0,11,12,-192
0,11,13,-176
0,11,14,-192
0,11,15,-261
0,11,16,-85
0,11,17,-55
0,11,18,-163
0,11,19,-192
0,12,13,-231
0,12,14,-268
0,12,15,-232
0,12,16,-109
0,12,17,-88
0,12,18,-196
0,12,19,-221
0,13,14,-190
0,13,15,-289
0,13,16,-175
0,13,17,-84
0,13,18,-191
0,13,19,-215
0,14,15,-224
0,14,16,-161
0,14,17,-148
0,14,18,-190
0,14,19,-215
0,15,16,-103
0,15,17,-107
0,15,18,-205
0,15,19,-231
0,16,17,-37
0,16,18,-78
0,16,19,-77
0,17,18,-79
0,17,19,-88
0,18,19,-176
1,2,3,-155
1,2,4,-86
1,2,5,-184
1,2,6,-96
1,2,7,-198
1,2,8,-119
1,2,9,-223
1,2,10,-65
1,2,11,-240
1,2,12,-254
1,2,13,-239
1,2,14,-169
1,2,15,-164
1,2,16,-158
1,2,17,-99
1,2,18,-187
1,2,19,-189
1,3,4,15
1,3,5,-86
1,3,6,-45
1,3,7,-160
1,3,8,-16
1,3,9,-134
1,3,10,-1
1,3,11,-157
1,3,12,-172
1,3,13,-139
1,3,14,-88
1,3,15,-88
1,3,16,-50
1,3,17,-75
1,3,18,-108
1,3,19,-135
1,4,5,-7
1,4,6,73
1,4,7,-125
1,4,8,5
1,4,9,-66
1,4,10,3
1,4,11,-109
1,4,12,-74
1,4,13,-23
1,4,14,-97
1,4,15,11
1,4,16,15
1,4,17,-3
1,4,18,-50
1,4,19,-128
1,5,6,-5
1,5,7,-233
1,5,8,-41
1,5,9,-187
1,5,10,-89
1,5,11,-141
1,5,12,-173
1,5,13,-189
1,5,14,-156
1,5,15,-121
1,5,16,-3
1,5,17,-102
1,5,18,-118
1,5,19,-147
1,6,7,-59
1,6,8,46
1,6,9,-41
1,6,10,17
1,6,11,-44
1,6,12,-43
1,6,13,-32
1,6,14,-44
1,6,15,34
1,6,16,32
1,6,17,46
1,6,18,39
1,6,19,-66
1,7,8,-72
1,7,9,-202
1,7,10,-68
1,7,11,-184
1,7,12,-226
1,7,13,-218
1,7,14,-230
1,7,15,-197
1,7,16,-108
1,7,17,-73
1,7,18,-191
1,7,19,-223
1,8,9,-56
1,8,10,69
1,8,11,-64
1,8,12,-108
1,8,13,-72
1,8,14,-40
1,8,15,-19
1,8,16,-11
1,8,17,-45
1,8,18,-58
1,8,19,-61
1,9,10,-138
1,9,11,-220
1,9,12,-225
1,9,13,-186
1,9,14,-174
1,9,15,-104
1,9,16,-93
1,9,17,-121
1,9,18,-169
1,9,19,-165
1,10,11,-103
1,10,12,-72
1,10,13,-35
1,10,14,-126
1,10,15,24
1,10,16,7
1,10,17,49
1,10,18,-25
1,10,19,-65
1,11,12,-221
1,11,13,-154
1,11,14,-158
1,11,15,-135
1,11,16,-98
1,11,17,-47
1,11,18,-133
1,11,19,-176
1,12,13,-177
1,12,14,-236
1,12,15,-167
1,12,16,-155
1,12,17,-52
1,12,18,-157
1,12,19,-198
1,13,14,-147
1,13,15,-131
1,13,16,-144
1,13,17,-31
1,13,18,-141
1,13,19,-197
1,14,15,-109
1,14,16,-124
1,14,17,-97
1,14,18,-120
1,14,19,-171
1,15,16,-25
1,15,17,31
1,15,18,-54
1,15,19,-168
1,16,17,-20
1,16,18,-32
1,16,19,-80
1,17,18,-25
1,17,19,-39
1,18,19,-90
2,3,4,-139
2,3,5,-211
2,3,6,-205
2,3,7,-222
2,3,8,-133
2,3,9,-223
2,3,10,-63
2,3,11,-189
2,3,12,-306
2,3,13,-199
2,3,14,-193
2,3,15,-252
2,3,16,-241
2,3,17,-128
2,3,18,-209
2,3,19,-234
2,4,5,-168
2,4,6,-124
2,4,7,-199
2,4,8,-153
2,4,9,-105
2,4,10,-82
2,4,11,-229
2,4,12,-185
2,4,13,-156
2,4,14,-155
2,4,15,-143
2,4,16,-184
2,4,17,-58
2,4,18,-211
2,4,19,-186
2,5,6,-193
2,5,7,-236
2,5,8,-162
2,5,9,-213
2,5,10,-97
2,5,11,-191
2,5,12,-318
2,5,13,-224
2,5,14,-247
2,5,15,-250
2,5,16,-219
2,5,17,-164
2,5,18,-226
2,5,19,-226
2,6,7,-174
2,6,8,-160
2,6,9,-125
2,6,10,-98
2,6,11,-161
2,6,12,-189
2,6,13,-199
2,6,14,-185
2,6,15,-198
2,6,16,-201
2,6,17,-44
2,6,18,-132
2,6,19,-198
2,7,8,-181
2,7,9,-222
2,7,10,-86
2,7,11,-221
2,7,12,-299
2,7,13,-208
2,7,14,-238
2,7,15,-278
2,7,16,-220
2,7,17,-93
2,7,18,-212
2,7,19,-211
2,8,9,-148
2,8,10,-21
2,8,11,-140
2,8,12,-179
2,8,13,-149
2,8,14,-152
2,8,15,-147
2,8,16,-165
2,8,17,-112
2,8,18,-230
2,8,19,-128
2,9,10,-128
2,9,11,-199
2,9,12,-265
2,9,13,-203
2,9,14,-223
2,9,15,-240
2,9,16,-195
2,9,17,-151
2,9,18,-210
2,9,19,-185
2,10,11,-106
2,10,12,-128
2,10,13,-67
2,10,14,-164
2,10,15,-98
2,10,16,-67
2,10,17,32
2,10,18,-84
2,10,19,-27
2,11,12,-233
2,11,13,-196
2,11,14,-191
2,11,15,-230
2,11,16,-206
2,11,17,-57
2,11,18,-170
2,11,19,-150
2,12,13,-287
2,12,14,-299
2,12,15,-322
2,12,16,-282
2,12,17,-129
2,12,18,-255
2,12,19,-241
2,13,14,-209
2,13,15,-278
2,13,16,-312
2,13,17,-88
2,13,18,-195
2,13,19,-181
2,14,15,-240
2,14,16,-225
2,14,17,-123
2,14,18,-241
2,14,19,-218
2,15,16,-241
2,15,17,-85
2,15,18,-230
2,15,19,-241
2,16,17,-90
2,16,18,-207
2,16,19,-171
2,17,18,-78
2,17,19,-1
2,18,19,-195
3,4,5,-47
3,4,6,-81
3,4,7,-139
3,4,8,17
3,4,9,-37
3,4,10,15
3,4,11,-132
3,4,12,-134
3,4,13,-87
3,4,14,-133
3,4,15,-90
3,4,16,-39
3,4,17,-47
3,4,18,-142
3,4,19,-132
3,5,6,-156
3,5,7,-275
3,5,8,-83
3,5,9,-207
3,5,10,-102
3,5,11,-235
3,5,12,-298
3,5,13,-216
3,5,14,-205
3,5,15,-211
3,5,16,-132
3,5,17,-180
3,5,18,-230
3,5,19,-220
3,6,7,-172
3,6,8,-114
3,6,9,-141
3,6,10,-104
3,6,11,-167
3,6,12,-199
3,6,13,-194
3,6,14,-175
3,6,15,-155
3,6,16,-142
3,6,17,-133
3,6,18,-164
3,6,19,-241
3,7,8,-123
3,7,9,-226
3,7,10,-132
3,7,11,-192
3,7,12,-305
3,7,13,-233
3,7,14,-220
3,7,15,-255
3,7,16,-162
3,7,17,-132
3,7,18,-210
3,7,19,-212
3,8,9,-104
3,8,10,40
3,8,11,-107
3,8,12,-126
3,8,13,-100
3,8,14,-104
3,8,15,-103
3,8,16,-70
3,8,17,-80
3,8,18,-148
3,8,19,-96
3,9,10,-148
3,9,11,-230
3,9,12,-255
3,9,13,-221
3,9,14,-215
3,9,15,-240
3,9,16,-168
3,9,17,-218
3,9,18,-224
3,9,19,-205
3,10,11,-125
3,10,12,-150
3,10,13,-89
3,10,14,-151
3,10,15,-85
3,10,16,-36
3,10,17,28
3,10,18,-88
3,10,19,-84
3,11,12,-265
3,11,13,-205
3,11,14,-197
3,11,15,-223
3,11,16,-175
3,11,17,-157
3,11,18,-201
3,11,19,-188
3,12,13,-272
3,12,14,-330
3,12,15,-303
3,12,16,-247
3,12,17,-197
3,12,18,-285
3,12,19,-308
3,13,14,-212
3,13,15,-234
3,13,16,-212
3,13,17,-149
3,13,18,-225
3,13,19,-207
3,14,15,-225
3,14,16,-184
3,14,17,-153
3,14,18,-228
3,14,19,-170
3,15,16,-155
3,15,17,-132
3,15,18,-184
3,15,19,-193
3,16,17,-108
3,16,18,-156
3,16,19,-141
3,17,18,-142
3,17,19,-118
3,18,19,-162
4,5,6,-63
4,5,7,-182
4,5,8,-10
4,5,9,-92
4,5,10,-74
4,5,11,-163
4,5,12,-99
4,5,13,-94
4,5,14,-128
4,5,15,-125
4,5,16,-38
4,5,17,-65
4,5,18,-211
4,5,19,-193
4,6,7,-108
4,6,8,-36
4,6,9,-52
4,6,10,-14
4,6,11,-83
4,6,12,-67
4,6,13,-66
4,6,14,-151
4,6,15,-51
4,6,16,-45
4,6,17,-24
4,6,18,-81
4,6,19,-154
4,7,8,-114
4,7,9,-123
4,7,10,-50
4,7,11,-199
4,7,12,-162
4,7,13,-145
4,7,14,-170
4,7,15,-164
4,7,16,-57
4,7,17,-69
4,7,18,-205
4,7,19,-233
4,8,9,16
4,8,10,61
4,8,11,-36
4,8,12,-36
4,8,13,-7
4,8,14,-45
4,8,15,-8
4,8,16,-14
4,8,17,-6
4,8,18,-121
4,8,19,-76
4,9,10,-38
4,9,11,-144
4,9,12,-80
4,9,13,-79
4,9,14,-146
4,9,15,-82
