i,j,k,I_scaled
0,1,2,-47
0,1,3,-26
0,1,4,-43
0,1,5,-185
0,1,6,-160
0,1,7,-78
0,1,8,-26
0,1,9,-164
0,1,10,-178
0,1,11,-161
0,1,12,-36
0,1,13,-159
0,1,14,-26
0,2,3,14
0,2,4,-24
0,2,5,-201
0,2,6,-194
0,2,7,-102
0,2,8,-51
0,2,9,-134
0,2,10,-158
0,2,11,-165
0,2,12,-4
0,2,13,-123
0,2,14,-30
0,3,4,-15
0,3,5,-150
0,3,6,-94
0,3,7,-33
0,3,8,-26
0,3,9,-61
0,3,10,-67
0,3,11,-168
0,3,12,6
0,3,13,-19
0,3,14,-26
0,4,5,-148
0,4,6,-138
0,4,7,-37
0,4,8,8
0,4,9,-95
0,4,10,-151
0,4,11,-138
0,4,12,-21
0,4,13,-79
0,4,14,-20
0,5,6,-219
0,5,7,-130
0,5,8,-164
0,5,9,-262
0,5,10,-265
0,5,11,-240
0,5,12,-85
0,5,13,-148
0,5,14,-170
0,6,7,-183
0,6,8,-156
0,6,9,-173
0,6,10,-222
0,6,11,-179
0,6,12,-89
0,6,13,-131
0,6,14,-60
0,7,8,-15
0,7,9,-173
0,7,10,-177
0,7,11,-202
0,7,12,-29
0,7,13,-125
0,7,14,-9
0,8,9,-141
0,8,10,-154
0,8,11,-142
0,8,12,9
0,8,13,-114
0,8,14,-34
0,9,10,-209
0,9,11,-260
0,9,12,-130
0,9,13,-183
0,9,14,-149
0,10,11,-261
0,10,12,-94
0,10,13,-163
0,10,14,-90
0,11,12,-134
0,11,13,-177
0,11,14,-172
0,12,13,-2
0,12,14,-21
0,13,14,-17
1,2,3,4
1,2,4,-24
1,2,5,-170
1,2,6,-159
1,2,7,-91
1,2,8,-37
1,2,9,-159
1,2,10,-171
1,2,11,-163
1,2,12,-19
1,2,13,-174
1,2,14,-27
1,3,4,-18
1,3,5,-118
1,3,6,-103
1,3,7,-63
1,3,8,19
1,3,9,-79
1,3,10,-76
1,3,11,-127
1,3,12,-57
1,3,13,-78
1,3,14,0
1,4,5,-118
1,4,6,-132
1,4,7,-56
1,4,8,5
1,4,9,-63
1,4,10,-119
1,4,11,-99
1,4,12,-29
1,4,13,-141
1,4,14,-5
1,5,6,-234
1,5,7,-169
1,5,8,-160
1,5,9,-239
1,5,10,-247
1,5,11,-194
1,5,12,-64
1,5,13,-238
1,5,14,-167
1,6,7,-192
1,6,8,-125
1,6,9,-194
1,6,10,-223
1,6,11,-179
1,6,12,-71
1,6,13,-232
1,6,14,-74
1,7,8,-38
1,7,9,-166
1,7,10,-163
1,7,11,-141
1,7,12,-77
1,7,13,-215
1,7,14,-58
1,8,9,-94
1,8,10,-114
1,8,11,-106
1,8,12,21
1,8,13,-151
1,8,14,-19
1,9,10,-186
1,9,11,-247
1,9,12,-117
1,9,13,-206
1,9,14,-120
1,10,11,-278
1,10,12,-109
1,10,13,-240
1,10,14,-104
1,11,12,-130
1,11,13,-278
1,11,14,-167
1,12,13,-86
1,12,14,10
1,13,14,-95
2,3,4,-19
2,3,5,-178
2,3,6,-105
2,3,7,-102
2,3,8,9
2,3,9,-107
2,3,10,-136
2,3,11,-206
2,3,12,-27
2,3,13,-109
2,3,14,0
2,4,5,-154
2,4,6,-173
2,4,7,-109
2,4,8,-2
2,4,9,-113
2,4,10,-135
2,4,11,-150
2,4,12,-37
2,4,13,-180
2,4,14,-36
2,5,6,-241
2,5,7,-214
2,5,8,-222
2,5,9,-229
2,5,10,-317
2,5,11,-228
2,5,12,-119
2,5,13,-233
2,5,14,-156
2,6,7,-250
2,6,8,-154
2,6,9,-226
2,6,10,-243
2,6,11,-230
2,6,12,-135
2,6,13,-240
2,6,14,-118
2,7,8,-144
2,7,9,-274
2,7,10,-254
2,7,11,-243
2,7,12,-108
2,7,13,-246
2,7,14,-127
2,8,9,-118
2,8,10,-147
2,8,11,-169
2,8,12,15
2,8,13,-149
2,8,14,-15
2,9,10,-222
2,9,11,-250
2,9,12,-157
2,9,13,-240
2,9,14,-164
2,10,11,-284
2,10,12,-113
2,10,13,-235
2,10,14,-113
2,11,12,-111
2,11,13,-254
2,11,14,-214
2,12,13,-106
2,12,14,-31
2,13,14,-116
3,4,5,-125
3,4,6,-106
3,4,7,-52
3,4,8,4
3,4,9,-45
3,4,10,-56
3,4,11,-128
3,4,12,-64
3,4,13,-81
3,4,14,-10
3,5,6,-148
3,5,7,-146
3,5,8,-116
3,5,9,-147
3,5,10,-184
3,5,11,-247
3,5,12,-37
3,5,13,-159
3,5,14,-95
3,6,7,-103
3,6,8,-83
3,6,9,-102
3,6,10,-122
3,6,11,-166
3,6,12,-43
3,6,13,-109
3,6,14,-28
3,7,8,-74
3,7,9,-122
3,7,10,-111
3,7,11,-159
3,7,12,-22
3,7,13,-102
3,7,14,-55
3,8,9,-77
3,8,10,-78
3,8,11,-155
3,8,12,7
3,8,13,-97
3,8,14,-37
3,9,10,-127
3,9,11,-176
3,9,12,-65
3,9,13,-125
3,9,14,-80
3,10,11,-192
3,10,12,0
3,10,13,-122
3,10,14,-19
3,11,12,-134
3,11,13,-226
3,11,14,-190
3,12,13,-43
3,12,14,-22
3,13,14,-38
4,5,6,-228
4,5,7,-178
4,5,8,-120
4,5,9,-158
4,5,10,-274
4,5,11,-276
4,5,12,-81
4,5,13,-204
4,5,14,-122
4,6,7,-211
4,6,8,-132
4,6,9,-116
4,6,10,-224
4,6,11,-192
4,6,12,-91
4,6,13,-201
4,6,14,-87
4,7,8,-38
4,7,9,-106
4,7,10,-181
4,7,11,-160
4,7,12,-37
4,7,13,-156
4,7,14,-29
4,8,9,-93
4,8,10,-180
4,8,11,-112
4,8,12,-29
4,8,13,-133
4,8,14,-53
4,9,10,-176
4,9,11,-160
4,9,12,-71
4,9,13,-142
4,9,14,-78
4,10,11,-284
4,10,12,-103
4,10,13,-253
4,10,14,-64
4,11,12,-168
4,11,13,-220
4,11,14,-182
4,12,13,-103
4,12,14,-13
4,13,14,-72
5,6,7,-229
5,6,8,-233
5,6,9,-213
5,6,10,-250
5,6,11,-227
5,6,12,-108
5,6,13,-238
5,6,14,-167
5,7,8,-148
5,7,9,-203
5,7,10,-244
5,7,11,-249
5,7,12,-77
5,7,13,-264
5,7,14,-157
5,8,9,-218
5,8,10,-284
5,8,11,-204
5,8,12,-74
5,8,13,-189
5,8,14,-131
5,9,10,-245
5,9,11,-229
5,9,12,-117
5,9,13,-235
5,9,14,-245
5,10,11,-241
5,10,12,-114
5,10,13,-227
5,10,14,-184
5,11,12,-156
5,11,13,-263
5,11,14,-231
5,12,13,-82
5,12,14,-104
5,13,14,-112
