0,4,12,1,9,3,1,6,15,4,18,6,3,15,3,4,11,4,6,7
4,0,9,5,1,3,2,10,3,4,3,2,2,10,3,7,17,14,5,8
12,9,0,7,4,6,7,5,9,9,11,2,10,11,7,7,4,4,5,6
1,5,7,0,3,6,7,4,4,1,7,6,5,17,6,11,6,14,7,5
9,1,4,3,0,5,6,4,7,2,7,4,3,8,6,4,3,2,7,11
3,3,6,6,5,0,12,6,3,14,3,4,7,6,14,4,4,8,11,0
1,2,7,7,6,12,0,7,10,7,3,5,4,9,4,5,7,7,4,5
6,10,5,4,4,6,7,0,3,2,7,15,3,6,6,2,11,10,7,4
15,3,9,4,7,3,10,3,0,2,1,4,4,8,7,7,4,8,10,12
4,4,9,1,2,14,7,2,2,0,7,3,11,10,9,0,4,7,6,2
18,3,11,7,7,3,3,7,1,7,0,8,5,5,10,9,9,7,4,2
6,2,2,6,4,4,5,15,4,3,8,0,9,3,15,8,18,3,9,4
3,2,10,5,3,7,4,3,4,11,5,9,0,3,15,6,9,3,6,2
15,10,11,17,8,6,9,6,8,10,5,3,3,0,4,3,6,10,3,10
3,3,7,6,6,14,4,6,7,9,10,15,15,4,0,11,6,0,6,8
4,7,7,11,4,4,5,2,7,0,9,8,6,3,11,0,3,7,6,5
11,17,4,6,3,4,7,11,4,4,9,18,9,6,6,3,0,12,5,2
4,14,4,14,2,8,7,10,8,7,7,3,3,10,0,7,12,0,9,5
6,5,5,7,7,11,4,7,10,6,4,9,6,3,6,6,5,9,0,2
7,8,6,5,11,0,5,4,12,2,2,4,2,10,8,5,2,5,2,0
