i,j,k,I_scaled
0,1,2,-158
0,1,3,-215
0,1,4,-224
0,1,5,-212
0,1,6,-255
0,1,7,-111
0,1,8,-245
0,1,9,-258
0,1,10,-221
0,1,11,-277
0,1,12,-225
0,1,13,-227
0,1,14,-224
0,1,15,-211
0,1,16,-224
0,1,17,-88
0,1,18,-95
0,1,19,-235
0,2,3,-79
0,2,4,-74
0,2,5,-113
0,2,6,-143
0,2,7,2
0,2,8,-81
0,2,9,-196
0,2,10,-113
0,2,11,-100
0,2,12,-135
0,2,13,-173
0,2,14,-99
0,2,15,-68
0,2,16,-82
0,2,17,-29
0,2,18,-15
0,2,19,-117
0,3,4,-229
0,3,5,-244
0,3,6,-258
0,3,7,-114
0,3,8,-233
0,3,9,-237
0,3,10,-259
0,3,11,-218
0,3,12,-224
0,3,13,-212
0,3,14,-210
0,3,15,-249
0,3,16,-281
0,3,17,-60
0,3,18,-104
0,3,19,-222
0,4,5,-244
0,4,6,-250
0,4,7,-133
0,4,8,-240
0,4,9,-257
0,4,10,-271
0,4,11,-314
0,4,12,-234
0,4,13,-239
0,4,14,-238
0,4,15,-221
0,4,16,-213
0,4,17,-92
0,4,18,-130
0,4,19,-226
0,5,6,-249
0,5,7,-197
0,5,8,-220
0,5,9,-243
0,5,10,-240
0,5,11,-262
0,5,12,-251
0,5,13,-242
0,5,14,-231
0,5,15,-205
0,5,16,-230
0,5,17,-185
0,5,18,-119
0,5,19,-243
0,6,7,-154
0,6,8,-251
0,6,9,-278
0,6,10,-264
0,6,11,-311
0,6,12,-275
0,6,13,-260
0,6,14,-355
0,6,15,-184
0,6,16,-239
0,6,17,-109
0,6,18,-192
0,6,19,-305
0,7,8,-122
0,7,9,-230
0,7,10,-112
0,7,11,-151
0,7,12,-206
0,7,13,-106
0,7,14,-102
0,7,15,-84
0,7,16,-170
0,7,17,-32
0,7,18,-60
0,7,19,-126
0,8,9,-247
0,8,10,-224
0,8,11,-235
0,8,12,-232
0,8,13,-223
0,8,14,-257
0,8,15,-117
0,8,16,-233
0,8,17,-129
0,8,18,-131
0,8,19,-238
0,9,10,-267
0,9,11,-249
0,9,12,-277
0,9,13,-245
0,9,14,-289
0,9,15,-188
0,9,16,-224
0,9,17,-189
0,9,18,-110
0,9,19,-270
0,10,11,-226
0,10,12,-335
0,10,13,-255
0,10,14,-251
0,10,15,-222
0,10,16,-231
0,10,17,-166
0,10,18,-106
0,10,19,-246
0,11,12,-237
0,11,13,-254
0,11,14,-229
0,11,15,-177
0,11,16,-272
0,11,17,-114
0,11,18,-65
0,11,19,-201
0,12,13,-222
0,12,14,-274
