0,5,7,5,4,9,7,8,0,11,3,8,4,10,3,6,3,3,5,12
5,0,5,3,3,4,2,6,7,4,2,6,11,6,4,3,8,2,4,4
7,5,0,6,2,6,15,10,19,6,3,5,5,2,9,10,0,1,6,8
5,3,6,0,10,7,6,6,6,5,3,21,5,7,5,3,4,10,1,6
4,3,2,10,0,8,13,5,6,9,4,5,4,4,8,12,6,4,5,2
9,4,6,7,8,0,4,8,8,10,3,7,1,10,4,2,4,5,6,11
7,2,15,6,13,4,0,11,2,13,4,4,7,1,9,3,6,4,2,8
8,6,10,6,5,8,11,0,2,8,6,11,12,4,4,3,4,0,2,7
0,7,19,6,6,8,2,2,0,11,6,6,9,2,4,10,3,4,8,7
11,4,6,5,9,10,13,8,11,0,3,6,1,1,4,14,4,3,5,6
3,2,3,3,4,3,4,6,6,3,0,2,7,14,7,6,12,2,2,5
8,6,5,21,5,7,4,11,6,6,2,0,4,4,3,9,20,12,11,9
4,11,5,5,4,1,7,12,9,1,7,4,0,6,14,5,2,8,6,2
10,6,2,7,4,10,1,4,2,1,14,4,6,0,2,6,1,3,4,8
3,4,9,5,8,4,9,4,4,4,7,3,14,2,0,13,9,4,2,9
6,3,10,3,12,2,3,3,10,14,6,9,5,6,13,0,2,6,9,10
3,8,0,4,6,4,6,4,3,4,12,20,2,1,9,2,0,4,6,7
3,2,1,10,4,5,4,0,4,3,2,12,8,3,4,6,4,0,7,3
5,4,6,1,5,6,2,2,8,5,2,11,6,4,2,9,6,7,0,2
12,4,8,6,2,11,8,7,7,6,5,9,2,8,9,10,7,3,2,0
