i,j,k,I_scaled
0,1,2,-54
0,1,3,-72
0,1,4,-225
0,1,5,30
0,1,6,-126
0,1,7,-156
0,1,8,-71
0,1,9,-90
0,1,10,-123
0,1,11,-33
0,1,12,-76
0,1,13,-87
0,1,14,-148
0,1,15,-115
0,1,16,-139
0,1,17,-99
0,1,18,-72
0,1,19,-181
0,2,3,-32
0,2,4,-157
0,2,5,91
0,2,6,-63
0,2,7,-101
0,2,8,5
0,2,9,-31
0,2,10,-31
0,2,11,-2
0,2,12,-86
0,2,13,-37
0,2,14,-136
0,2,15,-50
0,2,16,-26
0,2,17,-36
0,2,18,57
0,2,19,-49
0,3,4,-152
0,3,5,44
0,3,6,-145
0,3,7,-132
0,3,8,-62
0,3,9,-76
0,3,10,-112
0,3,11,-36
0,3,12,-99
0,3,13,-95
0,3,14,-164
0,3,15,-120
0,3,16,-44
0,3,17,-91
0,3,18,-67
0,3,19,-97
0,4,5,-91
0,4,6,-168
0,4,7,-192
0,4,8,-144
0,4,9,-127
0,4,10,-203
0,4,11,-80
0,4,12,-212
0,4,13,-180
0,4,14,-251
0,4,15,-177
0,4,16,-88
0,4,17,-121
0,4,18,-148
0,4,19,-155
0,5,6,-94
0,5,7,-80
0,5,8,69
0,5,9,28
0,5,10,46
0,5,11,104
0,5,12,-23
0,5,13,50
0,5,14,-100
0,5,15,-41
0,5,16,-3
0,5,17,-14
0,5,18,67
0,5,19,-29
0,6,7,-264
0,6,8,-145
0,6,9,-86
0,6,10,-196
0,6,11,-99
0,6,12,-209
0,6,13,-208
0,6,14,-170
0,6,15,-156
0,6,16,-151
0,6,17,-152
0,6,18,-93
0,6,19,-201
0,7,8,-177
0,7,9,-144
0,7,10,-216
0,7,11,-134
0,7,12,-206
0,7,13,-176
0,7,14,-251
0,7,15,-192
0,7,16,-146
0,7,17,-141
0,7,18,-146
0,7,19,-223
0,8,9,-33
0,8,10,-8
0,8,11,-42
0,8,12,-66
0,8,13,-23
0,8,14,-149
0,8,15,-97
0,8,16,-75
0,8,17,-91
0,8,18,-36
0,8,19,-79
0,9,10,-21
0,9,11,-35
0,9,12,-24
0,9,13,-36
0,9,14,-63
0,9,15,-38
0,9,16,5
0,9,17,-41
0,9,18,-9
0,9,19,-95
0,10,11,-21
0,10,12,-101
0,10,13,-104
0,10,14,-166
0,10,15,-110
0,10,16,-59
0,10,17,-147
0,10,18,-30
0,10,19,-115
0,11,12,-107
0,11,13,-38
0,11,14,-84
0,11,15,-48
0,11,16,-13
0,11,17,-49
0,11,18,22
0,11,19,-41
0,12,13,-108
0,12,14,-168
0,12,15,-114
0,12,16,-53
0,12,17,-106
0,12,18,-78
0,12,19,-99
0,13,14,-128
0,13,15,-109
0,13,16,-30
0,13,17,-141
0,13,18,-58
0,13,19,-103
0,14,15,-176
0,14,16,-136
0,14,17,-147
0,14,18,-142
0,14,19,-203
0,15,16,-88
0,15,17,-141
0,15,18,-16
0,15,19,-124
0,16,17,-95
0,16,18,-31
0,16,19,-45
0,17,18,-60
0,17,19,-180
0,18,19,-61
1,2,3,-211
1,2,4,-258
1,2,5,-40
1,2,6,-118
1,2,7,-174
1,2,8,-131
1,2,9,-139
1,2,10,-194
1,2,11,-60
1,2,12,-201
1,2,13,-155
1,2,14,-203
1,2,15,-176
1,2,16,-146
1,2,17,-158
1,2,18,-53
1,2,19,-262
1,3,4,-255
1,3,5,-79
