0,10,3,8,2,8,5,7,4,4,4,4,2,6,8,13,6,4,4,10
10,0,11,3,10,2,1,5,13,3,9,6,4,11,8,10,8,4,3,5
3,11,0,5,5,12,4,17,15,3,5,3,8,7,-1,5,6,6,8,6
8,3,5,0,5,10,2,18,3,3,3,3,6,11,5,17,4,8,9,5
2,10,5,5,0,3,4,2,1,4,9,5,8,5,6,6,7,13,4,0
8,2,12,10,3,0,2,6,9,17,2,10,1,3,3,14,8,9,9,2
5,1,4,2,4,2,0,9,4,5,6,12,9,12,5,5,4,5,5,5
7,5,17,18,2,6,9,0,4,3,12,6,4,1,10,5,11,7,1,2
4,13,15,3,1,9,4,4,0,16,10,5,1,3,7,8,14,8,11,21
4,3,3,3,4,17,5,3,16,0,3,7,8,1,5,5,8,6,3,6
4,9,5,3,9,2,6,12,10,3,0,4,5,10,10,7,0,12,11,2
4,6,3,3,5,10,12,6,5,7,4,0,2,7,11,7,1,19,2,4
2,4,8,6,8,1,9,4,1,8,5,2,0,3,3,14,11,2,4,2
6,11,7,11,5,3,12,1,3,1,10,7,3,0,9,11,3,6,6,2
8,8,-1,5,6,3,5,10,7,5,10,11,3,9,0,18,5,11,4,6
13,10,5,17,6,14,5,5,8,5,7,7,14,11,18,0,1,8,5,1
6,8,6,4,7,8,4,11,14,8,0,1,11,3,5,1,0,7,8,5
4,4,6,8,13,9,5,7,8,6,12,19,2,6,11,8,7,0,4,4
4,3,8,9,4,9,5,1,11,3,11,2,4,6,4,5,8,4,0,11
10,5,6,5,0,2,5,2,21,6,2,4,2,2,6,1,5,4,11,0
