0,6,4,1,4,6,6,5,8,7,9,5,6,5,4,4,7,18,8,11
6,0,6,12,6,6,4,1,5,2,4,10,4,2,3,5,3,7,4,4
4,6,0,14,5,7,4,3,5,10,14,3,2,5,4,19,11,6,3,4
1,12,14,0,8,5,9,5,10,5,5,2,2,11,7,5,1,13,2,5
4,6,5,8,0,3,4,4,4,5,9,5,5,4,2,3,0,7,8,9
6,6,7,5,3,0,9,5,7,3,7,7,14,6,14,12,2,5,6,7
6,4,4,9,4,9,0,6,5,7,7,6,1,1,4,4,-1,2,5,10
5,1,3,5,4,5,6,0,5,13,6,7,12,8,5,3,5,3,7,6
8,5,5,10,4,7,5,5,0,6,4,3,4,6,1,7,7,3,12,6
7,2,10,5,5,3,7,13,6,0,8,6,3,7,13,4,9,9,9,1
9,4,14,5,9,7,7,6,4,8,0,3,0,9,11,4,7,2,6,4
5,10,3,2,5,7,6,7,3,6,3,0,5,5,14,2,5,7,1,2
6,4,2,2,5,14,1,12,4,3,0,5,0,3,7,4,3,13,2,9
5,2,5,11,4,6,1,8,6,7,9,5,3,0,6,4,5,5,4,4
4,3,4,7,2,14,4,5,1,13,11,14,7,6,0,7,5,3,12,5
4,5,19,5,3,12,4,3,7,4,4,2,4,4,7,0,13,3,4,3
7,3,11,1,0,2,-1,5,7,9,7,5,3,5,5,13,0,4,10,13
18,7,6,13,7,5,2,3,3,9,2,7,13,5,3,3,4,0,4,14
8,4,3,2,8,6,5,7,12,9,6,1,2,4,12,4,10,4,0,3
11,4,4,5,9,7,10,6,6,1,4,2,9,4,5,3,13,14,3,0
