i,j,k,I_scaled
0,1,2,-55
0,1,3,-116
0,1,4,-100
0,1,5,-52
0,1,6,-136
0,1,7,-79
0,1,8,-115
0,1,9,-102
0,1,10,-90
0,1,11,-118
0,1,12,-29
0,1,13,-135
0,1,14,-103
0,1,15,-183
0,1,16,-108
0,1,17,-104
0,1,18,-77
0,1,19,-97
0,2,3,-110
0,2,4,-112
0,2,5,-56
0,2,6,-96
0,2,7,-86
0,2,8,-179
0,2,9,-62
0,2,10,-90
0,2,11,-57
0,2,12,-92
0,2,13,-133
0,2,14,-93
0,2,15,-161
0,2,16,-116
0,2,17,-132
0,2,18,-105
0,2,19,-172
0,3,4,-235
0,3,5,-200
0,3,6,-244
0,3,7,-235
0,3,8,-234
0,3,9,-288
0,3,10,-219
0,3,11,-227
0,3,12,-200
0,3,13,-239
0,3,14,-229
0,3,15,-235
0,3,16,-168
0,3,17,-225
0,3,18,-179
0,3,19,-235
0,4,5,-170
0,4,6,-255
0,4,7,-206
0,4,8,-244
0,4,9,-221
0,4,10,-228
0,4,11,-174
0,4,12,-123
0,4,13,-241
0,4,14,-220
0,4,15,-207
0,4,16,-163
0,4,17,-238
0,4,18,-275
0,4,19,-201
0,5,6,-156
0,5,7,-139
0,5,8,-199
0,5,9,-230
0,5,10,-119
0,5,11,-64
0,5,12,-84
0,5,13,-189
0,5,14,-118
0,5,15,-217
0,5,16,-118
0,5,17,-130
0,5,18,-140
0,5,19,-195
0,6,7,-282
0,6,8,-277
0,6,9,-270
0,6,10,-258
0,6,11,-156
0,6,12,-136
0,6,13,-273
0,6,14,-286
0,6,15,-221
0,6,16,-233
0,6,17,-210
0,6,18,-135
0,6,19,-236
0,7,8,-234
0,7,9,-274
0,7,10,-248
0,7,11,-183
0,7,12,-118
0,7,13,-242
0,7,14,-241
0,7,15,-221
0,7,16,-157
0,7,17,-237
0,7,18,-174
0,7,19,-221
0,8,9,-236
0,8,10,-216
0,8,11,-170
0,8,12,-127
0,8,13,-231
0,8,14,-243
0,8,15,-215
0,8,16,-156
0,8,17,-259
0,8,18,-202
0,8,19,-236
0,9,10,-279
0,9,11,-168
0,9,12,-135
0,9,13,-305
0,9,14,-248
0,9,15,-267
0,9,16,-231
0,9,17,-172
0,9,18,-181
0,9,19,-229
0,10,11,-177
0,10,12,-187
0,10,13,-247
0,10,14,-227
0,10,15,-206
0,10,16,-177
0,10,17,-202
0,10,18,-232
0,10,19,-298
0,11,12,-143
0,11,13,-172
0,11,14,-166
0,11,15,-163
0,11,16,-85
0,11,17,-145
0,11,18,-151
0,11,19,-244
0,12,13,-135
0,12,14,-136
0,12,15,-150
0,12,16,-86
0,12,17,-132
0,12,18,-146
0,12,19,-122
0,13,14,-267
0,13,15,-216
0,13,16,-215
0,13,17,-231
0,13,18,-165
0,13,19,-226
0,14,15,-249
0,14,16,-146
0,14,17,-163
0,14,18,-173
0,14,19,-227
0,15,16,-168
0,15,17,-264
0,15,18,-235
0,15,19,-212
0,16,17,-162
0,16,18,-191
0,16,19,-232
0,17,18,-165
0,17,19,-236
0,18,19,-272
1,2,3,-41
1,2,4,-17
1,2,5,14
1,2,6,-36
1,2,7,12
1,2,8,-98
1,2,9,10
1,2,10,-10
1,2,11,13
1,2,12,-21
1,2,13,-19
1,2,14,-31
1,2,15,-140
1,2,16,3
1,2,17,-36
1,2,18,-10
1,2,19,-79
1,3,4,-115
1,3,5,-64
1,3,6,-128
1,3,7,-62
1,3,8,-103
1,3,9,-128
1,3,10,-91
1,3,11,-90
1,3,12,-72
1,3,13,-123
1,3,14,-100
1,3,15,-179
1,3,16,-44
1,3,17,-113
