i,j,k,I_scaled
0,1,2,-213
0,1,3,-152
0,1,4,-195
0,1,5,-176
0,1,6,-209
0,1,7,-221
0,1,8,-126
0,1,9,-233
0,1,10,-181
0,1,11,-220
0,1,12,-258
0,1,13,-243
0,1,14,-265
0,1,15,-200
0,1,16,-119
0,1,17,-233
0,1,18,-75
0,1,19,-265
0,2,3,-168
0,2,4,-196
0,2,5,-196
0,2,6,-204
0,2,7,-264
0,2,8,-137
0,2,9,-226
0,2,10,-147
0,2,11,-218
0,2,12,-222
0,2,13,-179
0,2,14,-216
0,2,15,-228
0,2,16,-163
0,2,17,-242
0,2,18,-78
0,2,19,-230
0,3,4,-146
0,3,5,-83
0,3,6,-141
0,3,7,-88
0,3,8,-11
0,3,9,-107
0,3,10,-17
0,3,11,-113
0,3,12,-82
0,3,13,-91
0,3,14,-154
0,3,15,-121
0,3,16,-13
0,3,17,-184
0,3,18,-32
0,3,19,-114
0,4,5,-201
0,4,6,-213
0,4,7,-277
0,4,8,-95
0,4,9,-224
0,4,10,-91
0,4,11,-205
0,4,12,-211
0,4,13,-195
0,4,14,-230
0,4,15,-242
0,4,16,-74
0,4,17,-245
0,4,18,-115
0,4,19,-228
0,5,6,-217
0,5,7,-206
0,5,8,-124
0,5,9,-308
0,5,10,-88
0,5,11,-193
0,5,12,-184
0,5,13,-222
0,5,14,-205
0,5,15,-175
0,5,16,-127
0,5,17,-239
0,5,18,-69
0,5,19,-222
0,6,7,-230
0,6,8,-135
0,6,9,-266
0,6,10,-111
0,6,11,-230
0,6,12,-258
0,6,13,-198
0,6,14,-305
0,6,15,-226
0,6,16,-124
0,6,17,-317
0,6,18,-70
0,6,19,-234
0,7,8,-88
0,7,9,-288
0,7,10,-77
0,7,11,-335
0,7,12,-242
0,7,13,-242
0,7,14,-276
0,7,15,-224
0,7,16,-119
0,7,17,-238
0,7,18,-141
0,7,19,-236
0,8,9,-97
0,8,10,-7
0,8,11,-122
0,8,12,-159
0,8,13,-89
0,8,14,-77
0,8,15,-99
0,8,16,-51
0,8,17,-143
0,8,18,2
0,8,19,-101
0,9,10,-173
0,9,11,-227
0,9,12,-245
0,9,13,-174
0,9,14,-268
0,9,15,-208
0,9,16,-91
0,9,17,-272
0,9,18,-66
0,9,19,-271
0,10,11,-145
0,10,12,-106
0,10,13,-83
0,10,14,-169
0,10,15,-147
0,10,16,-54
0,10,17,-112
0,10,18,-36
0,10,19,-178
0,11,12,-210
0,11,13,-232
0,11,14,-285
0,11,15,-217
0,11,16,-120
0,11,17,-263
0,11,18,-82
0,11,19,-236
0,12,13,-146
0,12,14,-303
0,12,15,-235
0,12,16,-99
0,12,17,-267
0,12,18,-86
0,12,19,-219
0,13,14,-138
0,13,15,-291
0,13,16,-111
0,13,17,-243
0,13,18,-85
0,13,19,-255
0,14,15,-283
0,14,16,-103
0,14,17,-231
0,14,18,-129
0,14,19,-221
0,15,16,-104
0,15,17,-244
0,15,18,-87
0,15,19,-252
0,16,17,-206
0,16,18,1
0,16,19,-120
0,17,18,-65
0,17,19,-250
0,18,19,-112
1,2,3,-213
1,2,4,-207
1,2,5,-210
1,2,6,-228
1,2,7,-267
1,2,8,-127
1,2,9,-207
1,2,10,-210
1,2,11,-212
1,2,12,-194
1,2,13,-207
1,2,14,-204
1,2,15,-227
1,2,16,-149
1,2,17,-222
1,2,18,-83
1,2,19,-265
1,3,4,-223
1,3,5,-157
1,3,6,-209
1,3,7,-144
1,3,8,-96
1,3,9,-160
1,3,10,-171
1,3,11,-153
1,3,12,-154
1,3,13,-140
1,3,14,-208
1,3,15,-180
1,3,16,-65
1,3,17,-235
1,3,18,-104
1,3,19,-161
1,4,5,-166
1,4,6,-213
1,4,7,-265
1,4,8,-78
1,4,9,-199
1,4,10,-177
1,4,11,-185
1,4,12,-217
1,4,13,-143
1,4,14,-266
1,4,15,-214
1,4,16,-92
1,4,17,-212
1,4,18,-59
1,4,19,-221
1,5,6,-183
1,5,7,-196
1,5,8,-159
1,5,9,-306
1,5,10,-158
1,5,11,-216
1,5,12,-209
1,5,13,-208
1,5,14,-264
1,5,15,-189
1,5,16,-153
1,5,17,-223
1,5,18,-63
1,5,19,-242
1,6,7,-213
1,6,8,-131
1,6,9,-219
1,6,10,-230
1,6,11,-227
1,6,12,-218
1,6,13,-182
1,6,14,-306
1,6,15,-252
1,6,16,-115
1,6,17,-212
1,6,18,-45
1,6,19,-273
1,7,8,-84
1,7,9,-292
1,7,10,-145
1,7,11,-329
1,7,12,-218
1,7,13,-229
1,7,14,-264
1,7,15,-202
1,7,16,-101
1,7,17,-190
1,7,18,-135
1,7,19,-258
1,8,9,-115
1,8,10,-76
1,8,11,-93
1,8,12,-183
1,8,13,-89
1,8,14,-109
1,8,15,-86
1,8,16,-8
1,8,17,-160
1,8,18,-26
1,8,19,-117
1,9,10,-266
1,9,11,-230
1,9,12,-236
1,9,13,-173
1,9,14,-259
1,9,15,-228
1,9,16,-76
1,9,17,-222
1,9,18,-104
1,9,19,-262
1,10,11,-225
1,10,12,-182
1,10,13,-130
1,10,14,-265
1,10,15,-207
1,10,16,-50
1,10,17,-182
1,10,18,-58
1,10,19,-211
1,11,12,-213
1,11,13,-165
1,11,14,-222
1,11,15,-210
1,11,16,-160
1,11,17,-223
1,11,18,-79
1,11,19,-235
1,12,13,-127
1,12,14,-331
1,12,15,-234
1,12,16,-88
1,12,17,-229
1,12,18,-85
1,12,19,-252
1,13,14,-160
1,13,15,-175
1,13,16,-78
1,13,17,-218
1,13,18,-54
1,13,19,-217
1,14,15,-238
1,14,16,-105
1,14,17,-257
1,14,18,-167
