i,j,k,I_scaled
0,1,2,-29
0,1,3,-109
0,1,4,-14
0,1,5,-181
0,1,6,-64
0,1,7,-166
0,1,8,-160
0,1,9,-86
0,1,10,-105
0,1,11,-100
0,1,12,-56
0,1,13,-117
0,1,14,-168
0,2,3,-26
0,2,4,62
0,2,5,-93
0,2,6,-6
0,2,7,-44
0,2,8,-15
0,2,9,-1
0,2,10,-9
0,2,11,-43
0,2,12,8
0,2,13,30
0,2,14,-76
0,3,4,8
0,3,5,-152
0,3,6,-80
0,3,7,-130
0,3,8,-79
0,3,9,-77
0,3,10,-97
0,3,11,-71
0,3,12,17
0,3,13,-119
0,3,14,-132
0,4,5,-56
0,4,6,6
0,4,7,-83
0,4,8,-3
0,4,9,-4
0,4,10,6
0,4,11,-46
0,4,12,37
0,4,13,28
0,4,14,-44
0,5,6,-139
0,5,7,-179
0,5,8,-138
0,5,9,-163
0,5,10,-201
0,5,11,-157
0,5,12,-131
0,5,13,-119
0,5,14,-266
0,6,7,-113
0,6,8,-26
0,6,9,-34
0,6,10,-42
0,6,11,-36
0,6,12,33
0,6,13,5
0,6,14,-129
0,7,8,-179
0,7,9,-138
0,7,10,-151
0,7,11,-96
0,7,12,-102
0,7,13,-149
0,7,14,-204
0,8,9,-38
0,8,10,-125
0,8,11,-104
0,8,12,-57
0,8,13,-41
0,8,14,-169
0,9,10,-59
0,9,11,-65
0,9,12,-16
0,9,13,-14
0,9,14,-102
0,10,11,-132
0,10,12,-26
0,10,13,-77
0,10,14,-170
0,11,12,-9
0,11,13,-89
0,11,14,-114
0,12,13,-3
0,12,14,-106
0,13,14,-78
1,2,3,-82
1,2,4,-64
1,2,5,-91
1,2,6,-124
1,2,7,-85
1,2,8,-169
1,2,9,-108
1,2,10,-109
1,2,11,-106
1,2,12,-64
1,2,13,-49
1,2,14,-111
1,3,4,-175
1,3,5,-231
1,3,6,-235
1,3,7,-238
1,3,8,-302
1,3,9,-237
1,3,10,-228
1,3,11,-230
1,3,12,-152
1,3,13,-206
1,3,14,-231
1,4,5,-139
1,4,6,-129
1,4,7,-219
1,4,8,-189
1,4,9,-129
1,4,10,-172
1,4,11,-189
1,4,12,-130
1,4,13,-113
1,4,14,-125
1,5,6,-255
1,5,7,-254
1,5,8,-272
1,5,9,-235
1,5,10,-275
1,5,11,-230
1,5,12,-190
1,5,13,-169
1,5,14,-221
1,6,7,-231
1,6,8,-224
1,6,9,-156
1,6,10,-160
1,6,11,-170
1,6,12,-50
1,6,13,-142
1,6,14,-226
1,7,8,-281
1,7,9,-257
1,7,10,-229
1,7,11,-206
1,7,12,-247
1,7,13,-222
1,7,14,-233
1,8,9,-227
1,8,10,-311
1,8,11,-286
1,8,12,-246
1,8,13,-222
1,8,14,-272
1,9,10,-223
1,9,11,-239
1,9,12,-143
1,9,13,-133
1,9,14,-174
1,10,11,-247
1,10,12,-154
1,10,13,-155
1,10,14,-231
1,11,12,-165
1,11,13,-231
