i,j,k,I_scaled
0,1,2,-217
0,1,3,-236
0,1,4,-72
0,1,5,-221
0,1,6,-171
0,1,7,-228
0,1,8,-253
0,1,9,-182
0,1,10,-213
0,1,11,-84
0,1,12,-237
0,1,13,-201
0,1,14,-113
0,1,15,-217
0,1,16,-91
0,1,17,-134
0,1,18,-109
0,1,19,-240
0,2,3,-238
0,2,4,-158
0,2,5,-208
0,2,6,-185
0,2,7,-245
0,2,8,-240
0,2,9,-124
0,2,10,-222
0,2,11,-94
0,2,12,-261
0,2,13,-239
0,2,14,-168
0,2,15,-254
0,2,16,-86
0,2,17,-189
0,2,18,-144
0,2,19,-276
0,3,4,-88
0,3,5,-210
0,3,6,-152
0,3,7,-228
0,3,8,-215
0,3,9,-91
0,3,10,-222
0,3,11,-115
0,3,12,-240
0,3,13,-249
0,3,14,-100
0,3,15,-243
0,3,16,-134
0,3,17,-159
0,3,18,-100
0,3,19,-265
0,4,5,-84
0,4,6,-70
0,4,7,-92
0,4,8,-63
0,4,9,-28
0,4,10,-149
0,4,11,-13
0,4,12,-83
0,4,13,-170
0,4,14,-57
0,4,15,-170
0,4,16,-29
0,4,17,-63
0,4,18,-38
0,4,19,-91
0,5,6,-190
0,5,7,-212
0,5,8,-176
0,5,9,-106
0,5,10,-226
0,5,11,-101
0,5,12,-272
0,5,13,-229
0,5,14,-141
0,5,15,-218
0,5,16,-114
0,5,17,-150
0,5,18,-181
0,5,19,-232
0,6,7,-184
0,6,8,-157
0,6,9,-98
0,6,10,-192
0,6,11,-62
0,6,12,-149
0,6,13,-224
0,6,14,-89
0,6,15,-238
0,6,16,-77
0,6,17,-116
0,6,18,-115
0,6,19,-186
0,7,8,-174
0,7,9,-109
0,7,10,-250
0,7,11,-156
0,7,12,-237
0,7,13,-284
0,7,14,-97
0,7,15,-218
0,7,16,-208
0,7,17,-165
0,7,18,-105
0,7,19,-229
0,8,9,-92
0,8,10,-228
0,8,11,-91
0,8,12,-281
0,8,13,-225
0,8,14,-83
0,8,15,-248
0,8,16,-144
0,8,17,-128
0,8,18,-82
0,8,19,-206
0,9,10,-189
0,9,11,-42
0,9,12,-107
0,9,13,-94
0,9,14,-58
0,9,15,-200
0,9,16,-58
0,9,17,-55
0,9,18,-20
0,9,19,-77
0,10,11,-105
0,10,12,-232
0,10,13,-334
0,10,14,-190
0,10,15,-240
0,10,16,-164
0,10,17,-149
0,10,18,-120
0,10,19,-232
0,11,12,-86
0,11,13,-119
0,11,14,-40
0,11,15,-177
0,11,16,58
0,11,17,-62
0,11,18,-16
0,11,19,-103
0,12,13,-233
0,12,14,-109
0,12,15,-260
0,12,16,-129
0,12,17,-162
0,12,18,-94
0,12,19,-281
0,13,14,-180
0,13,15,-232
0,13,16,-190
0,13,17,-153
0,13,18,-167
0,13,19,-230
0,14,15,-169
0,14,16,-44
0,14,17,-52
0,14,18,-53
0,14,19,-118
0,15,16,-120
0,15,17,-191
0,15,18,-185
0,15,19,-240
0,16,17,-53
0,16,18,19
0,16,19,-117
0,17,18,-55
0,17,19,-161
0,18,19,-90
1,2,3,-240
1,2,4,-106
1,2,5,-226
1,2,6,-111
1,2,7,-197
1,2,8,-196
1,2,9,-163
1,2,10,-203
1,2,11,-36
1,2,12,-227
1,2,13,-172
1,2,14,-184
1,2,15,-187
1,2,16,-87
1,2,17,-143
1,2,18,-120
1,2,19,-256
1,3,4,-86
1,3,5,-277
1,3,6,-92
1,3,7,-234
1,3,8,-157
1,3,9,-122
1,3,10,-210
1,3,11,-96
1,3,12,-242
1,3,13,-258
1,3,14,-146
1,3,15,-230
1,3,16,-139
1,3,17,-102
1,3,18,-74
1,3,19,-309
1,4,5,-106
1,4,6,18
1,4,7,-89
1,4,8,-39
1,4,9,-46
1,4,10,-141
1,4,11,-10
1,4,12,-109
1,4,13,-126
1,4,14,-79
1,4,15,-151
1,4,16,-26
1,4,17,-14
1,4,18,-43
1,4,19,-87
1,5,6,-108
1,5,7,-243
1,5,8,-126
1,5,9,-135
1,5,10,-198
1,5,11,-93
1,5,12,-227
1,5,13,-191
1,5,14,-217
1,5,15,-195
1,5,16,-67
1,5,17,-90
1,5,18,-165
1,5,19,-251
1,6,7,-152
1,6,8,-51
1,6,9,-34
1,6,10,-121
1,6,11,41
1,6,12,-92
1,6,13,-116
1,6,14,-38
1,6,15,-143
1,6,16,-4
1,6,17,14
1,6,18,-47
1,6,19,-102
1,7,8,-165
1,7,9,-198
1,7,10,-238
1,7,11,-150
1,7,12,-210
1,7,13,-278
1,7,14,-200
1,7,15,-218
1,7,16,-188
1,7,17,-75
1,7,18,-100
1,7,19,-235
1,8,9,-122
1,8,10,-198
1,8,11,-52
1,8,12,-259
1,8,13,-202
1,8,14,-130
1,8,15,-175
1,8,16,-79
1,8,17,-78
1,8,18,-77
1,8,19,-156
1,9,10,-206
1,9,11,-97
1,9,12,-185
1,9,13,-145
1,9,14,-101
1,9,15,-178
1,9,16,-56
1,9,17,-53
1,9,18,-54
1,9,19,-80
1,10,11,-54
1,10,12,-208
1,10,13,-287
1,10,14,-155
1,10,15,-189
1,10,16,-150
1,10,17,-79
1,10,18,-76
1,10,19,-221
1,11,12,-109
1,11,13,-50
1,11,14,-44
1,11,15,-82
1,11,16,50
1,11,17,-16
1,11,18,-14
1,11,19,-90
1,12,13,-219
1,12,14,-155
1,12,15,-230
1,12,16,-131
1,12,17,-68
1,12,18,-103
1,12,19,-194
1,13,14,-155
1,13,15,-150
1,13,16,-184
1,13,17,-64
1,13,18,-127
1,13,19,-224
1,14,15,-187
1,14,16,-24
1,14,17,-74
1,14,18,-56
1,14,19,-179
1,15,16,-84
1,15,17,-132
1,15,18,-136
1,15,19,-206
1,16,17,-22
1,16,18,32
1,16,19,-124
1,17,18,-12
1,17,19,-79
1,18,19,-98
2,3,4,-128
2,3,5,-214
2,3,6,-129
2,3,7,-192
2,3,8,-106
2,3,9,-75
2,3,10,-186
2,3,11,-97
2,3,12,-253
2,3,13,-243
2,3,14,-100
2,3,15,-212
2,3,16,-104
2,3,17,-167
2,3,18,-147
