0,7,5,7,12,1,2,5,9,13,2,6,9,14,6,8,8,3,4,9
7,0,6,8,4,4,2,5,2,2,9,6,10,7,6,11,7,7,4,2
5,6,0,5,6,7,5,8,17,2,5,4,7,7,4,4,11,2,10,5
7,8,5,0,10,4,4,7,14,4,8,3,1,4,5,4,4,1,7,6
12,4,6,10,0,7,8,2,10,14,6,2,4,5,9,7,10,7,1,4
1,4,7,4,7,0,6,9,6,8,4,7,9,6,4,4,4,1,6,7
2,2,5,4,8,6,0,7,11,6,4,3,7,6,1,4,6,8,3,10
5,5,8,7,2,9,7,0,9,3,6,4,0,7,5,6,7,8,9,0
9,2,17,14,10,6,11,9,0,8,10,10,2,8,1,6,4,3,6,6
13,2,2,4,14,8,6,3,8,0,6,5,3,4,4,13,10,2,3,6
2,9,5,8,6,4,4,6,10,6,0,5,5,5,6,9,10,5,6,8
6,6,4,3,2,7,3,4,10,5,5,0,5,4,2,8,3,4,5,10
9,10,7,1,4,9,7,0,2,3,5,5,0,-1,7,6,8,1,5,4
14,7,7,4,5,6,6,7,8,4,5,4,-1,0,6,8,5,8,2,4
6,6,4,5,9,4,1,5,1,4,6,2,7,6,0,5,9,8,0,7
8,11,4,4,7,4,4,6,6,13,9,8,6,8,5,0,6,3,5,9
8,7,11,4,10,4,6,7,4,10,10,3,8,5,9,6,0,7,9,3
3,7,2,1,7,1,8,8,3,2,5,4,1,8,8,3,7,0,6,7
4,4,10,7,1,6,3,9,6,3,6,5,5,2,0,5,9,6,0,6
9,2,5,6,4,7,10,0,6,6,8,10,4,4,7,9,3,7,6,0
