0,5,6,6,4,1,5,3,11,10,9,5,6,3,8,5,18,11,6,5
5,0,4,5,3,7,7,6,7,4,4,8,9,6,18,8,6,4,6,21
6,4,0,8,9,14,14,6,4,6,4,5,12,8,9,9,9,2,5,12
6,5,8,0,7,4,9,4,7,11,9,4,8,2,20,0,7,9,11,5
4,3,9,7,0,6,7,5,5,8,4,5,7,5,14,11,4,4,8,8
1,7,14,4,6,0,8,6,6,10,7,4,7,3,16,2,8,5,4,8
5,7,14,9,7,8,0,9,3,2,4,9,7,6,9,5,1,11,7,3
3,6,6,4,5,6,9,0,2,9,6,4,6,12,5,5,7,9,1,1
11,7,4,7,5,6,3,2,0,9,3,4,5,5,7,13,7,8,8,14
10,4,6,11,8,10,2,9,9,0,7,6,9,5,4,10,2,5,10,2
9,4,4,9,4,7,4,6,3,7,0,17,3,14,2,6,8,3,7,13
5,8,5,4,5,4,9,4,4,6,17,0,4,5,10,6,7,5,3,7
6,9,12,8,7,7,7,6,5,9,3,4,0,6,3,0,5,11,4,4
3,6,8,2,5,3,6,12,5,5,14,5,6,0,9,3,8,11,4,5
8,18,9,20,14,16,9,5,7,4,2,10,3,9,0,6,2,2,12,4
5,8,9,0,11,2,5,5,13,10,6,6,0,3,6,0,4,5,5,3
18,6,9,7,4,8,1,7,7,2,8,7,5,8,2,4,0,5,7,4
11,4,2,9,4,5,11,9,8,5,3,5,11,11,2,5,5,0,4,3
6,6,5,11,8,4,7,1,8,10,7,3,4,4,12,5,7,4,0,12
5,21,12,5,8,8,3,1,14,2,13,7,4,5,4,3,4,3,12,0
