0,5,7,7,7,3,6,0,6,4,13,4,19,3,11,9,4,3,6,6
5,0,2,7,6,4,11,2,5,2,9,7,8,2,1,5,8,2,14,2
7,2,0,6,7,8,14,8,5,4,6,15,6,10,6,2,5,8,8,6
7,7,6,0,4,6,4,1,10,6,9,8,1,3,6,2,2,7,8,0
7,6,7,4,0,8,9,5,3,12,5,6,6,7,4,6,4,0,4,6
3,4,8,6,8,0,4,5,5,6,5,5,6,9,7,10,7,4,5,7
6,11,14,4,9,4,0,3,7,6,7,4,11,12,7,1,3,6,5,7
0,2,8,1,5,5,3,0,8,4,6,3,10,2,2,9,4,5,11,8
6,5,5,10,3,5,7,8,0,4,4,10,4,9,5,11,9,7,7,11
4,2,4,6,12,6,6,4,4,0,3,3,4,3,15,4,7,2,4,3
13,9,6,9,5,5,7,6,4,3,0,5,4,7,9,11,9,13,2,11
4,7,15,8,6,5,4,3,10,3,5,0,6,4,6,8,13,5,1,4
19,8,6,1,6,6,11,10,4,4,4,6,0,7,1,7,5,7,18,5
3,2,10,3,7,9,12,2,9,3,7,4,7,0,5,6,1,4,7,4
11,1,6,6,4,7,7,2,5,15,9,6,1,5,0,8,0,11,6,6
9,5,2,2,6,10,1,9,11,4,11,8,7,6,8,0,10,13,2,6
4,8,5,2,4,7,3,4,9,7,9,13,5,1,0,10,0,8,6,3
3,2,8,7,0,4,6,5,7,2,13,5,7,4,11,13,8,0,6,8
6,14,8,8,4,5,5,11,7,4,2,1,18,7,6,2,6,6,0,8
6,2,6,0,6,7,7,8,11,3,11,4,5,4,6,6,3,8,8,0
