i,j,k,I_scaled
0,1,2,-197
0,1,3,-123
0,1,4,-82
0,1,5,-99
0,1,6,-129
0,1,7,-148
0,1,8,-167
0,1,9,-124
0,1,10,-152
0,1,11,-190
0,1,12,-193
0,1,13,-167
0,1,14,-84
0,1,15,-219
0,1,16,-70
0,1,17,-167
0,1,18,-123
0,1,19,-53
0,2,3,-58
0,2,4,-60
0,2,5,-151
0,2,6,-152
0,2,7,-273
0,2,8,-145
0,2,9,-160
0,2,10,-164
0,2,11,-189
0,2,12,-227
0,2,13,-54
0,2,14,-150
0,2,15,-244
0,2,16,-117
0,2,17,-120
0,2,18,-43
0,2,19,-128
0,3,4,8
0,3,5,14
0,3,6,-40
0,3,7,-65
0,3,8,-52
0,3,9,-6
0,3,10,-27
0,3,11,-119
0,3,12,-83
0,3,13,6
0,3,14,-22
0,3,15,-149
0,3,16,72
0,3,17,-39
0,3,18,91
0,3,19,88
0,4,5,68
0,4,6,-33
0,4,7,8
0,4,8,7
0,4,9,5
0,4,10,-29
0,4,11,-59
0,4,12,-46
0,4,13,9
0,4,14,-16
0,4,15,-135
0,4,16,64
0,4,17,-4
0,4,18,5
0,4,19,63
0,5,6,-27
0,5,7,-40
0,5,8,-7
0,5,9,26
0,5,10,-52
0,5,11,-140
0,5,12,-138
0,5,13,-18
0,5,14,-16
0,5,15,-135
0,5,16,35
0,5,17,-48
0,5,18,21
0,5,19,-8
0,6,7,-73
0,6,8,-51
0,6,9,-36
0,6,10,-46
0,6,11,-141
0,6,12,-65
0,6,13,-37
0,6,14,-57
0,6,15,-83
0,6,16,28
0,6,17,-111
0,6,18,-33
0,6,19,-28
0,7,8,-101
0,7,9,-46
0,7,10,-104
0,7,11,-150
0,7,12,-159
0,7,13,-71
0,7,14,-68
0,7,15,-195
0,7,16,28
0,7,17,-70
0,7,18,-3
0,7,19,-12
0,8,9,-51
0,8,10,-92
0,8,11,-122
0,8,12,-151
0,8,13,-35
0,8,14,-119
0,8,15,-183
0,8,16,39
0,8,17,-79
0,8,18,23
0,8,19,-31
0,9,10,-32
0,9,11,-118
0,9,12,-142
0,9,13,-5
0,9,14,-42
0,9,15,-175
0,9,16,32
0,9,17,-113
0,9,18,42
0,9,19,-14
0,10,11,-163
0,10,12,-126
0,10,13,-40
0,10,14,-127
0,10,15,-201
0,10,16,-15
0,10,17,-84
0,10,18,-23
0,10,19,-13
0,11,12,-184
0,11,13,-129
0,11,14,-123
0,11,15,-237
0,11,16,-35
0,11,17,-149
0,11,18,-27
0,11,19,-122
0,12,13,-34
0,12,14,-121
0,12,15,-239
0,12,16,-51
0,12,17,-129
0,12,18,-93
0,12,19,-98
0,13,14,9
0,13,15,-92
0,13,16,28
0,13,17,-65
0,13,18,2
0,13,19,1
0,14,15,-115
0,14,16,38
0,14,17,-84
0,14,18,-4
0,14,19,-20
0,15,16,-23
0,15,17,-171
0,15,18,-65
0,15,19,-148
0,16,17,16
0,16,18,49
0,16,19,90
0,17,18,-9
0,17,19,-74
0,18,19,33
1,2,3,-147
1,2,4,-109
1,2,5,-150
1,2,6,-177
1,2,7,-317
1,2,8,-246
1,2,9,-242
1,2,10,-244
1,2,11,-224
1,2,12,-257
1,2,13,-140
1,2,14,-239
1,2,15,-241
1,2,16,-222
1,2,17,-222
1,2,18,-150
1,2,19,-163
1,3,4,-78
1,3,5,-71
1,3,6,-102
1,3,7,-194
1,3,8,-211
1,3,9,-122
1,3,10,-145
1,3,11,-201
1,3,12,-173
1,3,13,-114
1,3,14,-155
1,3,15,-216
1,3,16,-138
1,3,17,-161
1,3,18,-46
1,3,19,19
1,4,5,27
1,4,6,-47
1,4,7,-112
1,4,8,-114
1,4,9,-71
1,4,10,-146
1,4,11,-88
1,4,12,-99
1,4,13,-107
1,4,14,-59
1,4,15,-156
1,4,16,-102
1,4,17,-101
1,4,18,-90
1,4,19,44
1,5,6,-16
1,5,7,-160
1,5,8,-86
1,5,9,-59
1,5,10,-97
1,5,11,-130
1,5,12,-136
1,5,13,-67
1,5,14,-44
1,5,15,-126
1,5,16,-95
1,5,17,-88
1,5,18,-47
1,5,19,-22
1,6,7,-165
1,6,8,-164
1,6,9,-86
1,6,10,-92
1,6,11,-124
1,6,12,-128
1,6,13,-87
1,6,14,-102
1,6,15,-117
1,6,16,-107
1,6,17,-187
1,6,18,-95
1,6,19,-1
1,7,8,-224
1,7,9,-179
1,7,10,-250
1,7,11,-224
1,7,12,-233
1,7,13,-244
1,7,14,-228
1,7,15,-276
1,7,16,-228
1,7,17,-206
1,7,18,-149
1,7,19,-98
1,8,9,-273
1,8,10,-252
1,8,11,-219
1,8,12,-229
1,8,13,-211
1,8,14,-264
1,8,15,-247
1,8,16,-172
1,8,17,-256
1,8,18,-187
1,8,19,-108
1,9,10,-184
1,9,11,-198
1,9,12,-210
1,9,13,-142
1,9,14,-156
1,9,15,-227
1,9,16,-185
1,9,17,-259
1,9,18,-61
1,9,19,-119
1,10,11,-238
1,10,12,-212
1,10,13,-164
1,10,14,-199
1,10,15,-242
1,10,16,-207
1,10,17,-215
1,10,18,-142
1,10,19,-65
1,11,12,-223
1,11,13,-194
1,11,14,-242
1,11,15,-280
1,11,16,-188
1,11,17,-233
1,11,18,-110
1,11,19,-110
1,12,13,-173
1,12,14,-230
1,12,15,-248
1,12,16,-223
1,12,17,-225
1,12,18,-193
1,12,19,-100
1,13,14,-103
1,13,15,-172
1,13,16,-189
1,13,17,-199
1,13,18,-190
1,13,19,-108
1,14,15,-181
1,14,16,-143
1,14,17,-244
1,14,18,-177
1,14,19,-94
1,15,16,-163
1,15,17,-244
1,15,18,-120
1,15,19,-117
1,16,17,-175
1,16,18,-137
1,16,19,-35
1,17,18,-163
1,17,19,-147
1,18,19,-22
2,3,4,1
2,3,5,-60
2,3,6,-55
2,3,7,-263
2,3,8,-114
2,3,9,-119
2,3,10,-71
2,3,11,-129
2,3,12,-105
2,3,13,-18
2,3,14,-85
2,3,15,-136
2,3,16,-75
2,3,17,-85
2,3,18,20
2,3,19,3
2,4,5,-51
2,4,6,-84
2,4,7,-191
2,4,8,-115
2,4,9,-115
2,4,10,-97
2,4,11,-116
2,4,12,-110
2,4,13,-40
2,4,14,-103
2,4,15,-175
2,4,16,-63
2,4,17,-97
2,4,18,-53
2,4,19,-3
2,5,6,-142
2,5,7,-275
2,5,8,-154
2,5,9,-150
2,5,10,-174
2,5,11,-195
2,5,12,-267
2,5,13,-68
2,5,14,-153
2,5,15,-209
2,5,16,-149
2,5,17,-176
2,5,18,-64
2,5,19,-145
2,6,7,-296
2,6,8,-232
2,6,9,-169
2,6,10,-168
2,6,11,-195
2,6,12,-170
2,6,13,-81
2,6,14,-225
2,6,15,-171
2,6,16,-160
2,6,17,-239
2,6,18,-93
2,6,19,-131
2,7,8,-331
2,7,9,-279
2,7,10,-361
2,7,11,-319
2,7,12,-337
2,7,13,-212
2,7,14,-307
2,7,15,-370
2,7,16,-298
2,7,17,-307
2,7,18,-178
2,7,19,-225
2,8,9,-237
2,8,10,-307
2,8,11,-229
2,8,12,-227
2,8,13,-107
2,8,14,-226
2,8,15,-238
2,8,16,-180
2,8,17,-231
2,8,18,-116
2,8,19,-151
2,9,10,-188
2,9,11,-219
2,9,12,-203
2,9,13,-102
2,9,14,-192
2,9,15,-252
2,9,16,-172
2,9,17,-246
2,9,18,-57
2,9,19,-179
