i,j,k,I_scaled
0,1,2,-68
0,1,3,-76
0,1,4,-247
0,1,5,-194
0,1,6,-50
0,1,7,-242
0,1,8,-249
0,1,9,-121
0,1,10,-126
0,1,11,-210
0,1,12,-119
0,1,13,-239
0,1,14,-218
0,1,15,-230
0,1,16,-204
0,1,17,-216
0,1,18,-265
0,1,19,-200
0,2,3,-42
0,2,4,-61
0,2,5,-119
0,2,6,-21
0,2,7,-81
0,2,8,-91
0,2,9,15
0,2,10,1
0,2,11,-79
0,2,12,-40
0,2,13,-88
0,2,14,-85
0,2,15,-103
0,2,16,-123
0,2,17,-87
0,2,18,-58
0,2,19,-90
0,3,4,-62
0,3,5,-158
0,3,6,62
0,3,7,-66
0,3,8,-177
0,3,9,-32
0,3,10,-49
0,3,11,-82
0,3,12,-74
0,3,13,-165
0,3,14,-81
0,3,15,-100
0,3,16,-125
0,3,17,-104
0,3,18,-95
0,3,19,-67
0,4,5,-214
0,4,6,-64
0,4,7,-234
0,4,8,-250
0,4,9,-140
0,4,10,-112
0,4,11,-195
0,4,12,-107
0,4,13,-210
0,4,14,-260
0,4,15,-227
0,4,16,-228
0,4,17,-228
0,4,18,-197
0,4,19,-220
0,5,6,-158
0,5,7,-244
0,5,8,-254
0,5,9,-114
0,5,10,-87
0,5,11,-215
0,5,12,-197
0,5,13,-240
0,5,14,-192
0,5,15,-220
0,5,16,-289
0,5,17,-243
0,5,18,-264
0,5,19,-271
0,6,7,-82
0,6,8,-134
0,6,9,11
0,6,10,-28
0,6,11,-127
0,6,12,-25
0,6,13,-137
0,6,14,-145
0,6,15,-157
0,6,16,-83
0,6,17,-80
0,6,18,-89
0,6,19,-139
0,7,8,-262
0,7,9,-122
0,7,10,-102
0,7,11,-229
0,7,12,-161
0,7,13,-238
0,7,14,-279
0,7,15,-240
0,7,16,-255
0,7,17,-237
0,7,18,-222
0,7,19,-224
0,8,9,-123
0,8,10,-141
0,8,11,-243
0,8,12,-129
0,8,13,-258
0,8,14,-256
0,8,15,-251
0,8,16,-284
0,8,17,-271
0,8,18,-252
0,8,19,-243
0,9,10,23
0,9,11,-192
0,9,12,-8
0,9,13,-109
0,9,14,-168
0,9,15,-180
0,9,16,-133
0,9,17,-108
0,9,18,-87
0,9,19,-110
0,10,11,-104
0,10,12,-39
0,10,13,-83
0,10,14,-158
0,10,15,-95
0,10,16,-117
0,10,17,-97
0,10,18,-91
0,10,19,-91
0,11,12,-178
0,11,13,-225
0,11,14,-176
0,11,15,-289
0,11,16,-279
0,11,17,-221
0,11,18,-223
0,11,19,-211
0,12,13,-135
0,12,14,-101
0,12,15,-230
0,12,16,-194
0,12,17,-162
0,12,18,-129
0,12,19,-169
0,13,14,-283
0,13,15,-235
0,13,16,-251
0,13,17,-231
0,13,18,-206
0,13,19,-209
0,14,15,-198
0,14,16,-257
0,14,17,-206
0,14,18,-184
0,14,19,-211
0,15,16,-295
0,15,17,-230
0,15,18,-243
0,15,19,-232
0,16,17,-273
0,16,18,-322
0,16,19,-216
0,17,18,-260
0,17,19,-229
0,18,19,-314
1,2,3,7
1,2,4,-95
1,2,5,-125
1,2,6,-42
1,2,7,-65
1,2,8,-41
1,2,9,64
1,2,10,-18
1,2,11,-36
1,2,12,-29
1,2,13,-55
1,2,14,-118
1,2,15,-117
1,2,16,-92
1,2,17,-86
1,2,18,-51
1,2,19,-105
1,3,4,-50
1,3,5,-69
1,3,6,49
1,3,7,-122
1,3,8,-114
1,3,9,-6
1,3,10,-41
1,3,11,-93
1,3,12,-42
1,3,13,-124
1,3,14,-81
1,3,15,-137
1,3,16,-62
1,3,17,-132
1,3,18,-84
1,3,19,-77
1,4,5,-248
1,4,6,-47
1,4,7,-243
1,4,8,-187
1,4,9,-144
1,4,10,-123
1,4,11,-218
1,4,12,-79
1,4,13,-205
1,4,14,-206
1,4,15,-222
1,4,16,-162
1,4,17,-240
1,4,18,-257
1,4,19,-210
1,5,6,-126
1,5,7,-236
1,5,8,-228
1,5,9,-77
1,5,10,-119
1,5,11,-166
1,5,12,-131
1,5,13,-207
1,5,14,-191
1,5,15,-192
1,5,16,-179
1,5,17,-190
1,5,18,-211
1,5,19,-194
1,6,7,-66
1,6,8,-133
1,6,9,-9
1,6,10,-57
1,6,11,-124
1,6,12,-19
1,6,13,-129
1,6,14,-142
1,6,15,-160
1,6,16,-21
1,6,17,-80
1,6,18,-78
1,6,19,-127
1,7,8,-219
1,7,9,-61
1,7,10,-111
1,7,11,-179
1,7,12,-121
1,7,13,-228
1,7,14,-246
1,7,15,-265
1,7,16,-166
1,7,17,-278
1,7,18,-229
1,7,19,-241
1,8,9,-74
1,8,10,-135
1,8,11,-187
1,8,12,-71
1,8,13,-157
1,8,14,-242
1,8,15,-205
1,8,16,-161
1,8,17,-217
1,8,18,-252
1,8,19,-233
1,9,10,29
