i,j,k,I_scaled
0,1,2,-243
0,1,3,-244
0,1,4,-182
0,1,5,-106
0,1,6,-218
0,1,7,-169
0,1,8,-231
0,1,9,-134
0,1,10,-228
0,1,11,-214
0,1,12,-215
0,1,13,-164
0,1,14,-205
0,1,15,-139
0,1,16,-288
0,1,17,-212
0,1,18,-217
0,1,19,-214
0,2,3,-260
0,2,4,-180
0,2,5,-109
0,2,6,-213
0,2,7,-104
0,2,8,-225
0,2,9,-95
0,2,10,-217
0,2,11,-208
0,2,12,-243
0,2,13,-118
0,2,14,-234
0,2,15,-134
0,2,16,-275
0,2,17,-240
0,2,18,-271
0,2,19,-277
0,3,4,-148
0,3,5,-92
0,3,6,-235
0,3,7,-97
0,3,8,-205
0,3,9,-39
0,3,10,-215
0,3,11,-217
0,3,12,-282
0,3,13,-104
0,3,14,-266
0,3,15,-86
0,3,16,-237
0,3,17,-232
0,3,18,-212
0,3,19,-252
0,4,5,-64
0,4,6,-235
0,4,7,-75
0,4,8,-286
0,4,9,-49
0,4,10,-259
0,4,11,-220
0,4,12,-206
0,4,13,-50
0,4,14,-190
0,4,15,-45
0,4,16,-228
0,4,17,-174
0,4,18,-179
0,4,19,-198
0,5,6,-101
0,5,7,-7
0,5,8,-157
0,5,9,28
0,5,10,-167
0,5,11,-89
0,5,12,-158
0,5,13,-19
0,5,14,-129
0,5,15,-1
0,5,16,-78
0,5,17,-117
0,5,18,-85
0,5,19,-143
0,6,7,-205
0,6,8,-239
0,6,9,-139
0,6,10,-239
0,6,11,-219
0,6,12,-262
0,6,13,-78
0,6,14,-297
0,6,15,-148
0,6,16,-308
0,6,17,-234
0,6,18,-282
0,6,19,-255
0,7,8,-177
0,7,9,-32
0,7,10,-112
0,7,11,-116
0,7,12,-130
0,7,13,-16
0,7,14,-110
0,7,15,-49
0,7,16,-184
0,7,17,-141
0,7,18,-131
0,7,19,-121
0,8,9,-123
0,8,10,-245
0,8,11,-212
0,8,12,-236
0,8,13,-199
0,8,14,-235
0,8,15,-112
0,8,16,-271
0,8,17,-234
0,8,18,-315
0,8,19,-238
0,9,10,-76
0,9,11,-52
0,9,12,-117
0,9,13,41
0,9,14,-84
0,9,15,12
0,9,16,-110
0,9,17,-140
0,9,18,-97
0,9,19,-67
0,10,11,-211
0,10,12,-248
0,10,13,-100
0,10,14,-220
0,10,15,-144
0,10,16,-341
0,10,17,-236
0,10,18,-275
0,10,19,-250
0,11,12,-219
0,11,13,-82
0,11,14,-215
0,11,15,-76
0,11,16,-227
0,11,17,-194
0,11,18,-208
0,11,19,-196
0,12,13,-137
0,12,14,-276
0,12,15,-213
0,12,16,-278
0,12,17,-258
0,12,18,-262
0,12,19,-263
0,13,14,-114
0,13,15,80
0,13,16,-183
0,13,17,-94
0,13,18,-122
0,13,19,-77
0,14,15,-117
0,14,16,-257
0,14,17,-234
0,14,18,-254
0,14,19,-289
0,15,16,-124
0,15,17,-108
0,15,18,-89
0,15,19,-66
0,16,17,-264
0,16,18,-210
0,16,19,-225
0,17,18,-243
0,17,19,-223
0,18,19,-231
1,2,3,-248
1,2,4,-147
1,2,5,-81
1,2,6,-189
1,2,7,-179
1,2,8,-227
1,2,9,-104
1,2,10,-198
1,2,11,-259
1,2,12,-220
1,2,13,-178
1,2,14,-226
1,2,15,-189
1,2,16,-256
1,2,17,-221
1,2,18,-207
1,2,19,-236
1,3,4,-164
1,3,5,-114
1,3,6,-223
1,3,7,-183
