i,j,k,I_scaled
0,1,2,-106
0,1,3,-88
0,1,4,-9
0,1,5,-163
0,1,6,-126
0,1,7,-153
0,1,8,-115
0,1,9,-193
0,1,10,-51
0,1,11,-220
0,1,12,-72
0,1,13,-136
0,1,14,-54
0,1,15,-66
0,1,16,-30
0,1,17,-80
0,1,18,-68
0,1,19,-126
0,2,3,-153
0,2,4,-92
0,2,5,-164
0,2,6,-206
0,2,7,-251
0,2,8,-208
0,2,9,-237
0,2,10,-36
0,2,11,-244
0,2,12,-145
0,2,13,-195
0,2,14,-86
0,2,15,-160
0,2,16,-86
0,2,17,-72
0,2,18,-98
0,2,19,-230
0,3,4,-98
0,3,5,-222
0,3,6,-139
0,3,7,-216
0,3,8,-207
0,3,9,-230
0,3,10,-108
0,3,11,-196
0,3,12,-124
0,3,13,-193
0,3,14,-76
0,3,15,-135
0,3,16,-80
0,3,17,-94
0,3,18,-129
0,3,19,-266
0,4,5,-196
0,4,6,-186
0,4,7,-155
0,4,8,-152
0,4,9,-155
0,4,10,-35
0,4,11,-144
0,4,12,-90
0,4,13,-149
0,4,14,-90
0,4,15,-122
0,4,16,-86
0,4,17,-94
0,4,18,-100
0,4,19,-156
0,5,6,-226
0,5,7,-237
0,5,8,-250
0,5,9,-265
0,5,10,-112
0,5,11,-238
0,5,12,-134
0,5,13,-243
0,5,14,-115
0,5,15,-190
0,5,16,-86
0,5,17,-83
0,5,18,-155
0,5,19,-244
0,6,7,-255
0,6,8,-240
0,6,9,-257
0,6,10,-170
0,6,11,-262
0,6,12,-152
0,6,13,-265
0,6,14,-92
0,6,15,-120
0,6,16,-130
0,6,17,-109
0,6,18,-105
0,6,19,-272
0,7,8,-248
0,7,9,-251
0,7,10,-118
0,7,11,-247
0,7,12,-144
0,7,13,-288
0,7,14,-156
0,7,15,-175
0,7,16,-106
0,7,17,-140
0,7,18,-148
0,7,19,-262
0,8,9,-253
0,8,10,-201
0,8,11,-234
0,8,12,-202
0,8,13,-264
0,8,14,-183
0,8,15,-175
0,8,16,-149
0,8,17,-112
0,8,18,-182
0,8,19,-251
0,9,10,-161
0,9,11,-271
0,9,12,-190
0,9,13,-257
0,9,14,-203
0,9,15,-208
0,9,16,-193
0,9,17,-157
0,9,18,-173
0,9,19,-263
0,10,11,-215
0,10,12,-70
0,10,13,-139
0,10,14,-73
0,10,15,-87
0,10,16,-37
0,10,17,-51
0,10,18,-57
0,10,19,-204
0,11,12,-227
0,11,13,-279
0,11,14,-174
0,11,15,-242
0,11,16,-134
0,11,17,-129
0,11,18,-175
0,11,19,-323
0,12,13,-171
0,12,14,-61
0,12,15,-121
0,12,16,-69
0,12,17,-100
0,12,18,-86
0,12,19,-238
0,13,14,-176
0,13,15,-150
0,13,16,-133
0,13,17,-209
0,13,18,-125
0,13,19,-191
0,14,15,-74
0,14,16,6
0,14,17,-77
0,14,18,-48
0,14,19,-198
0,15,16,15
0,15,17,-64
0,15,18,-65
0,15,19,-185
0,16,17,20
0,16,18,-66
0,16,19,-132
0,17,18,-77
0,17,19,-245
0,18,19,-176
1,2,3,30
1,2,4,51
1,2,5,-41
1,2,6,-60
1,2,7,-95
1,2,8,-93
1,2,9,-161
1,2,10,17
1,2,11,-142
1,2,12,-11
1,2,13,-4
1,2,14,-9
1,2,15,-7
1,2,16,-10
1,2,17,-5
1,2,18,-10
1,2,19,-89
1,3,4,68
1,3,5,-125
1,3,6,-38
1,3,7,-38
1,3,8,-22
1,3,9,-121
1,3,10,20
1,3,11,-47
1,3,12,-26
1,3,13,-27
1,3,14,49
1,3,15,11
1,3,16,29
1,3,17,-7
1,3,18,9
1,3,19,-64
1,4,5,-107
1,4,6,-67
1,4,7,4
1,4,8,25
1,4,9,-47
1,4,10,29
1,4,11,-64
1,4,12,79
1,4,13,7
1,4,14,-22
1,4,15,52
1,4,16,40
1,4,17,21
1,4,18,-9
1,4,19,-10
1,5,6,-143
1,5,7,-171
1,5,8,-124
1,5,9,-225
1,5,10,-57
1,5,11,-185
1,5,12,-53
1,5,13,-193
1,5,14,-96
1,5,15,-117
1,5,16,-86
1,5,17,-61
1,5,18,-118
1,5,19,-165
1,6,7,-105
1,6,8,-83
1,6,9,-187
1,6,10,-92
1,6,11,-183
1,6,12,-39
1,6,13,-111
1,6,14,-60
1,6,15,-14
1,6,16,-26
1,6,17,-72
1,6,18,-5
1,6,19,-110
1,7,8,-102
1,7,9,-199
1,7,10,-38
1,7,11,-142
1,7,12,9
1,7,13,-122
