i,j,k,I_scaled
0,1,2,-99
0,1,3,-110
0,1,4,-81
0,1,5,-65
0,1,6,-201
0,1,7,-46
0,1,8,-141
0,1,9,-140
0,1,10,-68
0,1,11,-106
0,1,12,-141
0,1,13,-169
0,1,14,-127
0,1,15,-189
0,1,16,-120
0,1,17,-54
0,1,18,-157
0,1,19,-124
0,2,3,-123
0,2,4,-102
0,2,5,-84
0,2,6,-155
0,2,7,-55
0,2,8,-136
0,2,9,-233
0,2,10,-63
0,2,11,-33
0,2,12,-130
0,2,13,-153
0,2,14,-145
0,2,15,-121
0,2,16,-131
0,2,17,-67
0,2,18,-128
0,2,19,-131
0,3,4,-84
0,3,5,-104
0,3,6,-224
0,3,7,-94
0,3,8,-160
0,3,9,-147
0,3,10,-115
0,3,11,-133
0,3,12,-173
0,3,13,-232
0,3,14,-137
0,3,15,-193
0,3,16,-130
0,3,17,-84
0,3,18,-204
0,3,19,-119
0,4,5,-22
0,4,6,-138
0,4,7,-9
0,4,8,-108
0,4,9,-149
0,4,10,10
0,4,11,-41
0,4,12,-132
0,4,13,-179
0,4,14,-99
0,4,15,-111
0,4,16,-94
0,4,17,-16
0,4,18,-76
0,4,19,-109
0,5,6,-117
0,5,7,-45
0,5,8,-55
0,5,9,-106
0,5,10,-40
0,5,11,-66
0,5,12,-69
0,5,13,-89
0,5,14,-96
0,5,15,-52
0,5,16,-75
0,5,17,36
0,5,18,-141
0,5,19,-106
0,6,7,-106
0,6,8,-164
0,6,9,-258
0,6,10,-203
0,6,11,-163
0,6,12,-239
0,6,13,-242
0,6,14,-209
0,6,15,-238
0,6,16,-253
0,6,17,-97
0,6,18,-210
0,6,19,-182
0,7,8,-55
0,7,9,-96
0,7,10,5
0,7,11,-82
0,7,12,-78
0,7,13,-102
0,7,14,-47
0,7,15,-82
0,7,16,-111
0,7,17,4
0,7,18,-101
0,7,19,-73
0,8,9,-215
0,8,10,-35
0,8,11,-116
0,8,12,-197
0,8,13,-226
0,8,14,-162
0,8,15,-150
0,8,16,-113
0,8,17,-43
0,8,18,-209
0,8,19,-132
0,9,10,-100
0,9,11,-206
0,9,12,-286
0,9,13,-225
0,9,14,-296
0,9,15,-301
0,9,16,-146
0,9,17,-110
0,9,18,-236
0,9,19,-209
0,10,11,-41
0,10,12,-71
0,10,13,-149
0,10,14,-62
0,10,15,-93
0,10,16,-41
0,10,17,-11
0,10,18,-138
0,10,19,-71
0,11,12,-110
0,11,13,-151
0,11,14,-145
0,11,15,-178
0,11,16,-137
0,11,17,-81
0,11,18,-128
0,11,19,-120
0,12,13,-230
0,12,14,-208
0,12,15,-230
0,12,16,-140
0,12,17,-47
0,12,18,-205
0,12,19,-143
0,13,14,-174
0,13,15,-220
0,13,16,-215
0,13,17,-128
0,13,18,-214
0,13,19,-180
0,14,15,-222
0,14,16,-121
0,14,17,-24
0,14,18,-200
0,14,19,-145
0,15,16,-140
0,15,17,-63
0,15,18,-180
0,15,19,-192
0,16,17,-71
0,16,18,-209
0,16,19,-124
0,17,18,-117
0,17,19,-70
0,18,19,-213
1,2,3,13
1,2,4,-6
1,2,5,-3
1,2,6,-70
1,2,7,26
1,2,8,9
1,2,9,-40
1,2,10,-2
1,2,11,93
1,2,12,10
1,2,13,-74
1,2,14,-1
1,2,15,-94
1,2,16,6
1,2,17,22
1,2,18,-25
1,2,19,6
1,3,4,-43
1,3,5,18
1,3,6,-121
1,3,7,8
1,3,8,-4
1,3,9,71
1,3,10,19
1,3,11,35
1,3,12,-11
1,3,13,-97
1,3,14,-14
1,3,15,-132
1,3,16,12
1,3,17,38
1,3,18,-98
1,3,19,-8
1,4,5,5
1,4,6,-90
1,4,7,4
1,4,8,-46
1,4,9,-38
1,4,10,-9
1,4,11,14
1,4,12,-35
1,4,13,-116
1,4,14,-35
1,4,15,-52
1,4,16,-9
1,4,17,3
1,4,18,-49
1,4,19,-34
1,5,6,-76
1,5,7,33
1,5,8,55
1,5,9,-4
1,5,10,3
1,5,11,22
1,5,12,16
1,5,13,-42
1,5,14,-11
1,5,15,-41
1,5,16,-2
1,5,17,45
1,5,18,-75
1,5,19,-25
1,6,7,-77
1,6,8,-53
1,6,9,-200
1,6,10,-111
1,6,11,-100
1,6,12,-172
1,6,13,-168
1,6,14,-121
1,6,15,-195
1,6,16,-126
1,6,17,-69
1,6,18,-197
1,6,19,-64
1,7,8,7
1,7,9,-37
1,7,10,15
1,7,11,11
1,7,12,-2
1,7,13,-63
1,7,14,-8
1,7,15,-48
1,7,16,-2
1,7,17,-7
1,7,18,-95
1,7,19,13
1,8,9,-72
1,8,10,45
1,8,11,3
1,8,12,-62
1,8,13,-77
1,8,14,-42
1,8,15,-70
1,8,16,-4
1,8,17,34
1,8,18,-109
1,8,19,6
1,9,10,-12
1,9,11,-44
1,9,12,-107
1,9,13,-111
1,9,14,-145
1,9,15,-183
1,9,16,23
1,9,17,-13
1,9,18,-159
1,9,19,-23
1,10,11,21
1,10,12,4
1,10,13,-106
1,10,14,-31
1,10,15,-62
1,10,16,-3
1,10,17,23
1,10,18,-121
1,10,19,-13
1,11,12,50
1,11,13,-33
1,11,14,5
1,11,15,-111
1,11,16,3
1,11,17,12
1,11,18,-60
1,11,19,35
1,12,13,-136
1,12,14,-71
1,12,15,-156
1,12,16,-29
1,12,17,-2
1,12,18,-163
1,12,19,-16
1,13,14,-101
1,13,15,-148
1,13,16,-115
1,13,17,-79
1,13,18,-165
1,13,19,-45
1,14,15,-142
1,14,16,28
1,14,17,13
1,14,18,-149
1,14,19,-23
1,15,16,-55
1,15,17,-83
1,15,18,-176
1,15,19,-134
1,16,17,7
1,16,18,-139
1,16,19,-31
1,17,18,-105
1,17,19,43
1,18,19,-97
2,3,4,-32
2,3,5,-8
2,3,6,-72
2,3,7,9
2,3,8,-13
2,3,9,5
2,3,10,-1
2,3,11,74
2,3,12,4
2,3,13,-119
2,3,14,-31
2,3,15,-100
2,3,16,11
2,3,17,-13
2,3,18,-46
2,3,19,19
2,4,5,-23
2,4,6,-59
2,4,7,11
2,4,8,-69
2,4,9,-53
2,4,10,-17
2,4,11,74
2,4,12,-32
2,4,13,-109
2,4,14,-52
2,4,15,-48
2,4,16,-27
2,4,17,-28
2,4,18,-23
2,4,19,-61
2,5,6,-21
2,5,7,9
2,5,8,17
2,5,9,-78
2,5,10,-7
2,5,11,75
2,5,12,2
2,5,13,-21
2,5,14,-24
2,5,15,-3
2,5,16,5
2,5,17,36
2,5,18,-51
2,5,19,2
2,6,7,-35
2,6,8,-41
2,6,9,-161
2,6,10,-91
2,6,11,58
2,6,12,-91
2,6,13,-117
2,6,14,-87
2,6,15,-82
2,6,16,-69
2,6,17,-35
2,6,18,-77
2,6,19,-16
2,7,8,15
2,7,9,-74
2,7,10,19
2,7,11,93
2,7,12,-16
2,7,13,-27
2,7,14,-24
2,7,15,-51
2,7,16,16
2,7,17,-6
2,7,18,-44
2,7,19,-9
2,8,9,-43
2,8,10,-4
2,8,11,90
2,8,12,-99
2,8,13,-90
2,8,14,-30
2,8,15,-43
2,8,16,9
2,8,17,19
2,8,18,-22
2,8,19,7
2,9,10,-3
2,9,11,88
2,9,12,-128
2,9,13,-140
2,9,14,-153
2,9,15,-141
2,9,16,29
2,9,17,-64
2,9,18,-114
2,9,19,-66
2,10,11,73
2,10,12,-16
2,10,13,-99
2,10,14,-32
2,10,15,-38
2,10,16,14
2,10,17,1
2,10,18,-26
2,10,19,-7
2,11,12,96
2,11,13,21
2,11,14,50
2,11,15,30
2,11,16,77
2,11,17,42
2,11,18,53
2,11,19,83
2,12,13,-71
2,12,14,-77
2,12,15,-109
2,12,16,44
2,12,17,-9
2,12,18,-70
2,12,19,15
2,13,14,-95
2,13,15,-94
2,13,16,-67
2,13,17,-56
2,13,18,-105
2,13,19,-67
2,14,15,-76
2,14,16,-26
2,14,17,17
2,14,18,-96
2,14,19,-41
2,15,16,-25
2,15,17,-16
2,15,18,-68
2,15,19,-62
2,16,17,5
2,16,18,-51
2,16,19,-7
2,17,18,-70
2,17,19,10
2,18,19,-51
3,4,5,-34
3,4,6,-112
3,4,7,-32
3,4,8,-45
3,4,9,-11
3,4,10,-29
3,4,11,-4
3,4,12,-48
3,4,13,-157
3,4,14,-95
3,4,15,-98
3,4,16,-17
3,4,17,-31
3,4,18,-61
3,4,19,-38
3,5,6,-112
3,5,7,-13
3,5,8,43
3,5,9,-11
3,5,10,0
3,5,11,14
3,5,12,-29
3,5,13,-75
3,5,14,-44
3,5,15,-39
3,5,16,-12
3,5,17,67
3,5,18,-115
3,5,19,-4
3,6,7,-102
3,6,8,-60
3,6,9,-149
3,6,10,-144
3,6,11,-96
3,6,12,-194
3,6,13,-227
3,6,14,-158
3,6,15,-163
3,6,16,-137
3,6,17,-89
3,6,18,-219
3,6,19,-82
3,7,8,-7
3,7,9,2
3,7,10,2
3,7,11,7
3,7,12,-15
3,7,13,-104
3,7,14,20
3,7,15,-98
3,7,16,-8
3,7,17,19
3,7,18,-132
3,7,19,10
3,8,9,-24
3,8,10,38
3,8,11,-19
3,8,12,-93
3,8,13,-137
3,8,14,-25
3,8,15,-76
3,8,16,-23
3,8,17,21
3,8,18,-141
3,8,19,-3
3,9,10,60
3,9,11,3
3,9,12,-100
3,9,13,-128
3,9,14,-110
3,9,15,-149
3,9,16,59
3,9,17,5
3,9,18,-113
3,9,19,14
3,10,11,11
3,10,12,-18
3,10,13,-122
3,10,14,-35
3,10,15,-74
3,10,16,-1
3,10,17,2
3,10,18,-94
3,10,19,2
3,11,12,16
3,11,13,-91
3,11,14,-61
3,11,15,-110
3,11,16,16
3,11,17,-2
3,11,18,-47
3,11,19,19
3,12,13,-170
3,12,14,-124
3,12,15,-169
3,12,16,-15
3,12,17,9
3,12,18,-167
3,12,19,16
3,13,14,-160
3,13,15,-171
3,13,16,-116
3,13,17,-134
3,13,18,-258
3,13,19,-89
3,14,15,-140
3,14,16,-29
3,14,17,-11
3,14,18,-143
3,14,19,-45
3,15,16,-43
3,15,17,-65
3,15,18,-174
3,15,19,-131
3,16,17,19
3,16,18,-116
3,16,19,4
3,17,18,-123
3,17,19,26
3,18,19,-125
4,5,6,-36
4,5,7,-52
4,5,8,-20
4,5,9,-78
4,5,10,-2
4,5,11,4
4,5,12,-35
4,5,13,-100
4,5,14,-41
4,5,15,-30
4,5,16,-35
4,5,17,38
4,5,18,-85
4,5,19,-37
4,6,7,-61
4,6,8,-74
4,6,9,-221
4,6,10,-119
4,6,11,-9
4,6,12,-127
4,6,13,-195
4,6,14,-97
4,6,15,-103
4,6,16,-98
4,6,17,-74
4,6,18,-99
4,6,19,-49
4,7,8,-31
4,7,9,-63
4,7,10,-32
4,7,11,22
4,7,12,-50
4,7,13,-114
4,7,14,-28
4,7,15,-40
4,7,16,-16
4,7,17,-13
4,7,18,-75
4,7,19,-29
4,8,9,-74
4,8,10,23
4,8,11,-24
4,8,12,-157
4,8,13,-172
4,8,14,-102
4,8,15,-42
4,8,16,-49
4,8,17,-9
4,8,18,-90
4,8,19,-46
4,9,10,-9
4,9,11,8
4,9,12,-145
4,9,13,-196
4,9,14,-149
4,9,15,-109
4,9,16,-13
4,9,17,-42
4,9,18,-86
4,9,19,-64
4,10,11,25
4,10,12,-65
4,10,13,-163
4,10,14,-51
4,10,15,-37
4,10,16,-19
4,10,17,4
4,10,18,-102
4,10,19,-22
4,11,12,25
4,11,13,-69
4,11,14,-20
4,11,15,-20
4,11,16,-12
4,11,17,-4
4,11,18,15
4,11,19,-11
4,12,13,-185
4,12,14,-103
4,12,15,-125
4,12,16,-52
4,12,17,-33
4,12,18,-81
4,12,19,-64
4,13,14,-179
4,13,15,-146
4,13,16,-158
4,13,17,-171
4,13,18,-191
4,13,19,-141
4,14,15,-112
4,14,16,-50
4,14,17,-27
4,14,18,-122
4,14,19,-100
4,15,16,-37
4,15,17,-39
4,15,18,-72
4,15,19,-144
4,16,17,-38
4,16,18,-86
4,16,19,-47
4,17,18,-50
4,17,19,-29
4,18,19,-98
5,6,7,-35
5,6,8,-11
5,6,9,-158
5,6,10,-118
5,6,11,-8
5,6,12,-106
5,6,13,-85
5,6,14,-137
5,6,15,-97
5,6,16,-70
5,6,17,34
5,6,18,-147
5,6,19,-41
5,7,8,53
5,7,9,-29
5,7,10,-41
5,7,11,20
5,7,12,-24
5,7,13,1
5,7,14,-47
5,7,15,-33
5,7,16,-11
5,7,17,30
5,7,18,-124
5,7,19,-8
5,8,9,-12
5,8,10,87
5,8,11,22
5,8,12,-33
5,8,13,-14
5,8,14,-11
5,8,15,57
5,8,16,76
5,8,17,125
5,8,18,-75
5,8,19,20
5,9,10,-9
5,9,11,-35
5,9,12,-112
5,9,13,-87
5,9,14,-160
5,9,15,-166
5,9,16,15
5,9,17,-5
5,9,18,-171
5,9,19,-65
5,10,11,5
5,10,12,-56
5,10,13,-49
5,10,14,-26
5,10,15,10
5,10,16,-18
5,10,17,48
5,10,18,-128
5,10,19,6
5,11,12,61
5,11,13,-13
5,11,14,-46
5,11,15,-30
5,11,16,-7
5,11,17,63
5,11,18,-22
5,11,19,1
5,12,13,-80
5,12,14,-116
5,12,15,-122
5,12,16,25
5,12,17,28
5,12,18,-167
5,12,19,-26
5,13,14,-48
5,13,15,-40
5,13,16,-43
5,13,17,-32
5,13,18,-159
5,13,19,-45
5,14,15,-122
5,14,16,-65
5,14,17,65
5,14,18,-135
5,14,19,-23
5,15,16,23
5,15,17,62
5,15,18,-104
5,15,19,-47
5,16,17,23
5,16,18,-121
5,16,19,-8
5,17,18,-49
5,17,19,29
5,18,19,-138
6,7,8,-17
6,7,9,-117
6,7,10,-105
6,7,11,-15
6,7,12,-85
6,7,13,-94
6,7,14,-80
6,7,15,-99
6,7,16,-100
6,7,17,-21
6,7,18,-160
6,7,19,-55
6,8,9,-198
6,8,10,-16
6,8,11,-40
6,8,12,-217
6,8,13,-149
6,8,14,-146
6,8,15,-105
6,8,16,-114
6,8,17,-28
6,8,18,-190
6,8,19,-17
6,9,10,-186
6,9,11,-92
6,9,12,-290
6,9,13,-331
6,9,14,-324
6,9,15,-325
6,9,16,-149
6,9,17,-157
6,9,18,-264
6,9,19,-124
6,10,11,-108
6,10,12,-197
6,10,13,-209
6,10,14,-206
6,10,15,-167
6,10,16,-155
6,10,17,-93
6,10,18,-264
6,10,19,-125
6,11,12,-55
6,11,13,-54
6,11,14,-43
6,11,15,-65
6,11,16,-81
6,11,17,-1
6,11,18,-42
6,11,19,30
6,12,13,-235
6,12,14,-216
6,12,15,-263
6,12,16,-176
6,12,17,-98
6,12,18,-235
6,12,19,-132
6,13,14,-200
6,13,15,-214
6,13,16,-217
6,13,17,-167
6,13,18,-232
6,13,19,-123
6,14,15,-241
6,14,16,-135
6,14,17,-98
6,14,18,-241
6,14,19,-82
6,15,16,-162
6,15,17,-84
6,15,18,-226
6,15,19,-153
6,16,17,-96
6,16,18,-229
6,16,19,-83
6,17,18,-128
6,17,19,-59
6,18,19,-168
7,8,9,-72
7,8,10,66
7,8,11,-9
7,8,12,-97
7,8,13,-76
7,8,14,22
7,8,15,-18
7,8,16,-40
7,8,17,27
7,8,18,-109
7,8,19,8
7,9,10,36
7,9,11,-45
7,9,12,-139
7,9,13,-119
7,9,14,-156
7,9,15,-144
7,9,16,9
7,9,17,-38
7,9,18,-181
7,9,19,-45
7,10,11,27
7,10,12,-32
7,10,13,-33
7,10,14,-40
7,10,15,-31
7,10,16,-15
7,10,17,-31
7,10,18,-120
7,10,19,-7
7,11,12,-2
7,11,13,2
7,11,14,-35
7,11,15,-29
7,11,16,0
7,11,17,5
7,11,18,-76
7,11,19,5
7,12,13,-83
7,12,14,-92
7,12,15,-114
7,12,16,4
7,12,17,-4
7,12,18,-137
7,12,19,-43
7,13,14,-60
7,13,15,-53
7,13,16,-67
7,13,17,-74
7,13,18,-163
7,13,19,-22
7,14,15,-123
7,14,16,12
7,14,17,-2
7,14,18,-178
7,14,19,-17
7,15,16,-31
7,15,17,14
7,15,18,-140
7,15,19,-95
7,16,17,-7
7,16,18,-144
7,16,19,-39
7,17,18,-116
7,17,19,6
7,18,19,-111
8,9,10,-15
8,9,11,-51
8,9,12,-213
8,9,13,-227
8,9,14,-189
8,9,15,-124
8,9,16,25
8,9,17,-98
8,9,18,-205
8,9,19,-45
8,10,11,48
8,10,12,-60
8,10,13,-87
8,10,14,-41
8,10,15,23
8,10,16,9
8,10,17,14
8,10,18,-92
8,10,19,22
8,11,12,-9
8,11,13,-62
8,11,14,-94
8,11,15,-48
8,11,16,-39
8,11,17,1
8,11,18,-37
8,11,19,16
8,12,13,-251
8,12,14,-192
8,12,15,-192
8,12,16,-72
8,12,17,-73
8,12,18,-243
8,12,19,-58
8,13,14,-190
8,13,15,-130
8,13,16,-113
8,13,17,-132
8,13,18,-227
8,13,19,-88
8,14,15,-90
8,14,16,-54
8,14,17,0
8,14,18,-216
8,14,19,-60
8,15,16,-37
8,15,17,-1
8,15,18,-107
8,15,19,-99
8,16,17,28
8,16,18,-142
8,16,19,-54
8,17,18,-98
8,17,19,31
