i,j,k,I_scaled
0,1,2,-230
0,1,3,-213
0,1,4,-108
0,1,5,-108
0,1,6,-229
0,1,7,-232
0,1,8,-233
0,1,9,-169
0,1,10,-96
0,1,11,-222
0,1,12,-236
0,1,13,-156
0,1,14,-206
0,1,15,-214
0,1,16,-274
0,1,17,-236
0,1,18,-231
0,1,19,-127
0,2,3,-106
0,2,4,-154
0,2,5,-108
0,2,6,-200
0,2,7,-227
0,2,8,-195
0,2,9,-153
0,2,10,-95
0,2,11,-217
0,2,12,-231
0,2,13,-176
0,2,14,-125
0,2,15,-234
0,2,16,-202
0,2,17,-226
0,2,18,-273
0,2,19,-124
0,3,4,18
0,3,5,9
0,3,6,-103
0,3,7,-128
0,3,8,-77
0,3,9,-75
0,3,10,34
0,3,11,-97
0,3,12,-177
0,3,13,-69
0,3,14,-32
0,3,15,-77
0,3,16,-117
0,3,17,-154
0,3,18,-122
0,3,19,-75
0,4,5,1
0,4,6,-124
0,4,7,-102
0,4,8,-139
0,4,9,-96
0,4,10,27
0,4,11,-88
0,4,12,-120
0,4,13,-9
0,4,14,-60
0,4,15,-126
0,4,16,-130
0,4,17,-100
0,4,18,-97
0,4,19,-4
0,5,6,-101
0,5,7,-113
0,5,8,-90
0,5,9,-122
0,5,10,20
0,5,11,-113
0,5,12,-102
0,5,13,-50
0,5,14,-45
0,5,15,-139
0,5,16,-98
0,5,17,-139
0,5,18,-112
0,5,19,-29
0,6,7,-238
0,6,8,-211
0,6,9,-251
0,6,10,-99
0,6,11,-233
0,6,12,-243
0,6,13,-172
0,6,14,-113
0,6,15,-260
0,6,16,-219
0,6,17,-258
0,6,18,-231
0,6,19,-103
0,7,8,-235
0,7,9,-184
0,7,10,-113
0,7,11,-216
0,7,12,-238
0,7,13,-238
0,7,14,-159
0,7,15,-224
0,7,16,-229
0,7,17,-250
0,7,18,-241
0,7,19,-141
0,8,9,-225
0,8,10,-108
0,8,11,-230
0,8,12,-226
0,8,13,-174
0,8,14,-132
0,8,15,-206
0,8,16,-198
0,8,17,-196
0,8,18,-220
0,8,19,-144
0,9,10,-92
0,9,11,-237
0,9,12,-276
0,9,13,-125
0,9,14,-112
0,9,15,-130
0,9,16,-235
0,9,17,-252
0,9,18,-216
0,9,19,-126
0,10,11,-90
0,10,12,-190
0,10,13,-16
0,10,14,-33
0,10,15,-116
0,10,16,-182
0,10,17,-113
0,10,18,-109
0,10,19,-31
0,11,12,-250
0,11,13,-236
0,11,14,-98
0,11,15,-226
0,11,16,-221
0,11,17,-243
0,11,18,-256
0,11,19,-143
0,12,13,-270
0,12,14,-121
0,12,15,-218
0,12,16,-221
0,12,17,-241
0,12,18,-272
0,12,19,-196
0,13,14,-89
0,13,15,-158
0,13,16,-189
