i,j,k,I_scaled
0,1,2,-90
0,1,3,-140
0,1,4,-101
0,1,5,-92
0,1,6,-86
0,1,7,-94
0,1,8,-161
0,1,9,-119
0,1,10,-41
0,1,11,-170
0,1,12,-52
0,1,13,-59
0,1,14,-78
0,2,3,-168
0,2,4,-74
0,2,5,-126
0,2,6,-132
0,2,7,-45
0,2,8,-157
0,2,9,-104
0,2,10,-30
0,2,11,-144
0,2,12,-33
0,2,13,-100
0,2,14,-15
0,3,4,-141
0,3,5,-150
0,3,6,-162
0,3,7,-131
0,3,8,-190
0,3,9,-173
0,3,10,-101
0,3,11,-210
0,3,12,-79
0,3,13,-155
0,3,14,-109
0,4,5,-126
0,4,6,-79
0,4,7,-65
0,4,8,-177
0,4,9,-98
0,4,10,-72
0,4,11,-147
0,4,12,-105
0,4,13,-67
0,4,14,-40
0,5,6,-149
0,5,7,-107
0,5,8,-174
0,5,9,-160
0,5,10,-5
0,5,11,-197
0,5,12,-117
0,5,13,-112
0,5,14,-54
0,6,7,-81
0,6,8,-178
0,6,9,-115
0,6,10,23
0,6,11,-139
0,6,12,-64
0,6,13,-98
0,6,14,-46
0,7,8,-141
0,7,9,-104
0,7,10,-12
0,7,11,-149
0,7,12,-118
0,7,13,-110
0,7,14,-67
0,8,9,-135
0,8,10,-94
0,8,11,-248
0,8,12,-89
0,8,13,-143
0,8,14,-48
0,9,10,-47
0,9,11,-197
0,9,12,-87
0,9,13,-81
0,9,14,-15
0,10,11,-46
0,10,12,22
0,10,13,8
0,10,14,18
0,11,12,-47
0,11,13,-205
0,11,14,-128
0,12,13,-35
0,12,14,-10
0,13,14,-39
1,2,3,-238
1,2,4,-213
1,2,5,-240
1,2,6,-254
1,2,7,-219
1,2,8,-232
1,2,9,-277
1,2,10,-200
1,2,11,-210
1,2,12,-122
1,2,13,-197
1,2,14,-116
1,3,4,-229
1,3,5,-232
1,3,6,-238
1,3,7,-231
1,3,8,-231
1,3,9,-255
1,3,10,-190
1,3,11,-223
1,3,12,-113
1,3,13,-229
1,3,14,-184
1,4,5,-245
1,4,6,-229
1,4,7,-214
1,4,8,-233
1,4,9,-240
1,4,10,-216
1,4,11,-262
1,4,12,-178
1,4,13,-199
1,4,14,-196
1,5,6,-240
1,5,7,-235
1,5,8,-239
1,5,9,-221
1,5,10,-159
1,5,11,-257
1,5,12,-119
1,5,13,-254
1,5,14,-152
1,6,7,-201
1,6,8,-220
1,6,9,-241
1,6,10,-145
1,6,11,-212
1,6,12,-128
1,6,13,-217
1,6,14,-202
1,7,8,-233
1,7,9,-229
1,7,10,-174
1,7,11,-247
1,7,12,-163
1,7,13,-245
1,7,14,-188
1,8,9,-276
1,8,10,-185
1,8,11,-255
1,8,12,-135
1,8,13,-195
1,8,14,-160
1,9,10,-215
1,9,11,-261
1,9,12,-186
1,9,13,-229
1,9,14,-161
1,10,11,-182
1,10,12,-92
1,10,13,-153
1,10,14,-155
1,11,12,-128
1,11,13,-287
1,11,14,-222
1,12,13,-175
1,12,14,-50
1,13,14,-158
2,3,4,-240
2,3,5,-263
2,3,6,-276
2,3,7,-234
2,3,8,-242
2,3,9,-260
2,3,10,-248
2,3,11,-250
2,3,12,-122
2,3,13,-253
2,3,14,-184
2,4,5,-260
2,4,6,-246
2,4,7,-206
2,4,8,-213
2,4,9,-209
2,4,10,-178
2,4,11,-216
2,4,12,-159
2,4,13,-222
2,4,14,-154
2,5,6,-249
2,5,7,-240
2,5,8,-240
2,5,9,-274
2,5,10,-158
2,5,11,-277
2,5,12,-174
2,5,13,-230
2,5,14,-116
2,6,7,-228
2,6,8,-239
2,6,9,-284
2,6,10,-154
2,6,11,-245
2,6,12,-133
2,6,13,-271
2,6,14,-169
2,7,8,-217
2,7,9,-229
2,7,10,-150
2,7,11,-235
2,7,12,-149
2,7,13,-256
2,7,14,-151
2,8,9,-242
2,8,10,-148
2,8,11,-221
2,8,12,-96
2,8,13,-218
2,8,14,-90
2,9,10,-184
2,9,11,-246
2,9,12,-174
2,9,13,-277
2,9,14,-87
2,10,11,-116
2,10,12,-78
2,10,13,-177
2,10,14,-71
2,11,12,-64
2,11,13,-296
2,11,14,-176
2,12,13,-143
2,12,14,-46
2,13,14,-131
3,4,5,-286
3,4,6,-236
3,4,7,-231
3,4,8,-224
3,4,9,-247
3,4,10,-239
3,4,11,-227
3,4,12,-187
3,4,13,-223
3,4,14,-188
3,5,6,-255
3,5,7,-260
3,5,8,-234
3,5,9,-219
3,5,10,-162
3,5,11,-259
3,5,12,-236
3,5,13,-258
3,5,14,-178
3,6,7,-254
3,6,8,-266
3,6,9,-234
3,6,10,-191
3,6,11,-227
3,6,12,-165
3,6,13,-236
3,6,14,-247
3,7,8,-228
3,7,9,-245
3,7,10,-156
3,7,11,-241
3,7,12,-164
3,7,13,-281
3,7,14,-259
3,8,9,-247
3,8,10,-170
3,8,11,-277
3,8,12,-98
3,8,13,-266
3,8,14,-188
3,9,10,-239
3,9,11,-219
3,9,12,-187
3,9,13,-232
3,9,14,-170
3,10,11,-168
3,10,12,-68
3,10,13,-209
3,10,14,-131
3,11,12,-111
3,11,13,-268
3,11,14,-237
3,12,13,-169
3,12,14,-100
3,13,14,-222
4,5,6,-259
4,5,7,-277
4,5,8,-220
4,5,9,-266
4,5,10,-161
4,5,11,-233
4,5,12,-308
4,5,13,-225
4,5,14,-187
4,6,7,-257
4,6,8,-226
4,6,9,-251
4,6,10,-120
4,6,11,-208
4,6,12,-182
4,6,13,-224
4,6,14,-182
4,7,8,-216
4,7,9,-202
4,7,10,-127
4,7,11,-227
4,7,12,-237
4,7,13,-244
4,7,14,-188
4,8,9,-226
4,8,10,-142
4,8,11,-236
4,8,12,-151
4,8,13,-223
4,8,14,-162
4,9,10,-186
4,9,11,-223
4,9,12,-203
4,9,13,-199
4,9,14,-119
4,10,11,-168
4,10,12,-158
4,10,13,-104
4,10,14,-126
4,11,12,-175
4,11,13,-262
4,11,14,-204
4,12,13,-166
4,12,14,-129
4,13,14,-171
5,6,7,-241
5,6,8,-251
5,6,9,-230
5,6,10,-96
5,6,11,-233
5,6,12,-199
5,6,13,-225
5,6,14,-193
5,7,8,-220
5,7,9,-219
5,7,10,-99
