i,j,k,I_scaled
0,1,2,60
0,1,3,44
0,1,4,40
0,1,5,15
0,1,6,-6
0,1,7,100
0,1,8,15
0,1,9,79
0,1,10,52
0,1,11,105
0,1,12,11
0,1,13,-5
0,1,14,21
0,1,15,-52
0,1,16,35
0,1,17,47
0,1,18,3
0,1,19,50
0,2,3,-54
0,2,4,0
0,2,5,-26
0,2,6,-115
0,2,7,-5
0,2,8,4
0,2,9,-8
0,2,10,-78
0,2,11,-10
0,2,12,-42
0,2,13,-95
0,2,14,84
0,2,15,-110
0,2,16,-64
0,2,17,16
0,2,18,-60
0,2,19,-47
0,3,4,-31
0,3,5,-126
0,3,6,-194
0,3,7,-58
0,3,8,-58
0,3,9,-104
0,3,10,-135
0,3,11,-39
0,3,12,-121
0,3,13,-166
0,3,14,-37
0,3,15,-128
0,3,16,-66
0,3,17,-77
0,3,18,-71
0,3,19,-167
0,4,5,-61
0,4,6,-55
0,4,7,2
0,4,8,2
0,4,9,-69
0,4,10,-116
0,4,11,24
0,4,12,-100
0,4,13,-110
0,4,14,0
0,4,15,-111
0,4,16,-54
0,4,17,-11
0,4,18,-54
0,4,19,-27
0,5,6,-152
0,5,7,-55
0,5,8,-67
0,5,9,-32
0,5,10,-80
0,5,11,-39
0,5,12,-105
0,5,13,-164
0,5,14,-4
0,5,15,-97
0,5,16,-104
0,5,17,-37
0,5,18,-113
0,5,19,-105
0,6,7,-60
0,6,8,-114
0,6,9,-164
0,6,10,-173
0,6,11,-65
0,6,12,-200
0,6,13,-218
0,6,14,-78
0,6,15,-192
0,6,16,-174
0,6,17,-137
0,6,18,-198
0,6,19,-164
0,7,8,-33
0,7,9,-46
0,7,10,2
0,7,11,-40
0,7,12,-44
0,7,13,-123
0,7,14,27
0,7,15,-28
0,7,16,-92
0,7,17,26
0,7,18,-77
0,7,19,-19
0,8,9,-36
0,8,10,-120
0,8,11,28
0,8,12,-71
0,8,13,-120
0,8,14,-19
0,8,15,-116
0,8,16,-113
0,8,17,11
0,8,18,-109
0,8,19,-105
0,9,10,-53
0,9,11,-44
0,9,12,-116
0,9,13,-123
0,9,14,8
0,9,15,-91
0,9,16,-74
0,9,17,-34
0,9,18,-92
0,9,19,-45
0,10,11,-57
0,10,12,-104
0,10,13,-152
0,10,14,-102
0,10,15,-128
0,10,16,-106
0,10,17,-71
0,10,18,-140
0,10,19,-80
0,11,12,-83
0,11,13,-57
0,11,14,34
0,11,15,-98
0,11,16,-47
0,11,17,-3
0,11,18,-106
0,11,19,-106
0,12,13,-173
0,12,14,-51
0,12,15,-123
0,12,16,-125
0,12,17,-90
0,12,18,-205
0,12,19,-70
0,13,14,-63
0,13,15,-139
0,13,16,-223
0,13,17,-126
0,13,18,-137
0,13,19,-125
0,14,15,-75
0,14,16,-48
0,14,17,0
0,14,18,-64
0,14,19,5
0,15,16,-97
0,15,17,-31
0,15,18,-103
0,15,19,-112
0,16,17,-73
0,16,18,-86
0,16,19,-80
0,17,18,-37
0,17,19,-30
0,18,19,-161
1,2,3,-50
1,2,4,19
1,2,5,19
1,2,6,-49
1,2,7,47
1,2,8,20
1,2,9,3
1,2,10,-78
1,2,11,37
1,2,12,-3
1,2,13,-43
1,2,14,77
1,2,15,-120
1,2,16,-102
1,2,17,21
1,2,18,-115
1,2,19,-110
1,3,4,6
1,3,5,-123
1,3,6,-148
1,3,7,-16
1,3,8,-31
1,3,9,-84
1,3,10,-97
1,3,11,38
1,3,12,-106
1,3,13,-82
1,3,14,0
1,3,15,-182
1,3,16,-115
1,3,17,-102
1,3,18,-126
1,3,19,-170
1,4,5,-51
1,4,6,-26
1,4,7,16
1,4,8,-4
1,4,9,-45
1,4,10,-59
1,4,11,91
1,4,12,-98
1,4,13,-42
1,4,14,7
1,4,15,-159
1,4,16,-19
1,4,17,-4
1,4,18,-101
1,4,19,-36
1,5,6,-93
1,5,7,14
1,5,8,-53
1,5,9,-63
1,5,10,-79
1,5,11,18
1,5,12,-117
1,5,13,-82
1,5,14,-37
1,5,15,-184
1,5,16,-110
1,5,17,-10
1,5,18,-152
1,5,19,-106
1,6,7,41
1,6,8,-90
1,6,9,-103
1,6,10,-119
1,6,11,26
1,6,12,-121
1,6,13,-81
1,6,14,-21
1,6,15,-212
1,6,16,-109
1,6,17,-48
1,6,18,-230
1,6,19,-85
1,7,8,55
1,7,9,62
1,7,10,39
1,7,11,92
1,7,12,25
1,7,13,-22
1,7,14,101
1,7,15,-54
1,7,16,-20
1,7,17,101
1,7,18,-63
1,7,19,32
1,8,9,-23
1,8,10,-65
1,8,11,111
1,8,12,-124
1,8,13,-116
1,8,14,-2
1,8,15,-133
1,8,16,-125
1,8,17,20
1,8,18,-118
1,8,19,-117
1,9,10,-36
1,9,11,54
1,9,12,-130
1,9,13,-82
1,9,14,-18
1,9,15,-175
1,9,16,-89
1,9,17,-18
1,9,18,-171
1,9,19,-41
1,10,11,39
1,10,12,-88
1,10,13,-69
1,10,14,-42
1,10,15,-173
1,10,16,-91
1,10,17,-58
1,10,18,-163
1,10,19,-96
1,11,12,-45
1,11,13,62
1,11,14,107
1,11,15,-115
1,11,16,18
1,11,17,37
1,11,18,-105
1,11,19,-41
1,12,13,-91
1,12,14,-5
1,12,15,-186
1,12,16,-101
1,12,17,-72
1,12,18,-216
1,12,19,-107
1,13,14,-21
1,13,15,-165
1,13,16,-125
1,13,17,-50
1,13,18,-138
1,13,19,-84
1,14,15,-129
1,14,16,-28
1,14,17,-15
1,14,18,-127
1,14,19,-27
1,15,16,-168
1,15,17,-115
1,15,18,-263
1,15,19,-160
1,16,17,-55
1,16,18,-138
1,16,19,-104
1,17,18,-67
1,17,19,-32
1,18,19,-242
2,3,4,-58
2,3,5,-177
2,3,6,-248
2,3,7,-138
2,3,8,-73
2,3,9,-155
2,3,10,-223
2,3,11,-111
2,3,12,-148
2,3,13,-213
2,3,14,-10
2,3,15,-230
2,3,16,-205
2,3,17,-126
2,3,18,-178
2,3,19,-266
2,4,5,-93
2,4,6,-89
2,4,7,-8
2,4,8,-17
2,4,9,-17
2,4,10,-125
2,4,11,27
2,4,12,-86
2,4,13,-96
2,4,14,31
2,4,15,-163
2,4,16,-87
2,4,17,18
2,4,18,-75
2,4,19,-92
2,5,6,-159
2,5,7,-50
2,5,8,-55
2,5,9,-54
2,5,10,-111
2,5,11,-39
2,5,12,-111
2,5,13,-141
2,5,14,59
2,5,15,-155
2,5,16,-141
2,5,17,-8
2,5,18,-140
2,5,19,-155
2,6,7,-57
2,6,8,-102
2,6,9,-141
2,6,10,-258
2,6,11,-104
2,6,12,-165
2,6,13,-201
2,6,14,4
2,6,15,-268
2,6,16,-246
2,6,17,-110
2,6,18,-246
2,6,19,-217
2,7,8,-37
2,7,9,-11
2,7,10,-76
2,7,11,-12
2,7,12,-51
2,7,13,-133
2,7,14,96
2,7,15,-113
2,7,16,-147
2,7,17,20
2,7,18,-144
2,7,19,-82
2,8,9,-33
2,8,10,-137
2,8,11,60
2,8,12,-56
2,8,13,-102
2,8,14,89
2,8,15,-155
2,8,16,-136
2,8,17,7
2,8,18,-117
2,8,19,-167
2,9,10,-117
2,9,11,-17
2,9,12,-81
2,9,13,-100
2,9,14,72
2,9,15,-161
2,9,16,-121
2,9,17,-11
2,9,18,-152
2,9,19,-74
2,10,11,-81
2,10,12,-121
2,10,13,-160
2,10,14,-112
2,10,15,-201
2,10,16,-234
2,10,17,-148
2,10,18,-252
2,10,19,-191
2,11,12,-69
2,11,13,-33
2,11,14,125
2,11,15,-141
2,11,16,-117
2,11,17,-16
2,11,18,-132
2,11,19,-142
2,12,13,-119
2,12,14,20
2,12,15,-173
2,12,16,-162
2,12,17,-69
2,12,18,-195
2,12,19,-168
2,13,14,23
2,13,15,-195
2,13,16,-258
2,13,17,-102
2,13,18,-210
2,13,19,-179
2,14,15,-50
2,14,16,6
2,14,17,78
2,14,18,-66
2,14,19,-20
2,15,16,-188
2,15,17,-114
2,15,18,-234
2,15,19,-240
2,16,17,-139
2,16,18,-189
2,16,19,-181
2,17,18,-105
2,17,19,-68
2,18,19,-266
3,4,5,-154
3,4,6,-171
3,4,7,-59
3,4,8,-11
3,4,9,-71
3,4,10,-136
3,4,11,44
3,4,12,-165
3,4,13,-175
3,4,14,-9
3,4,15,-165
3,4,16,-77
3,4,17,-69
3,4,18,-93
3,4,19,-178
3,5,6,-314
3,5,7,-193
3,5,8,-192
3,5,9,-210
3,5,10,-203
3,5,11,-104
3,5,12,-243
3,5,13,-246
3,5,14,-91
3,5,15,-226
3,5,16,-244
3,5,17,-195
3,5,18,-288
3,5,19,-307
3,6,7,-174
3,6,8,-204
3,6,9,-302
3,6,10,-309
3,6,11,-164
3,6,12,-298
3,6,13,-293
3,6,14,-177
3,6,15,-363
3,6,16,-290
3,6,17,-264
3,6,18,-313
3,6,19,-344
3,7,8,-48
3,7,9,-143
3,7,10,-125
3,7,11,-62
3,7,12,-177
3,7,13,-198
3,7,14,-9
3,7,15,-163
3,7,16,-201
3,7,17,-64
3,7,18,-179
3,7,19,-225
3,8,9,-90
3,8,10,-179
3,8,11,44
3,8,12,-172
3,8,13,-177
3,8,14,-9
3,8,15,-150
3,8,16,-175
3,8,17,-94
3,8,18,-170
3,8,19,-203
3,9,10,-185
3,9,11,-111
3,9,12,-233
3,9,13,-238
3,9,14,-87
3,9,15,-218
3,9,16,-220
3,9,17,-144
3,9,18,-254
3,9,19,-205
3,10,11,-101
3,10,12,-221
3,10,13,-238
3,10,14,-170
3,10,15,-237
3,10,16,-262
3,10,17,-198
3,10,18,-259
3,10,19,-285
3,11,12,-182
3,11,13,-101
3,11,14,37
3,11,15,-157
3,11,16,-115
3,11,17,-98
3,11,18,-161
3,11,19,-206
3,12,13,-231
3,12,14,-98
3,12,15,-219
3,12,16,-273
3,12,17,-199
3,12,18,-339
3,12,19,-284
3,13,14,-99
3,13,15,-237
3,13,16,-328
3,13,17,-248
3,13,18,-270
3,13,19,-296
3,14,15,-122
3,14,16,-101
3,14,17,-91
3,14,18,-127
3,14,19,-168
3,15,16,-238
3,15,17,-174
3,15,18,-222
3,15,19,-292
3,16,17,-195
3,16,18,-209
3,16,19,-309
3,17,18,-164
3,17,19,-236
3,18,19,-334
4,5,6,-172
4,5,7,-97
4,5,8,-134
4,5,9,-61
4,5,10,-184
4,5,11,4
4,5,12,-255
4,5,13,-231
4,5,14,-47
4,5,15,-207
4,5,16,-153
4,5,17,-121
4,5,18,-170
4,5,19,-131
4,6,7,-29
4,6,8,-54
4,6,9,-119
4,6,10,-206
4,6,11,37
4,6,12,-187
4,6,13,-136
4,6,14,-23
4,6,15,-235
4,6,16,-109
4,6,17,-58
4,6,18,-151
4,6,19,-87
4,7,8,9
4,7,9,-19
4,7,10,-72
4,7,11,20
4,7,12,-84
4,7,13,-144
4,7,14,34
4,7,15,-112
4,7,16,-110
4,7,17,19
4,7,18,-85
4,7,19,-30
4,8,9,-39
4,8,10,-164
4,8,11,100
4,8,12,-165
4,8,13,-119
4,8,14,-11
4,8,15,-138
4,8,16,-134
4,8,17,-1
4,8,18,-114
4,8,19,-74
4,9,10,-78
4,9,11,10
4,9,12,-162
4,9,13,-143
4,9,14,-33
4,9,15,-154
4,9,16,-94
4,9,17,6
4,9,18,-131
4,9,19,-4
4,10,11,-45
4,10,12,-193
4,10,13,-228
4,10,14,-116
4,10,15,-226
4,10,16,-161
4,10,17,-119
4,10,18,-229
4,10,19,-117
4,11,12,-113
4,11,13,-9
4,11,14,96
4,11,15,-96
4,11,16,24
4,11,17,51
4,11,18,-48
4,11,19,-47
4,12,13,-210
4,12,14,-70
4,12,15,-237
4,12,16,-180
4,12,17,-135
4,12,18,-235
4,12,19,-143
4,13,14,-60
4,13,15,-184
4,13,16,-177
4,13,17,-107
4,13,18,-177
4,13,19,-160
4,14,15,-105
4,14,16,-9
4,14,17,6
4,14,18,-87
4,14,19,-22
4,15,16,-173
4,15,17,-98
4,15,18,-168
4,15,19,-158
4,16,17,-77
4,16,18,-109
4,16,19,-96
4,17,18,-38
4,17,19,-37
4,18,19,-164
5,6,7,-90
5,6,8,-210
5,6,9,-175
5,6,10,-248
5,6,11,-93
5,6,12,-238
5,6,13,-233
5,6,14,-79
5,6,15,-271
5,6,16,-234
5,6,17,-161
5,6,18,-304
5,6,19,-231
5,7,8,-106
5,7,9,-57
5,7,10,-97
5,7,11,-47
5,7,12,-127
5,7,13,-157
5,7,14,18
5,7,15,-89
5,7,16,-191
5,7,17,12
5,7,18,-196
5,7,19,-101
5,8,9,-93
5,8,10,-208
5,8,11,10
5,8,12,-245
5,8,13,-190
5,8,14,-79
5,8,15,-180
5,8,16,-266
5,8,17,-77
5,8,18,-204
5,8,19,-193
5,9,10,-122
5,9,11,-54
5,9,12,-181
5,9,13,-181
5,9,14,-26
5,9,15,-155
5,9,16,-191
5,9,17,-4
5,9,18,-223
5,9,19,-89
5,10,11,-92
5,10,12,-221
5,10,13,-219
5,10,14,-112
5,10,15,-211
5,10,16,-224
5,10,17,-153
5,10,18,-290
5,10,19,-177
5,11,12,-172
5,11,13,-144
5,11,14,51
5,11,15,-139
5,11,16,-111
5,11,17,-16
5,11,18,-185
5,11,19,-159
5,12,13,-234
5,12,14,-107
5,12,15,-214
5,12,16,-251
5,12,17,-175
5,12,18,-370
5,12,19,-223
5,13,14,-110
5,13,15,-218
5,13,16,-341
5,13,17,-164
5,13,18,-284
5,13,19,-228
5,14,15,-106
5,14,16,-107
5,14,17,-62
5,14,18,-129
5,14,19,-89
5,15,16,-218
5,15,17,-106
5,15,18,-243
5,15,19,-216
5,16,17,-196
5,16,18,-236
5,16,19,-253
5,17,18,-111
5,17,19,-101
5,18,19,-293
6,7,8,-53
6,7,9,-112
6,7,10,-151
6,7,11,-29
6,7,12,-100
6,7,13,-176
6,7,14,36
6,7,15,-126
6,7,16,-166
6,7,17,-30
6,7,18,-181
6,7,19,-87
6,8,9,-203
6,8,10,-288
6,8,11,-30
6,8,12,-191
6,8,13,-232
6,8,14,-81
6,8,15,-259
6,8,16,-266
6,8,17,-94
6,8,18,-252
6,8,19,-220
6,9,10,-226
6,9,11,-119
6,9,12,-248
6,9,13,-239
6,9,14,-113
6,9,15,-271
6,9,16,-250
6,9,17,-137
6,9,18,-316
6,9,19,-158
6,10,11,-126
6,10,12,-283
6,10,13,-296
6,10,14,-224
6,10,15,-316
6,10,16,-306
6,10,17,-247
6,10,18,-390
6,10,19,-252
6,11,12,-185
6,11,13,-88
6,11,14,14
6,11,15,-196
6,11,16,-122
6,11,17,-52
6,11,18,-218
6,11,19,-176
6,12,13,-248
6,12,14,-116
6,12,15,-291
6,12,16,-256
6,12,17,-183
6,12,18,-386
6,12,19,-224
6,13,14,-117
6,13,15,-311
6,13,16,-292
6,13,17,-222
6,13,18,-301
6,13,19,-238
6,14,15,-189
6,14,16,-111
6,14,17,-81
6,14,18,-233
6,14,19,-109
6,15,16,-307
6,15,17,-233
6,15,18,-348
6,15,19,-274
6,16,17,-219
6,16,18,-299
6,16,19,-218
6,17,18,-237
6,17,19,-152
6,18,19,-389
7,8,9,-25
7,8,10,-70
7,8,11,48
7,8,12,-52
7,8,13,-119
7,8,14,92
7,8,15,-75
7,8,16,-189
7,8,17,69
7,8,18,-158
7,8,19,-73
7,9,10,-41
7,9,11,-32
7,9,12,-60
7,9,13,-118
