0,8,4,4,3,14,5,5,10,5,3,3,7,5,7,9,6,3,11,2
8,0,4,6,11,12,7,5,11,4,7,5,7,8,11,10,9,13,5,0
4,4,0,2,8,3,3,9,6,7,3,4,-1,9,4,4,7,9,4,-1
4,6,2,0,3,8,11,3,7,5,4,2,4,6,5,10,5,3,0,5
3,11,8,3,0,3,2,7,7,3,3,10,10,6,13,1,8,4,2,2
14,12,3,8,3,0,6,5,4,8,6,2,7,3,5,6,8,8,5,11
5,7,3,11,2,6,0,9,7,5,2,7,6,8,3,10,7,3,4,12
5,5,9,3,7,5,9,0,2,7,5,9,4,9,1,9,2,9,2,5
10,11,6,7,7,4,7,2,0,1,9,10,1,4,13,15,9,5,3,12
5,4,7,5,3,8,5,7,1,0,6,15,3,0,5,10,13,3,10,3
3,7,3,4,3,6,2,5,9,6,0,2,9,12,3,10,4,13,5,4
3,5,4,2,10,2,7,9,10,15,2,0,5,5,7,11,4,9,6,3
7,7,-1,4,10,7,6,4,1,3,9,5,0,9,8,8,5,8,1,9
5,8,9,6,6,3,8,9,4,0,12,5,9,0,12,4,8,4,4,5
7,11,4,5,13,5,3,1,13,5,3,7,8,12,0,0,5,7,8,16
9,10,4,10,1,6,10,9,15,10,10,11,8,4,0,0,5,4,3,5
6,9,7,5,8,8,7,2,9,13,4,4,5,8,5,5,0,10,19,3
3,13,9,3,4,8,3,9,5,3,13,9,8,4,7,4,10,0,9,6
11,5,4,0,2,5,4,2,3,10,5,6,1,4,8,3,19,9,0,3
2,0,-1,5,2,11,12,5,12,3,4,3,9,5,16,5,3,6,3,0
