i,j,k,I_scaled
0,1,2,-43
0,1,3,-93
0,1,4,-145
0,1,5,0
0,1,6,-150
0,1,7,-28
0,1,8,-138
0,1,9,-96
0,1,10,-86
0,1,11,-137
0,1,12,6
0,1,13,3
0,1,14,-68
0,2,3,3
0,2,4,-130
0,2,5,-35
0,2,6,-196
0,2,7,-58
0,2,8,-157
0,2,9,-64
0,2,10,-82
0,2,11,-95
0,2,12,-22
0,2,13,-64
0,2,14,-91
0,3,4,-124
0,3,5,-28
0,3,6,-242
0,3,7,-51
0,3,8,-166
0,3,9,-55
0,3,10,-106
0,3,11,-108
0,3,12,-6
0,3,13,10
0,3,14,-134
0,4,5,-88
0,4,6,-269
0,4,7,-89
0,4,8,-242
0,4,9,-232
0,4,10,-231
0,4,11,-249
0,4,12,-174
0,4,13,-109
0,4,14,-221
0,5,6,-153
0,5,7,-20
0,5,8,-216
0,5,9,-20
0,5,10,-154
0,5,11,-133
0,5,12,36
0,5,13,-36
0,5,14,-71
0,6,7,-190
0,6,8,-341
0,6,9,-227
0,6,10,-343
0,6,11,-348
0,6,12,-187
0,6,13,-173
0,6,14,-291
0,7,8,-111
0,7,9,-47
0,7,10,-153
0,7,11,-157
0,7,12,-19
0,7,13,-38
0,7,14,-117
0,8,9,-115
0,8,10,-243
0,8,11,-229
0,8,12,-100
0,8,13,-102
0,8,14,-237
0,9,10,-115
0,9,11,-99
0,9,12,-72
0,9,13,-31
0,9,14,-299
0,10,11,-223
0,10,12,-158
0,10,13,-91
0,10,14,-225
0,11,12,-166
0,11,13,-163
0,11,14,-287
0,12,13,-22
0,12,14,-161
0,13,14,-93
1,2,3,12
1,2,4,-11
1,2,5,-13
1,2,6,-121
1,2,7,-5
1,2,8,-32
1,2,9,-40
1,2,10,-29
1,2,11,-45
1,2,12,-26
1,2,13,36
1,2,14,-37
1,3,4,-69
1,3,5,-25
1,3,6,-125
1,3,7,-79
1,3,8,-67
1,3,9,-15
1,3,10,-38
1,3,11,-19
1,3,12,-32
1,3,13,83
1,3,14,-43
1,4,5,-44
1,4,6,-114
1,4,7,-32
1,4,8,-99
1,4,9,-82
1,4,10,-89
1,4,11,-114
1,4,12,-85
1,4,13,29
1,4,14,-89
1,5,6,-121
1,5,7,-20
1,5,8,-90
1,5,9,-40
1,5,10,-95
1,5,11,-70
1,5,12,-29
1,5,13,57
1,5,14,-66
1,6,7,-99
1,6,8,-107
1,6,9,-124
1,6,10,-188
1,6,11,-182
1,6,12,-70
1,6,13,13
1,6,14,-88
1,7,8,6
1,7,9,-53
1,7,10,-100
1,7,11,-109
1,7,12,-16
1,7,13,25
1,7,14,-39
1,8,9,-60
1,8,10,-81
1,8,11,-72
1,8,12,-19
1,8,13,47
1,8,14,-72
1,9,10,-16
1,9,11,-52
1,9,12,-39
1,9,13,56
1,9,14,-151
1,10,11,-87
1,10,12,-83
1,10,13,24
1,10,14,-93
1,11,12,-71
1,11,13,16
1,11,14,-140
1,12,13,34
1,12,14,-77
1,13,14,27
2,3,4,38
2,3,5,95
2,3,6,-65
2,3,7,67
2,3,8,36
2,3,9,55
2,3,10,41
2,3,11,96
2,3,12,53
2,3,13,125
2,3,14,57
2,4,5,-29
2,4,6,-129
2,4,7,-15
2,4,8,-111
2,4,9,-89
2,4,10,-91
2,4,11,-91
2,4,12,-97
2,4,13,-44
2,4,14,-89
2,5,6,-138
2,5,7,0
2,5,8,-58
2,5,9,7
2,5,10,-79
2,5,11,-39
2,5,12,2
2,5,13,-5
2,5,14,34
2,6,7,-154
2,6,8,-169
2,6,9,-160
2,6,10,-198
2,6,11,-228
2,6,12,-158
2,6,13,-138
2,6,14,-168
2,7,8,-7
2,7,9,-22
2,7,10,-89
2,7,11,-68
2,7,12,-13
2,7,13,-30
2,7,14,-23
2,8,9,-33
2,8,10,-107
2,8,11,-72
2,8,12,-27
2,8,13,16
2,8,14,-124
2,9,10,-41
2,9,11,-12
2,9,12,-43
2,9,13,-2
2,9,14,-111
2,10,11,-87
2,10,12,-67
2,10,13,-30
2,10,14,-102
2,11,12,-66
2,11,13,-70
2,11,14,-100
2,12,13,-3
2,12,14,-88
2,13,14,16
3,4,5,-16
3,4,6,-167
3,4,7,-20
3,4,8,-105
3,4,9,-104
3,4,10,-96
3,4,11,-106
3,4,12,-79
3,4,13,38
3,4,14,-95
3,5,6,-133
3,5,7,16
3,5,8,-97
3,5,9,-5
3,5,10,-90
3,5,11,-66
3,5,12,20
3,5,13,65
3,5,14,-15
3,6,7,-155
3,6,8,-253
3,6,9,-151
3,6,10,-186
3,6,11,-196
3,6,12,-127
3,6,13,-39
3,6,14,-145
3,7,8,-7
3,7,9,-29
3,7,10,-51
3,7,11,-65
3,7,12,-12
3,7,13,89
3,7,14,-38
3,8,9,-52
3,8,10,-108
3,8,11,-70
3,8,12,-52
3,8,13,49
3,8,14,-95
3,9,10,-41
3,9,11,-25
3,9,12,-27
