i,j,k,I_scaled
0,1,2,-237
0,1,3,-231
0,1,4,-247
0,1,5,-229
0,1,6,-229
0,1,7,-235
0,1,8,-168
0,1,9,-246
0,1,10,-221
0,1,11,-226
0,1,12,-152
0,1,13,-183
0,1,14,-224
0,1,15,-226
0,1,16,-216
0,1,17,-216
0,1,18,-218
0,1,19,-200
0,2,3,-216
0,2,4,-187
0,2,5,-247
0,2,6,-238
0,2,7,-242
0,2,8,-108
0,2,9,-224
0,2,10,-248
0,2,11,-149
0,2,12,-199
0,2,13,-239
0,2,14,-236
0,2,15,-244
0,2,16,-176
0,2,17,-214
0,2,18,-236
0,2,19,-146
0,3,4,-196
0,3,5,-214
0,3,6,-201
0,3,7,-217
0,3,8,-166
0,3,9,-213
0,3,10,-209
0,3,11,-151
0,3,12,-166
0,3,13,-193
0,3,14,-231
0,3,15,-204
0,3,16,-202
0,3,17,-203
0,3,18,-206
0,3,19,-195
0,4,5,-244
0,4,6,-189
0,4,7,-170
0,4,8,-141
0,4,9,-159
0,4,10,-187
0,4,11,-149
0,4,12,-155
0,4,13,-224
0,4,14,-177
0,4,15,-227
0,4,16,-137
0,4,17,-224
0,4,18,-266
0,4,19,-177
0,5,6,-179
0,5,7,-294
0,5,8,-178
0,5,9,-258
0,5,10,-251
0,5,11,-180
0,5,12,-212
0,5,13,-267
0,5,14,-242
0,5,15,-251
0,5,16,-223
0,5,17,-230
0,5,18,-240
0,5,19,-198
0,6,7,-242
0,6,8,-181
0,6,9,-201
0,6,10,-233
0,6,11,-165
0,6,12,-132
0,6,13,-258
0,6,14,-216
0,6,15,-221
0,6,16,-153
0,6,17,-217
0,6,18,-247
0,6,19,-135
0,7,8,-20
0,7,9,-267
0,7,10,-239
0,7,11,-149
0,7,12,-181
0,7,13,-181
0,7,14,-303
0,7,15,-221
0,7,16,-163
0,7,17,-246
0,7,18,-245
0,7,19,-147
0,8,9,-112
0,8,10,-90
0,8,11,-101
0,8,12,-111
0,8,13,-140
0,8,14,-177
0,8,15,-109
0,8,16,-53
0,8,17,-180
0,8,18,-119
0,8,19,-114
0,9,10,-235
0,9,11,-131
0,9,12,-163
0,9,13,-191
0,9,14,-215
0,9,15,-219
0,9,16,-190
0,9,17,-226
0,9,18,-233
0,9,19,-165
