i,j,k,I_scaled
0,1,2,-155
0,1,3,-120
0,1,4,-177
0,1,5,-168
0,1,6,-157
0,1,7,-87
0,1,8,-216
0,1,9,-187
0,1,10,-156
0,1,11,-234
0,1,12,-137
0,1,13,-248
0,1,14,-168
0,1,15,-108
0,1,16,-182
0,1,17,-183
0,1,18,-250
0,1,19,-235
0,2,3,-130
0,2,4,-195
0,2,5,-167
0,2,6,-167
0,2,7,-46
0,2,8,-145
0,2,9,-189
0,2,10,-144
0,2,11,-154
0,2,12,-123
0,2,13,-150
0,2,14,-157
0,2,15,-39
0,2,16,-174
0,2,17,-212
0,2,18,-190
0,2,19,-184
0,3,4,-191
0,3,5,-166
0,3,6,-152
0,3,7,-98
0,3,8,-165
0,3,9,-185
0,3,10,-171
0,3,11,-191
0,3,12,-120
0,3,13,-162
0,3,14,-135
0,3,15,-65
0,3,16,-142
0,3,17,-228
0,3,18,-221
0,3,19,-148
0,4,5,-207
0,4,6,-210
0,4,7,-184
0,4,8,-247
0,4,9,-242
0,4,10,-249
0,4,11,-256
0,4,12,-167
0,4,13,-243
0,4,14,-207
0,4,15,-112
0,4,16,-261
0,4,17,-240
0,4,18,-225
0,4,19,-262
0,5,6,-146
0,5,7,-95
0,5,8,-232
0,5,9,-214
0,5,10,-202
0,5,11,-220
0,5,12,-156
0,5,13,-228
0,5,14,-202
0,5,15,-122
0,5,16,-242
0,5,17,-242
0,5,18,-217
0,5,19,-203
0,6,7,-80
0,6,8,-234
0,6,9,-188
0,6,10,-192
0,6,11,-208
0,6,12,-149
0,6,13,-191
0,6,14,-170
0,6,15,-96
0,6,16,-186
0,6,17,-191
0,6,18,-266
0,6,19,-148
0,7,8,-98
0,7,9,-150
0,7,10,-130
0,7,11,-94
0,7,12,-119
0,7,13,-173
0,7,14,-89
0,7,15,-47
0,7,16,-101
0,7,17,-100
0,7,18,-106
0,7,19,-161
0,8,9,-243
0,8,10,-258
0,8,11,-195
0,8,12,-220
0,8,13,-256
0,8,14,-233
0,8,15,-120
0,8,16,-251
0,8,17,-271
0,8,18,-213
0,8,19,-220
0,9,10,-249
0,9,11,-224
0,9,12,-167
0,9,13,-237
0,9,14,-201
0,9,15,-137
0,9,16,-228
0,9,17,-240
0,9,18,-224
0,9,19,-203
0,10,11,-255
0,10,12,-217
0,10,13,-249
0,10,14,-167
0,10,15,-113
0,10,16,-184
0,10,17,-180
0,10,18,-262
0,10,19,-214
0,11,12,-227
0,11,13,-212
0,11,14,-157
0,11,15,-93
0,11,16,-234
0,11,17,-236
0,11,18,-196
0,11,19,-257
0,12,13,-183
0,12,14,-159
0,12,15,-96
0,12,16,-211
0,12,17,-157
0,12,18,-155
0,12,19,-156
0,13,14,-226
0,13,15,-135
0,13,16,-242
0,13,17,-256
0,13,18,-223
0,13,19,-232
0,14,15,-116
0,14,16,-184
0,14,17,-202
0,14,18,-238
0,14,19,-200
0,15,16,-160
0,15,17,-131
0,15,18,-111
0,15,19,-105
0,16,17,-282
0,16,18,-230
0,16,19,-286
0,17,18,-239
0,17,19,-238
0,18,19,-253
1,2,3,5
1,2,4,-67
1,2,5,-8
1,2,6,-36
1,2,7,9
1,2,8,-118
1,2,9,-129
1,2,10,-34
1,2,11,-58
