0,8,10,4,16,11,10,12,7,13,5,6,6,7,9,7,11,7,7,10
8,0,17,3,3,14,6,5,12,11,2,14,5,2,6,8,7,0,5,6
10,17,0,4,3,3,4,5,7,2,4,2,5,3,4,4,4,5,9,6
4,3,4,0,10,7,4,1,8,2,4,10,-1,5,7,8,7,2,2,2
16,3,3,10,0,9,8,3,6,2,10,2,3,8,6,5,4,10,13,2
11,14,3,7,9,0,2,9,8,6,9,3,12,12,6,9,4,5,4,4
10,6,4,4,8,2,0,13,10,9,6,3,2,7,6,7,7,7,3,4
12,5,5,1,3,9,13,0,5,14,7,13,1,7,6,7,4,5,3,10
7,12,7,8,6,8,10,5,0,19,12,3,7,7,10,5,4,3,4,5
13,11,2,2,2,6,9,14,19,0,5,5,11,13,14,16,7,15,1,2
5,2,4,4,10,9,6,7,12,5,0,0,7,4,6,4,4,5,1,1
6,14,2,10,2,3,3,13,3,5,0,0,8,17,9,9,3,17,10,5
6,5,5,-1,3,12,2,1,7,11,7,8,0,8,2,1,2,1,10,7
7,2,3,5,8,12,7,7,7,13,4,17,8,0,7,4,0,4,7,-1
9,6,4,7,6,6,6,6,10,14,6,9,2,7,0,10,3,6,5,7
7,8,4,8,5,9,7,7,5,16,4,9,1,4,10,0,7,2,5,2
11,7,4,7,4,4,7,4,4,7,4,3,2,0,3,7,0,3,8,7
7,0,5,2,10,5,7,5,3,15,5,17,1,4,6,2,3,0,4,6
7,5,9,2,13,4,3,3,4,1,1,10,10,7,5,5,8,4,0,1
10,6,6,2,2,4,4,10,5,2,1,5,7,-1,7,2,7,6,1,0
