0,4,7,7,1,8,8,4,7,2,5,16,11,4,9,2,6,6,2,10
4,0,11,3,6,5,9,6,7,3,3,8,1,5,2,10,11,4,8,9
7,11,0,2,1,7,8,3,7,3,6,4,4,13,6,13,4,4,5,5
7,3,2,0,10,8,2,10,3,17,9,4,11,5,5,6,8,8,13,6
1,6,1,10,0,7,0,3,6,5,7,1,13,14,6,8,6,8,5,13
8,5,7,8,7,0,6,9,5,7,6,1,9,3,14,10,4,3,6,5
8,9,8,2,0,6,0,6,18,6,14,0,2,7,4,5,2,4,13,2
4,6,3,10,3,9,6,0,4,5,6,1,6,5,8,6,5,5,1,5
7,7,7,3,6,5,18,4,0,7,7,4,7,8,4,2,4,3,1,5
2,3,3,17,5,7,6,5,7,0,9,7,24,4,5,6,12,4,14,13
5,3,6,9,7,6,14,6,7,9,0,5,15,6,4,7,4,9,2,3
16,8,4,4,1,1,0,1,4,7,5,0,5,4,10,6,4,5,3,10
11,1,4,11,13,9,2,6,7,24,15,5,0,0,4,4,5,3,16,2
4,5,13,5,14,3,7,5,8,4,6,4,0,0,11,6,3,4,2,7
9,2,6,5,6,14,4,8,4,5,4,10,4,11,0,3,5,7,3,3
2,10,13,6,8,10,5,6,2,6,7,6,4,6,3,0,22,9,5,9
6,11,4,8,6,4,2,5,4,12,4,4,5,3,5,22,0,10,8,3
6,4,4,8,8,3,4,5,3,4,9,5,3,4,7,9,10,0,10,1
2,8,5,13,5,6,13,1,1,14,2,3,16,2,3,5,8,10,0,2
10,9,5,6,13,5,2,5,5,13,3,10,2,7,3,9,3,1,2,0
