0,10,5,6,6,7,9,4,5,6,9,10,13,4,2,5,13,4,9,8
10,0,5,4,4,4,5,9,7,9,4,4,5,11,8,5,2,4,4,2
5,5,0,2,8,6,4,12,5,9,1,12,4,3,8,2,6,3,3,5
6,4,2,0,2,2,2,7,2,4,12,5,9,5,16,10,9,7,8,4
6,4,8,2,0,7,6,5,8,7,5,2,11,7,6,6,5,4,1,8
7,4,6,2,7,0,3,6,9,3,6,7,5,8,7,7,5,4,3,3
9,5,4,2,6,3,0,11,6,3,4,14,12,6,5,7,2,6,2,10
4,9,12,7,5,6,11,0,5,8,9,9,5,6,2,2,8,5,8,17
5,7,5,2,8,9,6,5,0,2,11,10,5,2,5,12,4,16,6,7
6,9,9,4,7,3,3,8,2,0,5,10,11,4,3,2,3,6,7,5
9,4,1,12,5,6,4,9,11,5,0,4,8,8,9,3,4,5,9,1
10,4,12,5,2,7,14,9,10,10,4,0,5,6,10,18,7,13,6,6
13,5,4,9,11,5,12,5,5,11,8,5,0,5,6,4,3,6,8,8
4,11,3,5,7,8,6,6,2,4,8,6,5,0,4,9,3,12,4,7
2,8,8,16,6,7,5,2,5,3,9,10,6,4,0,6,7,13,7,4
5,5,2,10,6,7,7,2,12,2,3,18,4,9,6,0,5,9,2,1
13,2,6,9,5,5,2,8,4,3,4,7,3,3,7,5,0,7,5,8
4,4,3,7,4,4,6,5,16,6,5,13,6,12,13,9,7,0,10,2
9,4,3,8,1,3,2,8,6,7,9,6,8,4,7,2,5,10,0,1
8,2,5,4,8,3,10,17,7,5,1,6,8,7,4,1,8,2,1,0
