0,6,6,3,10,1,7,8,9,5,6,14,1,3,0,11,11,6,7,12
6,0,4,5,4,10,3,4,3,3,6,7,3,0,4,12,3,7,7,13
6,4,0,10,3,5,3,4,8,5,8,2,7,3,7,2,6,6,7,3
3,5,10,0,3,6,5,2,6,5,10,5,3,19,6,5,5,6,3,9
10,4,3,3,0,5,7,11,9,3,3,9,3,1,8,9,5,12,3,6
1,10,5,6,5,0,6,3,9,4,8,6,8,12,2,5,11,7,5,1
7,3,3,5,7,6,0,9,7,4,11,9,11,10,14,8,9,4,6,4
8,4,4,2,11,3,9,0,14,7,3,17,7,5,6,15,5,3,3,10
9,3,8,6,9,9,7,14,0,18,4,2,4,6,3,7,5,2,10,7
5,3,5,5,3,4,4,7,18,0,4,7,11,2,6,7,7,4,11,2
6,6,8,10,3,8,11,3,4,4,0,0,10,6,4,6,7,2,2,12
14,7,2,5,9,6,9,17,2,7,0,0,2,8,4,3,13,16,1,0
1,3,7,3,3,8,11,7,4,11,10,2,0,4,5,5,7,11,5,3
3,0,3,19,1,12,10,5,6,2,6,8,4,0,4,9,6,6,1,7
0,4,7,6,8,2,14,6,3,6,4,4,5,4,0,3,5,8,9,10
11,12,2,5,9,5,8,15,7,7,6,3,5,9,3,0,3,18,9,1
11,3,6,5,5,11,9,5,5,7,7,13,7,6,5,3,0,10,4,8
6,7,6,6,12,7,4,3,2,4,2,16,11,6,8,18,10,0,3,4
7,7,7,3,3,5,6,3,10,11,2,1,5,1,9,9,4,3,0,6
12,13,3,9,6,1,4,10,7,2,12,0,3,7,10,1,8,4,6,0
